method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
taylor,1,0.000100,0.0001,0.164,5,2.220446e-16,9.848849e-16,9.699983e-31
taylor,10001,1.000100,0.0001,0.278,5,3.796963e-14,5.983987e-13,3.580810e-25
taylor,20001,2.000100,0.0001,0.090,5,1.409983e-13,1.183752e-12,1.401269e-24
taylor,30001,3.000100,0.0001,0.094,5,2.258194e-13,6.454324e-12,4.165830e-23
taylor,40001,4.000100,0.0001,0.080,5,2.517986e-13,1.373593e-11,1.886759e-22
taylor,50001,5.000100,0.0001,0.091,5,2.577938e-13,5.567456e-12,3.099657e-23
taylor,60001,6.000100,0.0001,0.114,5,2.531308e-13,3.563769e-12,1.270045e-23
taylor,70001,7.000100,0.0001,0.586,5,2.529088e-13,1.149583e-11,1.321541e-22
taylor,80001,8.000100,0.0001,0.103,5,2.535749e-13,1.974719e-11,3.899514e-22
taylor,90001,9.000100,0.0001,0.106,5,2.533529e-13,2.799191e-11,7.835471e-22
taylor,100000,10.000000,0.0001,0.103,5,2.551293e-13,3.626048e-11,1.314822e-21
