x,psi_n0,psi_n1,psi_n2,psi_n3,psi_n4,psi_n5,psi_n6,psi_n7,psi_n8,psi_n9
4.58,-0.122217465315,0.362841163855,-0.333365283338,-0.176007127412,0.144421892289,0.235042515959,0.167925639727,-0.00838788574604,-0.208011364401,-0.219622156314
4.6,-0.120748575069,0.360905773528,-0.336215565697,-0.171782085924,0.148905311628,0.235493212652,0.164430240306,-0.0142608019685,-0.211496981266,-0.216168986868
4.62,-0.119292359494,0.358956296551,-0.339009690087,-0.167509112411,0.153332884306,0.235836543244,0.160847814881,-0.0201250162089,-0.214833585196,-0.212540433814
4.64,-0.117848800457,0.356993214409,-0.341747572673,-0.163189588332,0.15770312294,0.23607261755,0.157180441135,-0.0259769728355,-0.218019067971,-0.208739681129
4.66,-0.11641787793,0.35501700478,-0.344429145293,-0.158824898423,0.162014571561,0.236201594884,0.153430233471,-0.0318131369213,-0.221051435098,-0.204770043971
4.68,-0.114999570019,0.353028141464,-0.347054355267,-0.154416430149,0.166265805969,0.236223683613,0.149599341604,-0.0376299963514,-0.223928806697,-0.200634965413
4.7,-0.113593853004,0.351027094313,-0.349623165217,-0.149965573166,0.170455434052,0.236139140705,0.145689949145,-0.0434240639009,-0.226649418296,-0.196338013081
4.72,-0.112200701377,0.349014329164,-0.352135552875,-0.145473718786,0.174582096103,0.235948271236,0.141704272182,-0.04919187928,-0.229211621536,-0.191882875714
4.74,-0.110820087877,0.346990307774,-0.354591510885,-0.140942259445,0.178644465104,0.235651427893,0.137644557849,-0.0549300111482,-0.231613884787,-0.187273359642
4.76,-0.109451983527,0.34495548776,-0.356991046614,-0.136372588189,0.182641247007,0.23524901045,0.133513082892,-0.0606350590935,-0.233854793673,-0.182513385183
4.78,-0.108096357671,0.342910322537,-0.359334181951,-0.13176609815,0.18657118098,0.234741465222,0.129312152225,-0.0663036555781,-0.235933051512,-0.17760698297
4.8,-0.106753178009,0.340855261261,-0.361620953104,-0.127124182044,0.190433039648,0.234129284507,0.125044097491,-0.0719324678479,-0.237847479666,-0.172558290204
4.82,-0.105422410636,0.338790748777,-0.363851410402,-0.122448231664,0.194225629309,0.233413006003,0.12071127561,-0.0775181998056,-0.239597017798,-0.167371546844
4.84,-0.104104020074,0.33671722556,-0.366025618084,-0.117739637388,0.197947790131,0.232593212211,0.116316067334,-0.0830575938467,-0.241180724053,-0.162051091731
4.86,-0.102797969308,0.334635127674,-0.368143654096,-0.11299978769,0.201598396339,0.231670529821,0.111860875791,-0.0885474326566,-0.242597775139,-0.156601358654
4.88,-0.101504219824,0.332544886716,-0.370205609882,-0.10823006866,0.205176356373,0.230645629076,0.107348125037,-0.0939845409692,-0.243847466331,-0.151026872359
4.9,-0.100222731644,0.330446929773,-0.372211590171,-0.103431863525,0.208680613038,0.229519223126,0.102780258604,-0.099365787285,-0.244929211387,-0.145332244509
4.92,-0.098953463356,0.328341679383,-0.374161712763,-0.0986065521926,0.212110143631,0.228292067363,0.098159738051,-0.104688085548,-0.245842542376,-0.139522169593
4.94,-0.0976963721558,0.326229553485,-0.376056108318,-0.093755510782,0.215463960051,0.226964958742,0.0934890415169,-0.109948396784,-0.246587109427,-0.13360142079
4.96,-0.0964514138758,0.324110965388,-0.377894920142,-0.0888801111793,0.218741108897,0.225538735087,0.0887706622744,-0.115143730692,-0.247162680394,-0.127574845797
4.98,-0.0952185430217,0.321986323731,-0.379678303962,-0.0839817205914,0.22194067154,0.224014274383,0.084007107291,-0.120271147196,-0.247569140433,-0.121447362613
5,-0.0939977128058,0.319856032449,-0.381406427717,-0.0790617011107,0.225061764188,0.222392494051,0.079200895793,-0.125327757954,-0.247806491507,-0.115223955299
5.02,-0.0927888751803,0.31772049074,-0.383079471333,-0.0741214092873,0.228103537927,0.22067435022,0.0743545578349,-0.130310727819,-0.247874851803,-0.108909669698
