method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.010000,0.01,0.252,4,1.008341e-08,7.296267e-07,5.323551e-13
rk4,2,0.020000,0.01,0.123,4,2.016655e-08,1.459499e-06,2.130138e-12
rk4,3,0.030000,0.01,0.118,4,1.481048e-08,2.122844e-04,4.506468e-08
rk4,4,0.040000,0.01,0.112,4,3.180982e+00,1.783531e+00,3.180982e+00
rk4,5,0.050000,0.01,0.102,4,2.640813e+08,1.625058e+04,2.640813e+08
rk4,6,0.060000,0.01,0.114,4,2.333597e+16,1.527611e+08,2.333597e+16
rk4,7,0.070000,0.01,0.113,4,2.126419e+24,1.458225e+12,2.126419e+24
rk4,8,0.080000,0.01,0.116,4,1.974092e+32,1.405024e+16,1.974092e+32
rk4,9,0.090000,0.01,0.112,4,1.856459e+40,1.362520e+20,1.856459e+40
rk4,10,0.100000,0.01,0.068,4,1.762757e+48,1.327688e+24,1.762757e+48
rk4,11,0.110000,0.01,0.112,4,1.686532e+56,1.298666e+28,1.686532e+56
rk4,12,0.120000,0.01,0.067,4,1.623613e+64,1.274211e+32,1.623613e+64
rk4,13,0.130000,0.01,0.068,4,1.571146e+72,1.253454e+36,1.571146e+72
rk4,14,0.140000,0.01,0.113,4,1.527097e+80,1.235757e+40,1.527097e+80
rk4,15,0.150000,0.01,0.112,4,1.489959e+88,1.220639e+44,1.489959e+88
rk4,16,0.160000,0.01,0.112,4,1.458590e+96,1.207721e+48,1.458590e+96
rk4,17,0.170000,0.01,0.112,4,1.432096e+104,1.196702e+52,1.432096e+104
rk4,18,0.180000,0.01,0.111,4,1.409769e+112,1.187337e+56,1.409769e+112
rk4,19,0.190000,0.01,0.099,4,1.391035e+120,1.179421e+60,1.391035e+120
rk4,20,0.200000,0.01,0.119,4,1.375422e+128,1.172784e+64,1.375422e+128
rk4,21,0.210000,0.01,0.118,4,1.362541e+136,1.167279e+68,1.362541e+136
rk4,22,0.220000,0.01,0.095,4,1.352065e+144,1.162783e+72,1.352065e+144
rk4,23,0.230000,0.01,0.064,4,1.343717e+152,1.159188e+76,1.343717e+152
rk4,24,0.240000,0.01,0.101,4,1.337263e+160,1.156401e+80,1.337263e+160
rk4,25,0.250000,0.01,0.113,4,1.332503e+168,1.154341e+84,1.332503e+168
rk4,26,0.260000,0.01,0.111,4,1.329265e+176,1.152937e+88,1.329265e+176
rk4,27,0.270000,0.01,0.100,4,1.327399e+184,1.152128e+92,1.327399e+184
rk4,28,0.280000,0.01,0.111,4,1.326778e+192,1.151859e+96,1.326778e+192
rk4,29,0.290000,0.01,0.107,4,1.327290e+200,1.152081e+100,1.327290e+200
rk4,30,0.300000,0.01,0.114,4,1.328836e+208,1.152751e+104,1.328836e+208
rk4,31,0.310000,0.01,0.107,4,1.331331e+216,1.153833e+108,1.331331e+216
rk4,32,0.320000,0.01,0.105,4,1.334701e+224,1.155293e+112,1.334701e+224
rk4,33,0.330000,0.01,0.113,4,1.338879e+232,1.157099e+116,1.338879e+232
rk4,34,0.340000,0.01,0.111,4,1.343807e+240,1.159227e+120,1.343807e+240
rk4,35,0.350000,0.01,0.126,4,1.349434e+248,1.161651e+124,1.349434e+248
rk4,36,0.360000,0.01,0.112,4,1.355714e+256,1.164352e+128,1.355714e+256
rk4,37,0.370000,0.01,0.112,4,1.362608e+264,1.167308e+132,1.362608e+264
rk4,38,0.380000,0.01,0.112,4,1.370078e+272,1.170503e+136,1.370078e+272
rk4,39,0.390000,0.01,0.063,4,1.378093e+280,1.173922e+140,1.378093e+280
rk4,40,0.400000,0.01,0.105,4,1.386625e+288,1.177551e+144,1.386625e+288
rk4,41,0.410000,0.01,0.107,4,1.395649e+296,1.181376e+148,1.395649e+296
rk4,42,0.420000,0.01,0.064,4,1.405141e+304,1.185386e+152,1.405141e+304
rk4,43,0.430000,0.01,0.109,4,inf,inf,inf
rk4,44,0.440000,0.01,0.112,4,inf,inf,inf
rk4,45,0.450000,0.01,0.095,4,inf,inf,inf
rk4,46,0.460000,0.01,0.106,4,inf,inf,inf
rk4,47,0.470000,0.01,0.096,4,inf,inf,inf
rk4,48,0.480000,0.01,0.117,4,inf,inf,inf
rk4,49,0.490000,0.01,0.118,4,inf,inf,inf
rk4,50,0.500000,0.01,0.080,4,inf,inf,inf
rk4,51,0.510000,0.01,0.112,4,inf,inf,inf
rk4,52,0.520000,0.01,0.117,4,inf,inf,inf
rk4,53,0.530000,0.01,0.117,4,inf,inf,inf
rk4,54,0.540000,0.01,0.108,4,inf,inf,inf
rk4,55,0.550000,0.01,0.098,4,inf,inf,inf
rk4,56,0.560000,0.01,0.115,4,inf,inf,inf
rk4,57,0.570000,0.01,0.210,4,inf,inf,inf
rk4,58,0.580000,0.01,0.110,4,inf,inf,inf
rk4,59,0.590000,0.01,0.064,4,inf,inf,inf
rk4,60,0.600000,0.01,0.221,4,inf,inf,inf
rk4,61,0.610000,0.01,0.108,4,inf,inf,inf
rk4,62,0.620000,0.01,0.081,4,inf,inf,inf
rk4,63,0.630000,0.01,0.067,4,inf,inf,inf
rk4,64,0.640000,0.01,0.067,4,inf,inf,inf
rk4,65,0.650000,0.01,0.068,4,inf,inf,inf
rk4,66,0.660000,0.01,0.066,4,inf,inf,inf
rk4,67,0.670000,0.01,0.119,4,inf,inf,inf
rk4,68,0.680000,0.01,0.133,4,inf,inf,inf
rk4,69,0.690000,0.01,0.114,4,inf,inf,inf
rk4,70,0.700000,0.01,0.078,4,inf,inf,inf
rk4,71,0.710000,0.01,0.114,4,inf,inf,inf
rk4,72,0.720000,0.01,0.112,4,inf,inf,inf
rk4,73,0.730000,0.01,0.063,4,inf,inf,inf
rk4,74,0.740000,0.01,0.063,4,inf,inf,inf
rk4,75,0.750000,0.01,0.112,4,inf,inf,inf
rk4,76,0.760000,0.01,0.063,4,inf,inf,inf
rk4,77,0.770000,0.01,0.063,4,inf,inf,inf
rk4,78,0.780000,0.01,0.113,4,inf,inf,inf
rk4,79,0.790000,0.01,0.116,4,inf,inf,inf
rk4,80,0.800000,0.01,0.096,4,inf,inf,inf
rk4,81,0.810000,0.01,0.117,4,nan,-nan(ind),-nan(ind)
rk4,82,0.820000,0.01,0.113,4,nan,-nan(ind),-nan(ind)
rk4,83,0.830000,0.01,0.115,4,nan,-nan(ind),-nan(ind)
rk4,84,0.840000,0.01,0.063,4,nan,-nan(ind),-nan(ind)
rk4,85,0.850000,0.01,0.066,4,nan,-nan(ind),-nan(ind)
rk4,86,0.860000,0.01,0.066,4,nan,-nan(ind),-nan(ind)
rk4,87,0.870000,0.01,0.114,4,nan,-nan(ind),-nan(ind)
rk4,88,0.880000,0.01,0.065,4,nan,-nan(ind),-nan(ind)
rk4,89,0.890000,0.01,0.097,4,nan,-nan(ind),-nan(ind)
rk4,90,0.900000,0.01,0.066,4,nan,-nan(ind),-nan(ind)
rk4,91,0.910000,0.01,0.067,4,nan,-nan(ind),-nan(ind)
rk4,92,0.920000,0.01,0.117,4,nan,-nan(ind),-nan(ind)
rk4,93,0.930000,0.01,0.064,4,nan,-nan(ind),-nan(ind)
rk4,94,0.940000,0.01,0.084,4,nan,-nan(ind),-nan(ind)
rk4,95,0.950000,0.01,0.062,4,nan,-nan(ind),-nan(ind)
rk4,96,0.960000,0.01,0.113,4,nan,-nan(ind),-nan(ind)
rk4,97,0.970000,0.01,0.063,4,nan,-nan(ind),-nan(ind)
rk4,98,0.980000,0.01,0.111,4,nan,-nan(ind),-nan(ind)
rk4,99,0.990000,0.01,0.113,4,nan,-nan(ind),-nan(ind)
rk4,100,1.000000,0.01,0.113,4,nan,-nan(ind),-nan(ind)
