method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000010,1e-05,0.338,5,8.659740e-15,4.277623e-15,1.829806e-29,6,5.122990e-12
cheb,15001,0.150010,1e-05,0.194,5,1.178742e-10,6.025381e-11,3.630522e-21,6,5.122990e-12
cheb,30001,0.300010,1e-05,0.154,5,2.357401e-10,1.206551e-10,1.455765e-20,6,5.122990e-12
cheb,45001,0.450010,1e-05,0.085,5,3.536003e-10,1.811996e-10,3.283331e-20,6,5.122990e-12
cheb,60001,0.600010,1e-05,0.162,5,4.714740e-10,2.412783e-10,5.821523e-20,6,5.122990e-12
cheb,75001,0.750010,1e-05,0.149,5,5.893401e-10,3.047984e-10,9.290206e-20,6,5.122990e-12
cheb,90001,0.900010,1e-05,0.162,5,7.072094e-10,3.706615e-10,1.373900e-19,6,5.122990e-12
cheb,105001,1.050010,1e-05,0.161,5,8.250818e-10,4.311603e-10,1.858992e-19,6,5.122990e-12
cheb,120001,1.200010,1e-05,0.180,5,9.429493e-10,4.838534e-10,2.341141e-19,6,5.122990e-12
cheb,135001,1.350010,1e-05,0.187,5,1.060820e-09,5.424963e-10,2.943022e-19,6,5.122990e-12
cheb,150001,1.500010,1e-05,0.211,5,1.178689e-09,6.053445e-10,3.664420e-19,6,5.122990e-12
cheb,165001,1.650010,1e-05,0.186,5,1.296552e-09,6.712357e-10,4.505574e-19,6,5.122990e-12
cheb,180001,1.800010,1e-05,0.167,5,1.414417e-09,7.393509e-10,5.466397e-19,6,5.122990e-12
cheb,195001,1.950010,1e-05,0.158,5,1.532285e-09,8.090892e-10,6.546253e-19,6,5.122990e-12
cheb,210001,2.100010,1e-05,0.162,5,1.650158e-09,8.800425e-10,7.744748e-19,6,5.122990e-12
cheb,225001,2.250010,1e-05,0.152,5,1.768025e-09,9.519698e-10,9.062465e-19,6,5.122990e-12
cheb,240001,2.400010,1e-05,0.153,5,1.885892e-09,1.024728e-09,1.050068e-18,6,5.122990e-12
cheb,255001,2.550010,1e-05,0.083,5,2.003760e-09,1.098131e-09,1.205891e-18,6,5.122990e-12
cheb,270001,2.700010,1e-05,0.085,5,2.121627e-09,1.172044e-09,1.373687e-18,6,5.122990e-12
cheb,285001,2.850010,1e-05,0.147,5,2.239491e-09,1.246379e-09,1.553459e-18,6,5.122990e-12
cheb,300001,3.000010,1e-05,0.142,5,2.357361e-09,1.321073e-09,1.745235e-18,6,5.122990e-12
cheb,315001,3.150010,1e-05,0.145,5,2.475228e-09,1.396060e-09,1.948983e-18,6,5.122990e-12
cheb,330001,3.300010,1e-05,0.189,5,2.593096e-09,1.471278e-09,2.164658e-18,6,5.122990e-12
cheb,345001,3.450010,1e-05,0.140,5,2.710962e-09,1.546686e-09,2.392236e-18,6,5.122990e-12
cheb,360001,3.600010,1e-05,0.146,5,2.828827e-09,1.622269e-09,2.631756e-18,6,5.122990e-12
cheb,375001,3.750010,1e-05,0.141,5,2.946696e-09,1.698008e-09,2.883233e-18,6,5.122990e-12
cheb,390001,3.900010,1e-05,0.081,5,3.064566e-09,1.773881e-09,3.146655e-18,6,5.122990e-12
cheb,405001,4.050010,1e-05,0.141,5,3.182431e-09,1.799154e-09,3.236956e-18,6,5.122990e-12
cheb,420001,4.200010,1e-05,0.128,5,3.300300e-09,1.754204e-09,3.077232e-18,6,5.122990e-12
cheb,435001,4.350010,1e-05,0.080,5,3.418169e-09,1.758202e-09,3.091274e-18,6,5.122990e-12
cheb,450001,4.500010,1e-05,0.143,5,3.536035e-09,1.810843e-09,3.279154e-18,6,5.122990e-12
cheb,465001,4.650010,1e-05,0.243,5,3.653899e-09,1.908103e-09,3.640856e-18,6,5.122990e-12
cheb,480001,4.800010,1e-05,0.147,5,3.771768e-09,2.043613e-09,4.176352e-18,6,5.122990e-12
cheb,495001,4.950010,1e-05,0.138,5,3.889632e-09,2.210332e-09,4.885566e-18,6,5.122990e-12
cheb,510001,5.100010,1e-05,0.081,5,4.007500e-09,2.401760e-09,5.768453e-18,6,5.122990e-12
cheb,525001,5.250010,1e-05,0.146,5,4.125368e-09,2.612470e-09,6.824999e-18,6,5.122990e-12
cheb,540001,5.400010,1e-05,0.147,5,4.243234e-09,2.838160e-09,8.055153e-18,6,5.122990e-12
cheb,555001,5.550010,1e-05,0.141,5,4.361101e-09,3.075562e-09,9.459080e-18,6,5.122990e-12
cheb,570001,5.700010,1e-05,0.141,5,4.478969e-09,3.322154e-09,1.103670e-17,6,5.122990e-12
cheb,585001,5.850010,1e-05,0.142,5,4.596838e-09,3.576066e-09,1.278824e-17,6,5.122990e-12
cheb,600001,6.000010,1e-05,0.152,5,4.714701e-09,3.835841e-09,1.471368e-17,6,5.122990e-12
cheb,615001,6.150010,1e-05,0.103,5,4.832571e-09,4.100292e-09,1.681239e-17,6,5.122990e-12
cheb,630001,6.300010,1e-05,0.076,5,4.950439e-09,4.368635e-09,1.908497e-17,6,5.122990e-12
cheb,645001,6.450010,1e-05,0.140,5,5.068303e-09,4.640178e-09,2.153125e-17,6,5.122990e-12
cheb,660001,6.600010,1e-05,0.087,5,5.186169e-09,4.914375e-09,2.415108e-17,6,5.122990e-12
cheb,675001,6.750010,1e-05,0.091,5,5.304039e-09,5.190826e-09,2.694467e-17,6,5.122990e-12
cheb,690001,6.900010,1e-05,0.168,5,5.421909e-09,5.469182e-09,2.991196e-17,6,5.122990e-12
cheb,705001,7.050010,1e-05,0.141,5,5.539776e-09,5.749179e-09,3.305306e-17,6,5.122990e-12
cheb,720001,7.200010,1e-05,0.167,5,5.657645e-09,6.030603e-09,3.636818e-17,6,5.122990e-12
cheb,735001,7.350010,1e-05,0.142,5,5.775506e-09,6.313245e-09,3.985706e-17,6,5.122990e-12
cheb,750001,7.500010,1e-05,0.159,5,5.893373e-09,6.596960e-09,4.351988e-17,6,5.122990e-12
cheb,765001,7.650010,1e-05,0.360,5,6.011244e-09,6.881605e-09,4.735649e-17,6,5.122990e-12
cheb,780001,7.800010,1e-05,0.171,5,6.129112e-09,7.167074e-09,5.136696e-17,6,5.122990e-12
cheb,795001,7.950010,1e-05,0.143,5,6.246979e-09,7.453257e-09,5.555104e-17,6,5.122990e-12
cheb,810001,8.100010,1e-05,0.133,5,6.364846e-09,7.740069e-09,5.990867e-17,6,5.122990e-12
cheb,825001,8.250010,1e-05,0.093,5,6.482715e-09,8.027439e-09,6.443977e-17,6,5.122990e-12
cheb,840001,8.400010,1e-05,0.146,5,6.600582e-09,8.315316e-09,6.914447e-17,6,5.122990e-12
cheb,855001,8.550010,1e-05,0.116,5,6.718450e-09,8.603631e-09,7.402246e-17,6,5.122990e-12
cheb,870001,8.700010,1e-05,0.154,5,6.836318e-09,8.892358e-09,7.907403e-17,6,5.122990e-12
cheb,885001,8.850010,1e-05,0.079,5,6.954185e-09,9.181454e-09,8.429910e-17,6,5.122990e-12
cheb,900001,9.000010,1e-05,0.081,5,7.072050e-09,9.470873e-09,8.969744e-17,6,5.122990e-12
cheb,915001,9.150010,1e-05,0.154,5,7.189919e-09,9.760615e-09,9.526960e-17,6,5.122990e-12
cheb,930001,9.300010,1e-05,0.155,5,7.307787e-09,1.005067e-08,1.010159e-16,6,5.122990e-12
cheb,945001,9.450010,1e-05,0.222,5,7.425653e-09,1.034097e-08,1.069357e-16,6,5.122990e-12
