method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.001000,0.001,0.322,17,5.540013e-14,3.673970e-14,1.349806e-27,18,5.083573e-13
cheb,101,0.101000,0.001,0.239,17,5.783263e-12,3.482681e-12,1.212907e-23,18,5.083573e-13
cheb,201,0.201000,0.001,0.197,17,1.150935e-11,6.916391e-12,4.783647e-23,18,5.083573e-13
cheb,301,0.301000,0.001,0.188,17,1.723677e-11,1.034719e-11,1.070643e-22,18,5.083573e-13
cheb,401,0.401000,0.001,0.208,17,2.296030e-11,1.377964e-11,1.898785e-22,18,5.083573e-13
cheb,501,0.501000,0.001,0.167,17,2.868716e-11,1.721287e-11,2.962828e-22,18,5.083573e-13
cheb,601,0.601000,0.001,0.149,17,3.441281e-11,2.064588e-11,4.262525e-22,18,5.083573e-13
cheb,701,0.701000,0.001,0.301,17,4.014133e-11,2.407830e-11,5.797647e-22,18,5.083573e-13
cheb,801,0.801000,0.001,0.161,17,4.586753e-11,2.751178e-11,7.568982e-22,18,5.083573e-13
cheb,901,0.901000,0.001,0.162,17,5.159240e-11,3.094387e-11,9.575229e-22,18,5.083573e-13
cheb,1001,1.001000,0.001,0.152,17,5.731893e-11,3.437411e-11,1.181580e-21,18,5.083573e-13
cheb,1101,1.101000,0.001,0.165,17,6.304446e-11,3.780736e-11,1.429397e-21,18,5.083573e-13
cheb,1201,1.201000,0.001,0.238,17,6.876999e-11,4.123885e-11,1.700643e-21,18,5.083573e-13
cheb,1301,1.301000,0.001,0.150,17,7.449807e-11,4.467034e-11,1.995440e-21,18,5.083573e-13
cheb,1401,1.401000,0.001,0.187,17,8.022327e-11,4.810108e-11,2.313714e-21,18,5.083573e-13
cheb,1501,1.501000,0.001,0.163,17,8.594891e-11,5.153032e-11,2.655374e-21,18,5.083573e-13
cheb,1601,1.601000,0.001,0.151,17,9.167633e-11,5.495868e-11,3.020456e-21,18,5.083573e-13
cheb,1701,1.701000,0.001,0.151,17,9.740120e-11,5.838609e-11,3.408935e-21,18,5.083573e-13
cheb,1801,1.801000,0.001,0.287,17,1.031277e-10,6.181104e-11,3.820605e-21,18,5.083573e-13
cheb,1901,1.901000,0.001,0.153,17,1.088537e-10,6.523519e-11,4.255630e-21,18,5.083573e-13
cheb,2001,2.001000,0.001,0.173,17,1.145806e-10,6.865807e-11,4.713930e-21,18,5.083573e-13
cheb,2101,2.101000,0.001,0.167,17,1.203095e-10,7.207887e-11,5.195363e-21,18,5.083573e-13
cheb,2201,2.201000,0.001,0.292,17,1.260335e-10,7.549871e-11,5.700055e-21,18,5.083573e-13
cheb,2301,2.301000,0.001,0.163,17,1.317590e-10,7.891534e-11,6.227630e-21,18,5.083573e-13
cheb,2401,2.401000,0.001,0.166,17,1.374845e-10,8.233294e-11,6.778714e-21,18,5.083573e-13
cheb,2501,2.501000,0.001,0.150,17,1.432111e-10,8.574681e-11,7.352516e-21,18,5.083573e-13
cheb,2601,2.601000,0.001,0.196,17,1.489371e-10,8.916109e-11,7.949700e-21,18,5.083573e-13
cheb,2701,2.701000,0.001,0.175,17,1.546623e-10,9.257398e-11,8.569942e-21,18,5.083573e-13
cheb,2801,2.801000,0.001,0.171,17,1.603900e-10,9.598530e-11,9.213179e-21,18,5.083573e-13
cheb,2901,2.901000,0.001,0.178,17,1.661155e-10,9.939590e-11,9.879546e-21,18,5.083573e-13
cheb,3001,3.001000,0.001,0.203,17,1.718409e-10,1.028038e-10,1.056863e-20,18,5.083573e-13
cheb,3101,3.101000,0.001,0.167,17,1.775674e-10,1.062124e-10,1.128108e-20,18,5.083573e-13
cheb,3201,3.201000,0.001,0.168,17,1.832947e-10,1.096201e-10,1.201658e-20,18,5.083573e-13
cheb,3301,3.301000,0.001,0.234,17,1.890198e-10,1.130258e-10,1.277484e-20,18,5.083573e-13
cheb,3401,3.401000,0.001,0.168,17,1.947452e-10,1.164303e-10,1.355602e-20,18,5.083573e-13
cheb,3501,3.501000,0.001,0.169,17,2.004727e-10,1.198332e-10,1.435999e-20,18,5.083573e-13
cheb,3601,3.601000,0.001,0.236,17,2.061969e-10,1.232356e-10,1.518700e-20,18,5.083573e-13
cheb,3701,3.701000,0.001,0.173,17,2.119225e-10,1.266365e-10,1.603680e-20,18,5.083573e-13
cheb,3801,3.801000,0.001,0.162,17,2.176493e-10,1.300346e-10,1.690900e-20,18,5.083573e-13
cheb,3901,3.901000,0.001,0.171,17,2.233769e-10,1.334335e-10,1.780449e-20,18,5.083573e-13
cheb,4001,4.001000,0.001,0.250,17,2.291007e-10,1.368307e-10,1.872264e-20,18,5.083573e-13
cheb,4101,4.101000,0.001,0.170,17,2.348284e-10,1.402206e-10,1.966181e-20,18,5.083573e-13
cheb,4201,4.201000,0.001,0.176,17,2.405519e-10,1.436088e-10,2.062350e-20,18,5.083573e-13
cheb,4301,4.301000,0.001,0.186,17,2.462802e-10,1.469976e-10,2.160830e-20,18,5.083573e-13
cheb,4401,4.401000,0.001,0.181,17,2.520077e-10,1.503825e-10,2.261490e-20,18,5.083573e-13
cheb,4501,4.501000,0.001,0.185,17,2.577337e-10,1.537688e-10,2.364486e-20,18,5.083573e-13
cheb,4601,4.601000,0.001,0.191,17,2.634598e-10,1.571531e-10,2.469711e-20,18,5.083573e-13
cheb,4701,4.701000,0.001,0.191,17,2.691857e-10,1.605379e-10,2.577241e-20,18,5.083573e-13
cheb,4801,4.801000,0.001,0.191,17,2.749122e-10,1.639199e-10,2.686973e-20,18,5.083573e-13
cheb,4901,4.901000,0.001,0.186,17,2.806371e-10,1.673018e-10,2.798991e-20,18,5.083573e-13
cheb,5001,5.001000,0.001,0.185,17,2.863622e-10,1.706842e-10,2.913309e-20,18,5.083573e-13
cheb,5101,5.101000,0.001,0.187,17,2.920901e-10,1.740659e-10,3.029894e-20,18,5.083573e-13
cheb,5201,5.201000,0.001,0.204,17,2.978158e-10,1.774471e-10,3.148746e-20,18,5.083573e-13
cheb,5301,5.301000,0.001,0.199,17,3.035414e-10,1.808279e-10,3.269873e-20,18,5.083573e-13
cheb,5401,5.401000,0.001,0.202,17,3.092664e-10,1.842078e-10,3.393251e-20,18,5.083573e-13
cheb,5501,5.501000,0.001,0.249,17,3.149941e-10,1.875887e-10,3.518954e-20,18,5.083573e-13
cheb,5601,5.601000,0.001,0.192,17,3.207171e-10,1.909689e-10,3.646914e-20,18,5.083573e-13
cheb,5701,5.701000,0.001,0.242,17,3.264449e-10,1.943500e-10,3.777192e-20,18,5.083573e-13
cheb,5801,5.801000,0.001,0.200,17,3.321723e-10,1.977301e-10,3.909721e-20,18,5.083573e-13
cheb,5901,5.901000,0.001,0.209,17,3.378952e-10,2.011089e-10,4.044479e-20,18,5.083573e-13
cheb,6001,6.001000,0.001,0.198,17,3.436226e-10,2.044888e-10,4.181567e-20,18,5.083573e-13
cheb,6101,6.101000,0.001,0.193,17,3.493507e-10,2.078682e-10,4.320921e-20,18,5.083573e-13
cheb,6201,6.201000,0.001,0.208,17,3.550732e-10,2.112480e-10,4.462571e-20,18,5.083573e-13
cheb,6301,6.301000,0.001,0.200,17,3.607999e-10,2.146282e-10,4.606527e-20,18,5.083573e-13
cheb,6401,6.401000,0.001,0.200,17,3.665260e-10,2.180067e-10,4.752690e-20,18,5.083573e-13
cheb,6501,6.501000,0.001,0.449,17,3.722520e-10,2.213866e-10,4.901203e-20,18,5.083573e-13
cheb,6601,6.601000,0.001,0.198,17,3.779775e-10,2.247665e-10,5.051998e-20,18,5.083573e-13
cheb,6701,6.701000,0.001,0.200,17,3.837068e-10,2.281461e-10,5.205065e-20,18,5.083573e-13
cheb,6801,6.801000,0.001,0.212,17,3.894303e-10,2.315273e-10,5.360491e-20,18,5.083573e-13
cheb,6901,6.901000,0.001,0.201,17,3.951569e-10,2.349080e-10,5.518178e-20,18,5.083573e-13
cheb,7001,7.001000,0.001,0.199,17,4.008818e-10,2.382909e-10,5.678256e-20,18,5.083573e-13
cheb,7101,7.101000,0.001,0.204,17,4.066093e-10,2.416739e-10,5.840627e-20,18,5.083573e-13
cheb,7201,7.201000,0.001,0.203,17,4.123325e-10,2.450582e-10,6.005353e-20,18,5.083573e-13
cheb,7301,7.301000,0.001,0.367,17,4.180577e-10,2.484429e-10,6.172386e-20,18,5.083573e-13
cheb,7401,7.401000,0.001,0.191,17,4.237881e-10,2.518297e-10,6.341821e-20,18,5.083573e-13
cheb,7501,7.501000,0.001,0.193,17,4.295121e-10,2.552172e-10,6.513580e-20,18,5.083573e-13
cheb,7601,7.601000,0.001,0.195,17,4.352391e-10,2.586045e-10,6.687629e-20,18,5.083573e-13
cheb,7701,7.701000,0.001,0.193,17,4.409648e-10,2.619925e-10,6.864005e-20,18,5.083573e-13
cheb,7801,7.801000,0.001,0.369,17,4.466900e-10,2.653811e-10,7.042715e-20,18,5.083573e-13
cheb,7901,7.901000,0.001,0.193,17,4.524178e-10,2.687684e-10,7.223643e-20,18,5.083573e-13
cheb,8001,8.001000,0.001,0.371,17,4.581443e-10,2.721574e-10,7.406967e-20,18,5.083573e-13
cheb,8101,8.101000,0.001,0.210,17,4.638714e-10,2.755567e-10,7.593151e-20,18,5.083573e-13
cheb,8201,8.201000,0.001,0.317,17,4.695968e-10,2.789573e-10,7.781717e-20,18,5.083573e-13
cheb,8301,8.301000,0.001,0.204,17,4.753218e-10,2.823570e-10,7.972549e-20,18,5.083573e-13
cheb,8401,8.401000,0.001,0.212,17,4.810478e-10,2.857554e-10,8.165614e-20,18,5.083573e-13
cheb,8501,8.501000,0.001,0.212,17,4.867725e-10,2.891549e-10,8.361057e-20,18,5.083573e-13
cheb,8601,8.601000,0.001,0.299,17,4.924989e-10,2.925544e-10,8.558808e-20,18,5.083573e-13
cheb,8701,8.701000,0.001,0.202,17,4.982281e-10,2.959523e-10,8.758777e-20,18,5.083573e-13
cheb,8801,8.801000,0.001,0.198,17,5.039524e-10,2.993515e-10,8.961129e-20,18,5.083573e-13
cheb,8901,8.901000,0.001,0.216,17,5.096783e-10,3.027503e-10,9.165772e-20,18,5.083573e-13
cheb,9001,9.001000,0.001,0.199,17,5.154048e-10,3.061501e-10,9.372791e-20,18,5.083573e-13
cheb,9101,9.101000,0.001,0.206,17,5.211288e-10,3.095471e-10,9.581943e-20,18,5.083573e-13
cheb,9201,9.201000,0.001,0.204,17,5.268573e-10,3.129449e-10,9.793449e-20,18,5.083573e-13
cheb,9301,9.301000,0.001,0.198,17,5.325833e-10,3.163419e-10,1.000722e-19,18,5.083573e-13
cheb,9401,9.401000,0.001,0.263,17,5.383098e-10,3.197378e-10,1.022323e-19,18,5.083573e-13
cheb,9501,9.501000,0.001,0.198,17,5.440337e-10,3.231334e-10,1.044152e-19,18,5.083573e-13
cheb,9601,9.601000,0.001,0.195,17,5.497623e-10,3.265277e-10,1.066203e-19,18,5.083573e-13
cheb,9701,9.701000,0.001,0.194,17,5.554870e-10,3.299211e-10,1.088480e-19,18,5.083573e-13
cheb,9801,9.801000,0.001,0.202,17,5.612123e-10,3.333144e-10,1.110985e-19,18,5.083573e-13
cheb,9901,9.901000,0.001,0.192,17,5.669396e-10,3.367053e-10,1.133705e-19,18,5.083573e-13
cheb,10000,10.000000,0.001,0.205,17,5.726063e-10,3.400607e-10,1.156413e-19,18,5.083573e-13
