method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.001000,0.001,0.633,17,5.540013e-14,3.673970e-14,1.349806e-27,18,5.083573e-13
cheb,501,0.501000,0.001,0.571,17,2.868716e-11,1.721287e-11,2.962828e-22,18,5.083573e-13
cheb,1001,1.001000,0.001,0.555,17,5.731893e-11,3.437411e-11,1.181580e-21,18,5.083573e-13
cheb,1501,1.501000,0.001,0.572,17,8.594891e-11,5.153032e-11,2.655374e-21,18,5.083573e-13
cheb,2001,2.001000,0.001,0.518,17,1.145806e-10,6.865807e-11,4.713930e-21,18,5.083573e-13
cheb,2501,2.501000,0.001,0.482,17,1.432111e-10,8.574681e-11,7.352516e-21,18,5.083573e-13
cheb,3001,3.001000,0.001,0.546,17,1.718409e-10,1.028038e-10,1.056863e-20,18,5.083573e-13
cheb,3501,3.501000,0.001,0.491,17,2.004727e-10,1.198332e-10,1.435999e-20,18,5.083573e-13
cheb,4001,4.001000,0.001,0.508,17,2.291007e-10,1.368307e-10,1.872264e-20,18,5.083573e-13
cheb,4501,4.501000,0.001,0.593,17,2.577337e-10,1.537688e-10,2.364486e-20,18,5.083573e-13
cheb,5001,5.001000,0.001,0.548,17,2.863622e-10,1.706842e-10,2.913309e-20,18,5.083573e-13
cheb,5501,5.501000,0.001,0.959,17,3.149941e-10,1.875887e-10,3.518954e-20,18,5.083573e-13
cheb,6001,6.001000,0.001,0.549,17,3.436226e-10,2.044888e-10,4.181567e-20,18,5.083573e-13
cheb,6501,6.501000,0.001,0.562,17,3.722520e-10,2.213866e-10,4.901203e-20,18,5.083573e-13
cheb,7001,7.001000,0.001,0.557,17,4.008818e-10,2.382909e-10,5.678256e-20,18,5.083573e-13
cheb,7501,7.501000,0.001,0.554,17,4.295121e-10,2.552172e-10,6.513580e-20,18,5.083573e-13
cheb,8001,8.001000,0.001,0.524,17,4.581443e-10,2.721574e-10,7.406967e-20,18,5.083573e-13
cheb,8501,8.501000,0.001,0.516,17,4.867725e-10,2.891549e-10,8.361057e-20,18,5.083573e-13
cheb,9001,9.001000,0.001,0.513,17,5.154048e-10,3.061501e-10,9.372791e-20,18,5.083573e-13
cheb,9501,9.501000,0.001,0.520,17,5.440337e-10,3.231334e-10,1.044152e-19,18,5.083573e-13
cheb,10001,10.001000,0.001,0.521,17,5.726654e-10,3.400953e-10,1.156648e-19,18,5.083573e-13
cheb,10501,10.501000,0.001,0.533,17,6.012950e-10,3.570275e-10,1.274686e-19,18,5.083573e-13
cheb,11001,11.001000,0.001,0.496,17,6.299277e-10,3.739415e-10,1.398322e-19,18,5.083573e-13
cheb,11501,11.501000,0.001,0.537,17,6.585561e-10,3.908455e-10,1.527602e-19,18,5.083573e-13
cheb,12001,12.001000,0.001,0.543,17,6.871896e-10,4.077467e-10,1.662574e-19,18,5.083573e-13
cheb,12501,12.501000,0.001,0.455,17,7.158167e-10,4.246361e-10,1.803158e-19,18,5.083573e-13
cheb,13001,13.001000,0.001,0.543,17,7.444464e-10,4.415096e-10,1.949307e-19,18,5.083573e-13
cheb,13501,13.501000,0.001,0.529,17,7.730755e-10,4.583531e-10,2.100876e-19,18,5.083573e-13
cheb,14001,14.001000,0.001,0.531,17,8.017055e-10,4.751510e-10,2.257685e-19,18,5.083573e-13
cheb,14501,14.501000,0.001,0.561,17,8.303366e-10,4.919220e-10,2.419872e-19,18,5.083573e-13
cheb,15001,15.001000,0.001,0.531,17,8.589686e-10,5.086957e-10,2.587713e-19,18,5.083573e-13
cheb,15501,15.501000,0.001,0.529,17,8.875989e-10,5.254738e-10,2.761227e-19,18,5.083573e-13
cheb,16001,16.001000,0.001,0.528,17,9.162263e-10,5.422530e-10,2.940383e-19,18,5.083573e-13
cheb,16501,16.501000,0.001,0.546,17,9.448592e-10,5.589236e-10,3.123956e-19,18,5.083573e-13
cheb,17001,17.001000,0.001,0.773,17,9.734894e-10,5.756017e-10,3.313173e-19,18,5.083573e-13
cheb,17501,17.501000,0.001,0.538,17,1.002120e-09,5.922817e-10,3.507976e-19,18,5.083573e-13
cheb,18001,18.001000,0.001,0.535,17,1.030752e-09,6.089571e-10,3.708287e-19,18,5.083573e-13
cheb,18501,18.501000,0.001,0.540,17,1.059380e-09,6.256284e-10,3.914109e-19,18,5.083573e-13
cheb,19001,19.001000,0.001,0.527,17,1.088010e-09,6.423012e-10,4.125509e-19,18,5.083573e-13
cheb,19501,19.501000,0.001,0.286,17,1.116641e-09,6.589843e-10,4.342603e-19,18,5.083573e-13
cheb,20001,20.001000,0.001,0.523,17,1.145272e-09,6.756869e-10,4.565528e-19,18,5.083573e-13
cheb,20501,20.501000,0.001,0.534,17,1.173900e-09,6.924079e-10,4.794288e-19,18,5.083573e-13
cheb,21001,21.001000,0.001,0.296,17,1.202530e-09,7.091407e-10,5.028805e-19,18,5.083573e-13
cheb,21501,21.501000,0.001,0.454,17,1.231161e-09,7.258912e-10,5.269180e-19,18,5.083573e-13
cheb,22001,22.001000,0.001,0.575,17,1.259792e-09,7.426729e-10,5.515630e-19,18,5.083573e-13
cheb,22501,22.501000,0.001,0.286,17,1.288424e-09,7.594733e-10,5.767997e-19,18,5.083573e-13
cheb,23001,23.001000,0.001,0.535,17,1.317054e-09,7.762734e-10,6.026004e-19,18,5.083573e-13
cheb,23501,23.501000,0.001,0.494,17,1.345683e-09,7.930558e-10,6.289375e-19,18,5.083573e-13
cheb,24001,24.001000,0.001,0.456,17,1.374313e-09,8.098092e-10,6.557909e-19,18,5.083573e-13
cheb,24501,24.501000,0.001,0.530,17,1.402943e-09,8.265395e-10,6.831675e-19,18,5.083573e-13
cheb,25001,25.001000,0.001,0.528,17,1.431573e-09,8.432547e-10,7.110785e-19,18,5.083573e-13
cheb,25501,25.501000,0.001,0.554,17,1.460205e-09,8.599672e-10,7.395435e-19,18,5.083573e-13
cheb,26001,26.001000,0.001,0.529,17,1.488833e-09,8.766816e-10,7.685707e-19,18,5.083573e-13
cheb,26501,26.501000,0.001,0.400,17,1.517462e-09,8.933994e-10,7.981624e-19,18,5.083573e-13
cheb,27001,27.001000,0.001,0.544,17,1.546095e-09,9.101130e-10,8.283056e-19,18,5.083573e-13
cheb,27501,27.501000,0.001,0.519,17,1.574724e-09,9.268279e-10,8.590100e-19,18,5.083573e-13
cheb,28001,28.001000,0.001,0.546,17,1.603355e-09,9.435485e-10,8.902838e-19,18,5.083573e-13
cheb,28501,28.501000,0.001,0.534,17,1.631986e-09,9.602742e-10,9.221266e-19,18,5.083573e-13
cheb,29001,29.001000,0.001,0.520,17,1.660616e-09,9.770057e-10,9.545400e-19,18,5.083573e-13
cheb,29501,29.501000,0.001,0.541,17,1.689246e-09,9.937509e-10,9.875408e-19,18,5.083573e-13
cheb,30001,30.001000,0.001,0.528,17,1.717875e-09,1.010514e-09,1.021139e-18,18,5.083573e-13
cheb,30501,30.501000,0.001,0.544,17,1.746509e-09,1.027304e-09,1.055353e-18,18,5.083573e-13
cheb,31001,31.001000,0.001,0.286,17,1.775137e-09,1.044114e-09,1.090174e-18,18,5.083573e-13
cheb,31501,31.501000,0.001,0.414,17,1.803767e-09,1.060933e-09,1.125579e-18,18,5.083573e-13
cheb,32001,32.001000,0.001,0.528,17,1.832397e-09,1.077753e-09,1.161551e-18,18,5.083573e-13
cheb,32501,32.501000,0.001,0.533,17,1.861028e-09,1.094784e-09,1.198551e-18,18,5.083573e-13
cheb,33001,33.001000,0.001,0.295,17,1.889657e-09,1.111784e-09,1.236064e-18,18,5.083573e-13
cheb,33501,33.501000,0.001,0.429,17,1.918288e-09,1.128753e-09,1.274084e-18,18,5.083573e-13
cheb,34001,34.001000,0.001,0.315,17,1.946917e-09,1.145681e-09,1.312585e-18,18,5.083573e-13
cheb,34501,34.501000,0.001,0.477,17,1.975546e-09,1.162574e-09,1.351579e-18,18,5.083573e-13
cheb,35001,35.001000,0.001,0.297,17,2.004177e-09,1.179453e-09,1.391109e-18,18,5.083573e-13
cheb,35501,35.501000,0.001,0.531,17,2.032807e-09,1.196339e-09,1.431227e-18,18,5.083573e-13
cheb,36001,36.001000,0.001,0.535,17,2.061435e-09,1.213240e-09,1.471951e-18,18,5.083573e-13
cheb,36501,36.501000,0.001,0.540,17,2.090066e-09,1.230163e-09,1.513300e-18,18,5.083573e-13
cheb,37001,37.001000,0.001,0.575,17,2.118697e-09,1.247100e-09,1.555257e-18,18,5.083573e-13
cheb,37501,37.501000,0.001,0.535,17,2.147327e-09,1.264035e-09,1.597784e-18,18,5.083573e-13
cheb,38001,38.001000,0.001,0.551,17,2.175957e-09,1.280964e-09,1.640869e-18,18,5.083573e-13
cheb,38501,38.501000,0.001,0.486,17,2.204589e-09,1.297892e-09,1.684523e-18,18,5.083573e-13
cheb,39001,39.001000,0.001,0.492,17,2.233220e-09,1.314830e-09,1.728779e-18,18,5.083573e-13
cheb,39501,39.501000,0.001,0.286,17,2.261849e-09,1.331789e-09,1.773663e-18,18,5.083573e-13
cheb,40001,40.001000,0.001,0.707,17,2.290480e-09,1.348771e-09,1.819182e-18,18,5.083573e-13
cheb,40501,40.501000,0.001,0.565,17,2.319110e-09,1.365765e-09,1.865313e-18,18,5.083573e-13
cheb,41001,41.001000,0.001,0.527,17,2.347739e-09,1.382756e-09,1.912015e-18,18,5.083573e-13
cheb,41501,41.501000,0.001,0.530,17,2.376371e-09,1.399732e-09,1.959251e-18,18,5.083573e-13
cheb,42001,42.001000,0.001,0.307,17,2.405000e-09,1.416696e-09,2.007027e-18,18,5.083573e-13
cheb,42501,42.501000,0.001,0.531,17,2.433629e-09,1.433658e-09,2.055376e-18,18,5.083573e-13
cheb,43001,43.001000,0.001,0.540,17,2.462261e-09,1.450620e-09,2.104299e-18,18,5.083573e-13
cheb,43501,43.501000,0.001,0.539,17,2.490891e-09,1.467579e-09,2.153788e-18,18,5.083573e-13
cheb,44001,44.001000,0.001,0.545,17,2.519520e-09,1.484537e-09,2.203851e-18,18,5.083573e-13
cheb,44501,44.501000,0.001,0.564,17,2.548150e-09,1.501498e-09,2.254496e-18,18,5.083573e-13
cheb,45001,45.001000,0.001,0.530,17,2.576783e-09,1.518467e-09,2.305742e-18,18,5.083573e-13
cheb,45501,45.501000,0.001,0.529,17,2.605413e-09,1.535454e-09,2.357618e-18,18,5.083573e-13
cheb,46001,46.001000,0.001,0.543,17,2.634041e-09,1.552459e-09,2.410129e-18,18,5.083573e-13
cheb,46501,46.501000,0.001,0.467,17,2.662672e-09,1.569470e-09,2.463237e-18,18,5.083573e-13
cheb,47001,47.001000,0.001,0.530,17,2.691302e-09,1.586473e-09,2.516897e-18,18,5.083573e-13
cheb,47501,47.501000,0.001,0.535,17,2.719933e-09,1.603459e-09,2.571080e-18,18,5.083573e-13
cheb,48001,48.001000,0.001,0.543,17,2.748562e-09,1.620438e-09,2.625820e-18,18,5.083573e-13
cheb,48501,48.501000,0.001,0.457,17,2.777193e-09,1.637439e-09,2.681207e-18,18,5.083573e-13
cheb,49001,49.001000,0.001,0.673,17,2.805824e-09,1.654480e-09,2.737304e-18,18,5.083573e-13
cheb,49501,49.501000,0.001,0.531,17,2.834451e-09,1.671554e-09,2.794094e-18,18,5.083573e-13
cheb,50001,50.001000,0.001,0.302,17,2.863083e-09,1.688642e-09,2.851510e-18,18,5.083573e-13
cheb,50501,50.501000,0.001,0.535,17,2.891715e-09,1.705715e-09,2.909462e-18,18,5.083573e-13
cheb,51001,51.001000,0.001,0.471,17,2.920344e-09,1.722761e-09,2.967907e-18,18,5.083573e-13
cheb,51501,51.501000,0.001,0.455,17,2.948975e-09,1.739785e-09,3.026851e-18,18,5.083573e-13
