x,U
0.2,0.000777741434581
0.22,0.000938422294379
0.24,0.00111366283694
0.26,0.00130333724994
0.28,0.00150732055415
0.3,0.00172548859832
0.32,0.00195771805426
0.34,0.00220388641175
0.36,0.00246387197366
0.38,0.00273755385097
0.4,0.00302481195788
0.42,0.00332552700696
0.44,0.00363958050426
0.46,0.00396685474455
0.48,0.00430723280646
0.5,0.0046605985478
0.52,0.00502683660075
0.54,0.00540583236722
0.56,0.00579747201414
0.58,0.00620164246879
0.6,0.00661823141422
0.62,0.00704712728464
0.64,0.00748821926083
0.66,0.00794139726561
0.68,0.00840655195935
0.7,0.00888357473542
0.72,0.00937235771579
0.74,0.00987279374656
0.76,0.0103847763936
0.78,0.0109081999379
0.8,0.0114429593718
0.82,0.0119889503941
0.84,0.0125460694057
0.86,0.013114213506
0.88,0.0136932804878
0.9,0.0142831688338
0.92,0.0148837777117
0.94,0.0154950069707
0.96,0.0161167571368
0.98,0.0167489294088
1,0.0173914256546
1.02,0.0180441484064
1.04,0.0187070008572
1.06,0.0193798868566
1.08,0.0200627109067
1.1,0.020755378158
1.12,0.0214577944059
1.14,0.0221698660862
1.16,0.0228915002716
1.18,0.0236226046675
1.2,0.0243630876083
1.22,0.0251128580536
1.24,0.025871825584
1.26,0.0266399003978
1.28,0.0274169933068
1.3,0.028203015733
1.32,0.0289978797041
1.34,0.0298014978507
1.36,0.0306137834018
1.38,0.0314346501817
1.4,0.0322640126059
1.42,0.033101785678
1.44,0.0339478849855
1.46,0.0348022266965
1.48,0.0356647275561
1.5,0.0365353048831
1.52,0.0374138765659
1.54,0.0383003610595
1.56,0.0391946773819
1.58,0.0400967451103
1.6,0.0410064843782
1.62,0.0419238158717
1.64,0.0428486608258
1.66,0.0437809410215
1.68,0.0447205787824
1.7,0.0456674969709
1.72,0.0466216189854
1.74,0.0475828687566
1.76,0.0485511707445
1.78,0.0495264499349
1.8,0.0505086318363
1.82,0.0514976424767
1.84,0.0524934084003
1.86,0.0534958566642
1.88,0.0545049148355
1.9,0.055520510988
1.92,0.0565425736989
1.94,0.0575710320461
1.96,0.0586058156046
1.98,0.059646854444
2,0.0606940791247
2.02,0.0617474206955
2.04,0.0628068106904
2.06,0.0638721811254
2.08,0.0649434644958
2.1,0.0660205937727
2.12,0.0671035024008
2.14,0.068192124295
2.16,0.0692863938374
2.18,0.0703862458746
2.2,0.0714916157149
2.22,0.0726024391252
2.24,0.0737186523282
2.26,0.0748401919996
2.28,0.0759669952655
2.3,0.077098999699
2.32,0.0782361433181
2.34,0.0793783645827
2.36,0.0805256023914
2.38,0.0816777960796
2.4,0.0828348854159
2.42,0.0839968106001
2.44,0.0851635122601
2.46,0.0863349314495
2.48,0.0875110096446
2.5,0.0886916887421
2.52,0.0898769110563
2.54,0.0910666193165
2.56,0.0922607566645
2.58,0.0934592666518
2.6,0.0946620932374
2.62,0.0958691807848
2.64,0.0970804740599
2.66,0.0982959182283
2.68,0.0995154588527
2.7,0.10073904189
2.72,0.101966613691
2.74,0.103198120994
2.76,0.104433510926
2.78,0.105672730999
2.8,0.106915729106
2.82,0.108162453522
2.84,0.109412852899
2.86,0.110666876264
2.88,0.111924473016
2.9,0.113185592928
2.92,0.114450186136
2.94,0.115718203147
2.96,0.116989594829
2.98,0.118264312412
3,0.119542307485
3.02,0.120823531994
3.04,0.122107938239
3.06,0.123395478873
3.08,0.124686106898
3.1,0.125979775667
3.12,0.127276438874
3.14,0.128576050561
3.16,0.129878565108
3.18,0.131183937237
3.2,0.132492122004
3.22,0.133803074803
3.24,0.135116751358
3.26,0.136433107726
3.28,0.137752100291
3.3,0.139073685765
3.32,0.140397821183
3.34,0.141724463904
3.36,0.143053571605
3.38,0.144385102284
3.4,0.145719014253
3.42,0.14705526614
3.44,0.148393816884
3.46,0.149734625735
3.48,0.151077652251
3.5,0.152422856298
3.52,0.153770198044
3.54,0.15511963796
3.56,0.156471136819
3.58,0.157824655691
3.6,0.159180155945
