method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.100000,0.1,19.245,306,1.110223e-15,5.030939e-13,2.531034e-25,307,6.605271e-12
cheb,2,0.200000,0.1,10.687,306,3.552714e-15,9.720234e-13,9.448295e-25,307,6.605271e-12
cheb,3,0.300000,0.1,10.893,306,5.662137e-15,1.435652e-12,2.061097e-24,307,6.605271e-12
cheb,4,0.400000,0.1,10.574,306,7.660539e-15,1.905504e-12,3.630947e-24,307,6.605271e-12
cheb,5,0.500000,0.1,10.938,306,8.326673e-15,2.373270e-12,5.632412e-24,307,6.605271e-12
cheb,6,0.600000,0.1,11.147,306,8.215650e-15,2.849545e-12,8.119905e-24,307,6.605271e-12
cheb,7,0.700000,0.1,12.128,306,1.021405e-14,3.322933e-12,1.104188e-23,307,6.605271e-12
cheb,8,0.800000,0.1,11.794,306,9.547918e-15,3.788661e-12,1.435395e-23,307,6.605271e-12
cheb,9,0.900000,0.1,12.122,306,1.176836e-14,4.261997e-12,1.816462e-23,307,6.605271e-12
cheb,10,1.000000,0.1,11.163,306,1.243450e-14,4.741255e-12,2.247950e-23,307,6.605271e-12
cheb,11,1.100000,0.1,11.161,306,1.720846e-14,5.221391e-12,2.726293e-23,307,6.605271e-12
cheb,12,1.200000,0.1,10.636,306,1.854072e-14,5.693465e-12,3.241555e-23,307,6.605271e-12
cheb,13,1.300000,0.1,10.629,306,1.953993e-14,6.167869e-12,3.804261e-23,307,6.605271e-12
cheb,14,1.400000,0.1,15.781,306,2.031708e-14,6.636847e-12,4.404773e-23,307,6.605271e-12
cheb,15,1.500000,0.1,11.031,306,2.309264e-14,7.120985e-12,5.070843e-23,307,6.605271e-12
cheb,16,1.600000,0.1,10.508,306,2.475797e-14,7.608353e-12,5.788703e-23,307,6.605271e-12
cheb,17,1.700000,0.1,11.196,306,2.597922e-14,8.110306e-12,6.577706e-23,307,6.605271e-12
cheb,18,1.800000,0.1,11.263,306,2.708944e-14,8.583450e-12,7.367561e-23,307,6.605271e-12
cheb,19,1.900000,0.1,11.000,306,2.842171e-14,9.039232e-12,8.170771e-23,307,6.605271e-12
cheb,20,2.000000,0.1,10.969,306,2.908784e-14,9.493993e-12,9.013590e-23,307,6.605271e-12
cheb,21,2.100000,0.1,11.102,306,3.086420e-14,9.939423e-12,9.879212e-23,307,6.605271e-12
cheb,22,2.200000,0.1,10.696,306,3.397282e-14,1.038681e-11,1.078859e-22,307,6.605271e-12
cheb,23,2.300000,0.1,11.165,306,3.419487e-14,1.082426e-11,1.171647e-22,307,6.605271e-12
cheb,24,2.400000,0.1,11.065,306,3.597123e-14,1.126303e-11,1.268559e-22,307,6.605271e-12
cheb,25,2.500000,0.1,12.362,306,3.730349e-14,1.170780e-11,1.370726e-22,307,6.605271e-12
cheb,26,2.600000,0.1,10.441,306,3.852474e-14,1.216439e-11,1.479723e-22,307,6.605271e-12
cheb,27,2.700000,0.1,10.428,306,3.974598e-14,1.263643e-11,1.596793e-22,307,6.605271e-12
cheb,28,2.800000,0.1,10.479,306,4.163336e-14,1.312523e-11,1.722717e-22,307,6.605271e-12
cheb,29,2.900000,0.1,10.320,306,4.329870e-14,1.360195e-11,1.850130e-22,307,6.605271e-12
cheb,30,3.000000,0.1,11.266,306,4.440892e-14,1.406580e-11,1.978467e-22,307,6.605271e-12
cheb,31,3.100000,0.1,11.117,306,4.440892e-14,1.455196e-11,2.117596e-22,307,6.605271e-12
cheb,32,3.200000,0.1,12.882,306,4.574119e-14,1.503460e-11,2.260391e-22,307,6.605271e-12
cheb,33,3.300000,0.1,11.786,306,4.718448e-14,1.549521e-11,2.401015e-22,307,6.605271e-12
