method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
taylor,1,0.000010,1e-05,0.091,4,2.220446e-16,8.157616e-16,6.654670e-31
taylor,50001,0.500010,1e-05,0.038,4,4.569678e-13,1.021704e-12,1.043879e-24
taylor,100001,1.000010,1e-05,0.034,4,1.270872e-12,2.337126e-12,5.462159e-24
taylor,150001,1.500010,1e-05,0.039,4,2.137845e-12,2.510556e-12,6.302890e-24
taylor,200001,2.000010,1e-05,0.040,4,3.394063e-12,2.819847e-12,7.951539e-24
taylor,250001,2.500010,1e-05,0.039,4,5.146439e-12,4.256965e-12,1.812175e-23
taylor,300001,3.000010,1e-05,0.034,4,6.220024e-12,5.665839e-12,3.210173e-23
taylor,350001,3.500010,1e-05,0.033,4,7.010947e-12,7.054820e-12,4.977049e-23
taylor,400001,4.000010,1e-05,0.034,4,7.819745e-12,8.524741e-12,7.267120e-23
taylor,450001,4.500010,1e-05,0.068,4,8.530510e-12,6.625445e-12,4.389653e-23
taylor,500001,5.000010,1e-05,0.035,4,9.098167e-12,1.200477e-11,1.441145e-22
taylor,550001,5.500010,1e-05,0.033,4,9.531820e-12,1.931202e-11,3.729540e-22
taylor,600001,6.000010,1e-05,0.033,4,1.005407e-11,2.701538e-11,7.298306e-22
taylor,650001,6.500010,1e-05,0.033,4,1.009282e-11,3.485992e-11,1.215214e-21
taylor,700001,7.000010,1e-05,0.033,4,1.036227e-11,4.278452e-11,1.830515e-21
taylor,750001,7.500010,1e-05,0.033,4,1.121103e-11,5.094723e-11,2.595620e-21
taylor,800001,8.000010,1e-05,0.034,4,1.156064e-11,5.922335e-11,3.507405e-21
taylor,850001,8.500010,1e-05,0.033,4,1.111800e-11,6.755494e-11,4.563670e-21
taylor,900001,9.000010,1e-05,0.036,4,1.060763e-11,7.580698e-11,5.746699e-21
taylor,950001,9.500010,1e-05,0.064,4,1.039091e-11,8.395199e-11,7.047937e-21
taylor,1000001,10.000010,1e-05,0.034,4,1.096001e-11,9.223906e-11,8.508044e-21
taylor,1050001,10.500010,1e-05,0.034,4,1.170586e-11,1.004929e-10,1.009882e-20
taylor,1100001,11.000010,1e-05,0.033,4,1.245748e-11,1.087018e-10,1.181608e-20
taylor,1150001,11.500010,1e-05,0.033,4,1.245293e-11,1.168300e-10,1.364924e-20
taylor,1200001,12.000010,1e-05,0.033,4,1.222866e-11,1.249028e-10,1.560071e-20
taylor,1250001,12.500010,1e-05,0.033,4,1.172418e-11,1.329604e-10,1.767848e-20
taylor,1300001,13.000010,1e-05,0.034,4,1.094447e-11,1.409537e-10,1.986794e-20
taylor,1350001,13.500010,1e-05,0.034,4,1.081013e-11,1.488565e-10,2.215826e-20
taylor,1400001,14.000010,1e-05,0.068,4,1.060696e-11,1.567669e-10,2.457585e-20
taylor,1450001,14.500010,1e-05,0.034,4,1.023526e-11,1.644426e-10,2.704137e-20
taylor,1500001,15.000010,1e-05,0.035,4,1.053302e-11,1.723463e-10,2.970325e-20
taylor,1550001,15.500010,1e-05,0.033,4,1.054046e-11,1.803316e-10,3.251947e-20
taylor,1600001,16.000010,1e-05,0.033,4,1.013356e-11,1.883179e-10,3.546365e-20
taylor,1650001,16.500010,1e-05,0.033,4,9.541812e-12,1.962974e-10,3.853268e-20
taylor,1700001,17.000010,1e-05,0.063,4,9.452328e-12,2.043855e-10,4.177342e-20
taylor,1750001,17.500010,1e-05,0.039,4,9.149237e-12,2.123889e-10,4.510906e-20
taylor,1800001,18.000010,1e-05,0.035,4,9.929058e-12,2.204314e-10,4.859002e-20
taylor,1850001,18.500010,1e-05,0.035,4,9.846679e-12,2.283062e-10,5.212372e-20
