method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000010,1e-05,0.575,6,2.220446e-16,7.628307e-16,5.819107e-31,7,1.375650e-14
cheb,50001,0.500010,1e-05,0.304,6,2.503375e-11,1.257050e-11,1.580174e-22,7,1.375650e-14
cheb,100001,1.000010,1e-05,0.172,6,4.985834e-11,2.497256e-11,6.236287e-22,7,1.375650e-14
cheb,150001,1.500010,1e-05,0.171,6,7.469136e-11,3.745281e-11,1.402713e-21,7,1.375650e-14
cheb,200001,2.000010,1e-05,0.197,6,9.950840e-11,4.998086e-11,2.498087e-21,7,1.375650e-14
cheb,250001,2.500010,1e-05,0.202,6,1.243581e-10,6.255998e-11,3.913751e-21,7,1.375650e-14
cheb,300001,3.000010,1e-05,0.187,6,1.491876e-10,7.514752e-11,5.647149e-21,7,1.375650e-14
cheb,350001,3.500010,1e-05,0.166,6,1.740308e-10,8.775400e-11,7.700765e-21,7,1.375650e-14
cheb,400001,4.000010,1e-05,0.209,6,1.989253e-10,1.003988e-10,1.007992e-20,7,1.375650e-14
cheb,450001,4.500010,1e-05,0.187,6,2.236837e-10,1.121528e-10,1.257824e-20,7,1.375650e-14
cheb,500001,5.000010,1e-05,0.212,6,2.485356e-10,1.245074e-10,1.550210e-20,7,1.375650e-14
cheb,550001,5.500010,1e-05,0.187,6,2.733689e-10,1.372551e-10,1.883897e-20,7,1.375650e-14
cheb,600001,6.000010,1e-05,0.098,6,2.981824e-10,1.502975e-10,2.258934e-20,7,1.375650e-14
cheb,650001,6.500010,1e-05,0.161,6,3.230487e-10,1.635858e-10,2.676032e-20,7,1.375650e-14
cheb,700001,7.000010,1e-05,0.196,6,3.478624e-10,1.770339e-10,3.134099e-20,7,1.375650e-14
cheb,750001,7.500010,1e-05,0.201,6,3.726688e-10,1.906652e-10,3.635323e-20,7,1.375650e-14
cheb,800001,8.000010,1e-05,0.187,6,3.974696e-10,2.044302e-10,4.179169e-20,7,1.375650e-14
cheb,850001,8.500010,1e-05,0.182,6,4.223295e-10,2.183291e-10,4.766758e-20,7,1.375650e-14
cheb,900001,9.000010,1e-05,0.176,6,4.471667e-10,2.323076e-10,5.396682e-20,7,1.375650e-14
cheb,950001,9.500010,1e-05,0.097,6,4.719474e-10,2.463324e-10,6.067964e-20,7,1.375650e-14
cheb,1000001,10.000010,1e-05,0.090,6,4.968068e-10,2.604252e-10,6.782126e-20,7,1.375650e-14
cheb,1050001,10.500010,1e-05,0.094,6,5.216629e-10,2.745421e-10,7.537335e-20,7,1.375650e-14
cheb,1100001,11.000010,1e-05,0.094,6,5.464857e-10,2.886698e-10,8.333024e-20,7,1.375650e-14
cheb,1150001,11.500010,1e-05,0.166,6,5.713419e-10,3.028527e-10,9.171975e-20,7,1.375650e-14
cheb,1200001,12.000010,1e-05,0.093,6,5.962151e-10,3.170883e-10,1.005450e-19,7,1.375650e-14
cheb,1250001,12.500010,1e-05,0.089,6,6.210383e-10,3.313199e-10,1.097729e-19,7,1.375650e-14
cheb,1300001,13.000010,1e-05,0.170,6,6.458789e-10,3.455905e-10,1.194328e-19,7,1.375650e-14
cheb,1350001,13.500010,1e-05,0.094,6,6.707443e-10,3.598572e-10,1.294972e-19,7,1.375650e-14
cheb,1400001,14.000010,1e-05,0.090,6,6.955914e-10,3.740566e-10,1.399183e-19,7,1.375650e-14
cheb,1450001,14.500010,1e-05,0.094,6,7.204286e-10,3.882626e-10,1.507479e-19,7,1.375650e-14
cheb,1500001,15.000010,1e-05,0.090,6,7.452328e-10,4.025134e-10,1.620171e-19,7,1.375650e-14
cheb,1550001,15.500010,1e-05,0.119,6,7.701311e-10,4.168360e-10,1.737522e-19,7,1.375650e-14
cheb,1600001,16.000010,1e-05,0.175,6,7.949634e-10,4.311276e-10,1.858710e-19,7,1.375650e-14
cheb,1650001,16.500010,1e-05,0.111,6,8.197933e-10,4.454398e-10,1.984166e-19,7,1.375650e-14
cheb,1700001,17.000010,1e-05,0.099,6,8.446062e-10,4.597712e-10,2.113895e-19,7,1.375650e-14
cheb,1750001,17.500010,1e-05,0.176,6,8.694128e-10,4.741013e-10,2.247720e-19,7,1.375650e-14
cheb,1800001,18.000010,1e-05,0.178,6,8.942669e-10,4.884477e-10,2.385811e-19,7,1.375650e-14
cheb,1850001,18.500010,1e-05,0.163,6,9.191437e-10,5.027977e-10,2.528055e-19,7,1.375650e-14
