method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.001000,0.001,0.265,4,2.823231e-10,3.852992e-09,1.484554e-17
rk4,11,0.011000,0.001,0.136,4,3.105569e-09,4.238291e-08,1.796311e-15
rk4,21,0.021000,0.001,0.137,4,5.928815e-09,8.091282e-08,6.546885e-15
rk4,31,0.031000,0.001,0.123,4,8.752061e-09,1.194427e-07,1.426657e-14
rk4,41,0.041000,0.001,0.065,4,1.157531e-08,1.579727e-07,2.495536e-14
rk4,51,0.051000,0.001,0.119,4,1.439855e-08,1.965026e-07,3.861326e-14
rk4,61,0.061000,0.001,0.134,4,1.722180e-08,2.350325e-07,5.524027e-14
rk4,71,0.071000,0.001,0.112,4,2.004505e-08,2.735624e-07,7.483639e-14
rk4,81,0.081000,0.001,0.114,4,2.286829e-08,3.120923e-07,9.740161e-14
rk4,91,0.091000,0.001,0.129,4,2.569154e-08,3.506222e-07,1.229359e-13
rk4,101,0.101000,0.001,0.119,4,2.851478e-08,3.891521e-07,1.514394e-13
rk4,111,0.111000,0.001,0.065,4,3.133803e-08,4.276821e-07,1.829119e-13
rk4,121,0.121000,0.001,0.118,4,3.416127e-08,4.662120e-07,2.173536e-13
rk4,131,0.131000,0.001,0.119,4,3.698452e-08,5.047419e-07,2.547644e-13
rk4,141,0.141000,0.001,0.107,4,3.980777e-08,5.432718e-07,2.951443e-13
rk4,151,0.151000,0.001,0.112,4,4.263101e-08,5.818017e-07,3.384933e-13
rk4,161,0.161000,0.001,0.097,4,4.545426e-08,6.203316e-07,3.848114e-13
rk4,171,0.171000,0.001,0.217,4,4.827751e-08,6.588616e-07,4.340986e-13
rk4,181,0.181000,0.001,0.114,4,5.110075e-08,6.973915e-07,4.863549e-13
rk4,191,0.191000,0.001,0.066,4,5.392400e-08,7.359214e-07,5.415803e-13
rk4,201,0.201000,0.001,0.061,4,5.674724e-08,7.744513e-07,5.997749e-13
rk4,211,0.211000,0.001,0.123,4,5.957049e-08,8.129812e-07,6.609385e-13
rk4,221,0.221000,0.001,0.113,4,6.239373e-08,8.515112e-07,7.250713e-13
rk4,231,0.231000,0.001,0.115,4,6.521698e-08,8.900411e-07,7.921731e-13
rk4,241,0.241000,0.001,0.108,4,6.804022e-08,9.285710e-07,8.622441e-13
rk4,251,0.251000,0.001,0.107,4,7.086347e-08,9.671009e-07,9.352842e-13
rk4,261,0.261000,0.001,0.224,4,7.368672e-08,1.005631e-06,1.011293e-12
rk4,271,0.271000,0.001,0.113,4,7.650996e-08,1.044161e-06,1.090272e-12
rk4,281,0.281000,0.001,0.113,4,7.933321e-08,1.082691e-06,1.172219e-12
rk4,291,0.291000,0.001,0.112,4,8.215645e-08,1.121221e-06,1.257136e-12
rk4,301,0.301000,0.001,0.061,4,8.497970e-08,1.159750e-06,1.345021e-12
rk4,311,0.311000,0.001,0.061,4,8.780294e-08,1.198280e-06,1.435876e-12
rk4,321,0.321000,0.001,0.073,4,9.062619e-08,1.236810e-06,1.529700e-12
rk4,331,0.331000,0.001,0.108,4,9.344944e-08,1.275340e-06,1.626493e-12
rk4,341,0.341000,0.001,0.112,4,9.627268e-08,1.313870e-06,1.726255e-12
rk4,351,0.351000,0.001,0.114,4,9.909593e-08,1.352400e-06,1.828986e-12
rk4,361,0.361000,0.001,0.108,4,1.019192e-07,1.390930e-06,1.934686e-12
rk4,371,0.371000,0.001,0.113,4,1.047424e-07,1.429460e-06,2.043355e-12
rk4,381,0.381000,0.001,0.096,4,1.075657e-07,1.467990e-06,2.154994e-12
rk4,391,0.391000,0.001,0.114,4,1.103889e-07,1.506520e-06,2.269601e-12
rk4,401,0.401000,0.001,0.112,4,1.132122e-07,1.545050e-06,2.387178e-12
rk4,411,0.411000,0.001,0.113,4,1.160354e-07,1.583579e-06,2.507724e-12
rk4,421,0.421000,0.001,0.108,4,1.188586e-07,1.622109e-06,2.631239e-12
