x,U
-23.01,3.83594729387
-22.98,3.81958702441
-22.95,3.8032847642
-22.92,3.78704033274
-22.89,3.77085355002
-22.86,3.75472423659
-22.83,3.73865221354
-22.8,3.72263730247
-22.77,3.7066793255
-22.74,3.69077810529
-22.71,3.67493346503
-22.68,3.65914522842
-22.65,3.64341321969
-22.62,3.62773726358
-22.59,3.61211718535
-22.56,3.59655281079
-22.53,3.58104396619
-22.5,3.56559047836
-22.47,3.55019217462
-22.44,3.53484888281
-22.41,3.51956043126
-22.38,3.50432664883
-22.35,3.48914736486
-22.32,3.47402240924
-22.29,3.4589516123
-22.26,3.44393480493
-22.23,3.42897181849
-22.2,3.41406248485
-22.17,3.39920663637
-22.14,3.3844041059
-22.11,3.36965472681
-22.08,3.35495833294
-22.05,3.34031475863
-22.02,3.32572383872
-21.99,3.31118540851
-21.96,3.29669930383
-21.93,3.28226536096
-21.9,3.26788341668
-21.87,3.25355330825
-21.84,3.23927487342
-21.81,3.22504795042
-21.78,3.21087237794
-21.75,3.19674799516
-21.72,3.18267464175
-21.69,3.16865215784
-21.66,3.15468038404
-21.63,3.14075916142
-21.6,3.12688833154
-21.57,3.11306773642
-21.54,3.09929721854
-21.51,3.08557662087
-21.48,3.07190578682
-21.45,3.05828456028
-21.42,3.04471278559
-21.39,3.03119030757
-21.36,3.01771697149
-21.33,3.00429262308
-21.3,2.99091710851
-21.27,2.97759027445
-21.24,2.96431196798
-21.21,2.95108203666
-21.18,2.93790032848
-21.15,2.92476669191
-21.12,2.91168097586
-21.09,2.89864302966
-21.06,2.88565270313
-21.03,2.87270984651
-21,2.85981431048
-20.97,2.8469659462
-20.94,2.83416460522
-20.91,2.82141013957
-20.88,2.8087024017
-20.85,2.7960412445
-20.82,2.78342652132
-20.79,2.7708580859
-20.76,2.75833579246
-20.73,2.74585949563
-20.7,2.73342905048
-20.67,2.72104431249
-20.64,2.7087051376
-20.61,2.69641138216
-20.58,2.68416290295
-20.55,2.67195955718
-20.52,2.65980120247
-20.49,2.64768769689
-20.46,2.6356188989
-20.43,2.6235946674
-20.4,2.61161486172
-20.37,2.59967934158
-20.34,2.58778796713
-20.31,2.57594059894
-20.28,2.564137098
-20.25,2.5523773257
-20.22,2.54066114384
-20.19,2.52898841465
-20.16,2.51735900076
-20.13,2.50577276519
