E_num
0.0974989490504
0.277495648965
0.437490788727
0.577485898313
0.697482147786
0.797480378069
0.877492254585
0.938390638232
0.989981751207
1.04936448194
1.12012904368
1.20074289117
1.29012028473
1.38756771189
1.49260069089
1.6048572084
1.7240532931
1.84995794638
1.98237791459
2.12114789631
2.26612395202
2.41717890144
2.57419900739
2.73708152253
2.9057328323
3.08006702062
3.26000474226
3.44547232218
3.63640102589
3.83272646082
4.03438807943
4.24132876251
4.45349446645
4.670833922
4.89329837499
5.12084136172
5.35341851284
5.59098738127
5.83350729041
6.0809391993
6.33324558263
6.59039032318
6.85233861524
7.11905687747
7.39051267393
7.66667464246
7.9475124294
8.23299662989
8.52309873328
8.81779107291
9.11704677994
9.42083974073
9.72914455748
10.0419365116
10.3591915302
10.680886154
11.0069975086
11.3375032767
11.672381673
12.0116114198
12.3551717248
12.7030422602
13.0552031428
13.4116349156
13.7723185301
14.1372353301
14.5063670357
14.8796957292
15.2572038407
15.6388741353
16.0246897006
16.4146339345
16.8086905344
17.2068434867
17.6090770561
18.0153757765
18.4257244414
18.8401080956
19.2585120267
19.680921757
20.107323036
20.5377018334
20.9720443317
21.41033692
21.8525661875
22.2987189173
22.748782081
23.2027428325
23.6605885031
24.1223065962
24.5878847826
25.0573108953
25.5305729255
26.0076590176
26.4885574656
26.9732567088
27.4617453276
27.9540120403
28.450045699
28.9498352864
29.4533699124
29.9606388105
30.4716313352
30.9863369587
31.5047452678
32.0268459615
32.5526288479
33.0820838417
33.6152009616
34.1519703279
34.69238216
35.2364267744
35.7840945819
36.3353760858
36.89026188
37.4487426463
38.010809153
38.5764522529
39.1456628812
39.7184320537
40.2947508653
40.8746104883
41.4580021705
42.0449172335
42.6353470717
43.2292831502
43.8267170036
44.4276402346
45.0320445124
45.6399215716
46.2512632106
46.8660612906
47.4843077343
48.1059945243
48.7311137026
49.3596573687
49.9916176791
50.6269868459
51.2657571356
51.9079208685
52.5534704172
53.202398206
53.8546967097
54.5103584526
