method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.000010,1e-05,0.128,4,4.440892e-16,5.565233e-16,3.097182e-31
rk4,10001,0.100010,1e-05,0.046,4,5.551115e-16,7.187222e-14,5.165616e-27
rk4,20001,0.200010,1e-05,0.035,4,4.440892e-16,2.699605e-13,7.287865e-26
rk4,30001,0.300010,1e-05,0.045,4,7.771561e-16,6.343196e-13,4.023614e-25
rk4,40001,0.400010,1e-05,0.041,4,2.109424e-15,9.880603e-13,9.762632e-25
rk4,50001,0.500010,1e-05,0.061,4,1.665335e-15,1.338035e-12,1.790337e-24
rk4,60001,0.600010,1e-05,0.041,4,7.771561e-16,4.334617e-13,1.878890e-25
rk4,70001,0.700010,1e-05,0.052,4,2.220446e-16,1.960443e-12,3.843338e-24
rk4,80001,0.800010,1e-05,0.040,4,2.553513e-15,3.577957e-12,1.280177e-23
rk4,90001,0.900010,1e-05,0.039,4,2.997602e-15,5.199898e-12,2.703894e-23
rk4,100000,1.000000,1e-05,0.040,4,3.774758e-15,6.824365e-12,4.657196e-23
