method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.001000,0.001,0.156,4,2.903607e-10,3.950307e-09,1.560493e-17
rk4,1001,1.001000,0.001,0.036,4,nan,-nan(ind),-nan(ind)
rk4,2001,2.001000,0.001,0.035,4,nan,-nan(ind),-nan(ind)
rk4,3001,3.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,4001,4.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,5001,5.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,6001,6.001000,0.001,0.034,4,nan,-nan(ind),-nan(ind)
rk4,7001,7.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,8001,8.001000,0.001,0.088,4,nan,-nan(ind),-nan(ind)
rk4,9001,9.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,10001,10.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,11001,11.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,12001,12.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,13001,13.001000,0.001,0.035,4,nan,-nan(ind),-nan(ind)
rk4,14001,14.001000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
rk4,15000,15.000000,0.001,0.032,4,nan,-nan(ind),-nan(ind)
