E_anal
0.0330555555556
0.0975
0.159722222222
0.219722222222
0.2775
0.333055555556
0.386388888889
0.4375
0.486388888889
0.533055555556
0.5775
0.619722222222
0.659722222222
0.6975
0.733055555556
0.766388888889
0.7975
0.826388888889
0.853055555556
0.8775
0.899722222222
0.919722222222
0.9375
0.953055555556
0.966388888889
0.9775
0.986388888889
0.993055555556
0.9975
0.999722222222
