method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.000001,1e-06,0.165,4,5.551115e-16,5.642430e-16,3.183701e-31
rk4,10001,0.010001,1e-06,0.058,4,7.771561e-16,2.415584e-14,5.835045e-28
rk4,20001,0.020001,1e-06,0.102,4,2.109424e-15,3.793629e-14,1.439162e-27
rk4,30001,0.030001,1e-06,0.098,4,7.771561e-16,6.316182e-14,3.989416e-27
rk4,40001,0.040001,1e-06,0.047,4,7.771561e-16,9.731564e-14,9.470334e-27
rk4,50001,0.050001,1e-06,0.092,4,2.220446e-16,1.341835e-13,1.800521e-26
rk4,60001,0.060001,1e-06,0.109,4,0.000000e+00,1.716230e-13,2.945445e-26
rk4,70001,0.070001,1e-06,0.086,4,1.443290e-15,2.096275e-13,4.394369e-26
rk4,80001,0.080001,1e-06,0.184,4,4.218847e-15,2.488333e-13,6.191803e-26
rk4,90001,0.090001,1e-06,0.089,4,3.330669e-15,2.891979e-13,8.363544e-26
rk4,100001,0.100001,1e-06,0.090,4,4.662937e-15,3.283210e-13,1.077947e-25
rk4,110001,0.110001,1e-06,0.090,4,6.550316e-15,3.680118e-13,1.354327e-25
rk4,120001,0.120001,1e-06,0.087,4,6.328271e-15,4.074397e-13,1.660071e-25
rk4,130001,0.130001,1e-06,0.099,4,9.325873e-15,4.462569e-13,1.991452e-25
rk4,140001,0.140001,1e-06,0.100,4,9.103829e-15,4.854408e-13,2.356528e-25
rk4,150001,0.150001,1e-06,0.101,4,9.547918e-15,5.251312e-13,2.757627e-25
rk4,160001,0.160001,1e-06,0.100,4,8.104628e-15,5.650161e-13,3.192432e-25
rk4,170001,0.170001,1e-06,0.105,4,1.043610e-14,6.045064e-13,3.654280e-25
rk4,180001,0.180001,1e-06,0.104,4,1.143530e-14,6.442483e-13,4.150559e-25
rk4,190001,0.190001,1e-06,0.130,4,1.276756e-14,6.836400e-13,4.673636e-25
rk4,200001,0.200001,1e-06,0.100,4,1.088019e-14,7.228813e-13,5.225574e-25
rk4,210001,0.210001,1e-06,0.111,4,1.143530e-14,7.624124e-13,5.812727e-25
