method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000001,1e-06,0.324,4,1.110223e-16,1.174106e-15,1.378524e-30,5,2.046038e-13
cheb,150001,0.150001,1e-06,0.130,4,1.001521e-10,5.014678e-11,2.514700e-21,5,2.046038e-13
cheb,300001,0.300001,1e-06,0.067,4,2.003193e-10,1.189292e-10,1.414416e-20,5,2.046038e-13
cheb,450001,0.450001,1e-06,0.127,4,3.004899e-10,3.099550e-10,9.607213e-20,5,2.046038e-13
cheb,600001,0.600001,1e-06,0.118,4,4.006770e-10,2.813095e-10,7.913506e-20,5,2.046038e-13
cheb,750001,0.750001,1e-06,0.061,4,5.008540e-10,2.510296e-10,6.301586e-20,5,2.046038e-13
cheb,900001,0.900001,1e-06,0.062,4,6.010434e-10,3.789336e-10,1.435907e-19,5,2.046038e-13
cheb,1050001,1.050001,1e-06,0.064,4,7.012246e-10,3.872437e-10,1.499577e-19,5,2.046038e-13
cheb,1200001,1.200001,1e-06,0.126,4,8.013969e-10,6.129564e-10,3.757155e-19,5,2.046038e-13
cheb,1350001,1.350001,1e-06,0.120,4,9.015837e-10,1.181310e-09,1.395494e-18,5,2.046038e-13
cheb,1500001,1.500001,1e-06,0.113,4,1.001748e-09,1.791432e-09,3.209230e-18,5,2.046038e-13
cheb,1650001,1.650001,1e-06,0.123,4,1.101939e-09,2.411788e-09,5.816721e-18,5,2.046038e-13
cheb,1800001,1.800001,1e-06,0.086,4,1.202127e-09,3.036222e-09,9.218644e-18,5,2.046038e-13
cheb,1950001,1.950001,1e-06,0.059,4,1.302293e-09,3.662744e-09,1.341569e-17,5,2.046038e-13
cheb,2100001,2.100001,1e-06,0.110,4,1.402476e-09,3.187935e-09,1.016293e-17,5,2.046038e-13
cheb,2250001,2.250001,1e-06,0.061,4,1.502650e-09,2.186878e-09,4.782434e-18,5,2.046038e-13
cheb,2400001,2.400001,1e-06,0.095,4,1.602827e-09,1.279607e-09,1.637394e-18,5,2.046038e-13
cheb,2550001,2.550001,1e-06,0.101,4,1.703009e-09,8.537242e-10,7.288450e-19,5,2.046038e-13
cheb,2700001,2.700001,1e-06,0.100,4,1.803183e-09,1.434208e-09,2.056953e-18,5,2.046038e-13
cheb,2850001,2.850001,1e-06,0.049,4,1.903361e-09,2.371032e-09,5.621791e-18,5,2.046038e-13
cheb,3000001,3.000001,1e-06,0.097,4,2.003532e-09,3.379873e-09,1.142354e-17,5,2.046038e-13
cheb,3150001,3.150001,1e-06,0.054,4,2.103719e-09,4.411592e-09,1.946214e-17,5,2.046038e-13
cheb,3300001,3.300001,1e-06,0.122,4,2.203901e-09,5.453169e-09,2.973706e-17,5,2.046038e-13
cheb,3450001,3.450001,1e-06,0.098,4,2.304079e-09,6.499861e-09,4.224819e-17,5,2.046038e-13
cheb,3600001,3.600001,1e-06,0.098,4,2.404248e-09,7.549549e-09,5.699569e-17,5,2.046038e-13
cheb,3750001,3.750001,1e-06,0.066,4,2.504425e-09,8.601140e-09,7.397961e-17,5,2.046038e-13
cheb,3900001,3.900001,1e-06,0.056,4,2.604605e-09,9.654001e-09,9.319973e-17,5,2.046038e-13
cheb,4050001,4.050001,1e-06,0.064,4,2.704779e-09,1.070773e-08,1.146555e-16,5,2.046038e-13
cheb,4200001,4.200001,1e-06,0.052,4,2.804954e-09,1.176206e-08,1.383462e-16,5,2.046038e-13
cheb,4350001,4.350001,1e-06,0.113,4,2.905126e-09,1.281686e-08,1.642719e-16,5,2.046038e-13
cheb,4500001,4.500001,1e-06,0.110,4,3.005288e-09,1.387203e-08,1.924331e-16,5,2.046038e-13
cheb,4650001,4.650001,1e-06,0.060,4,3.105480e-09,1.492752e-08,2.228309e-16,5,2.046038e-13
cheb,4800001,4.800001,1e-06,0.057,4,3.205659e-09,1.598329e-08,2.554654e-16,5,2.046038e-13
cheb,4950001,4.950001,1e-06,0.094,4,3.305824e-09,1.703927e-08,2.903367e-16,5,2.046038e-13
cheb,5100001,5.100001,1e-06,0.094,4,3.406013e-09,1.809547e-08,3.274460e-16,5,2.046038e-13
cheb,5250001,5.250001,1e-06,0.091,4,3.506194e-09,1.915183e-08,3.667927e-16,5,2.046038e-13
cheb,5400001,5.400001,1e-06,0.054,4,3.606371e-09,2.020831e-08,4.083758e-16,5,2.046038e-13
cheb,5550001,5.550001,1e-06,0.052,4,3.706546e-09,2.126488e-08,4.521949e-16,5,2.046038e-13
cheb,5700001,5.700001,1e-06,0.117,4,3.806723e-09,2.232152e-08,4.982502e-16,5,2.046038e-13
