t,E
1e-05,-4.12838201427546
0.01000999999999976,-4.128382014275453
0.02000999999999935,-4.128382014275448
0.03000999999999895,-4.128382014275452
0.04001000000000158,-4.128382014275462
0.05001000000000464,-4.128382014275463
0.0600100000000077,-4.128382014275461
0.07001000000000555,-4.128382014275464
0.08001000000000168,-4.128382014275462
0.0900099999999978,-4.128382014275465
0.1000099999999939,-4.128382014275457
0.11000999999999,-4.128382014275468
0.1200099999999862,-4.128382014275465
0.1300099999999892,-4.128382014275461
0.1400099999999992,-4.128382014275464
0.1500100000000092,-4.128382014275463
0.1600100000000192,-4.12838201427547
0.1700100000000292,-4.128382014275461
0.1800100000000392,-4.128382014275473
0.1900100000000493,-4.128382014275464
0.2000100000000593,-4.128382014275471
0.2100100000000693,-4.128382014275468
0.2200100000000793,-4.128382014275471
0.2300100000000893,-4.12838201427546
0.2400100000000993,-4.128382014275468
0.2500100000001093,-4.128382014275465
0.2600100000001193,-4.12838201427547
0.2700100000001293,-4.128382014275464
0.2800100000001393,-4.128382014275465
0.2900100000001493,-4.12838201427547
0.3000100000001593,-4.12838201427547
0.3100100000001693,-4.128382014275469
0.3200100000001793,-4.12838201427547
0.3300100000001893,-4.128382014275472
0.3400100000001993,-4.128382014275474
0.3500100000002093,-4.128382014275478
0.3600100000002193,-4.128382014275469
0.3700100000002293,-4.128382014275474
0.3800100000002393,-4.128382014275472
0.3900100000002493,-4.128382014275477
0.4000100000002593,-4.128382014275478
0.4100100000002693,-4.128382014275474
0.4200100000002793,-4.128382014275481
0.4300100000002893,-4.128382014275479
0.4400100000002993,-4.128382014275478
0.4500100000003093,-4.128382014275476
0.4600100000003193,-4.128382014275478
0.4700100000003293,-4.128382014275482
0.4800100000003393,-4.128382014275475
0.4900100000003493,-4.128382014275481
0.5000100000003592,-4.128382014275479
0.5100100000003137,-4.128382014275476
0.5200100000002682,-4.128382014275486
0.5300100000002227,-4.12838201427547
0.5400100000001772,-4.128382014275475
0.5500100000001317,-4.128382014275476
0.5600100000000862,-4.128382014275477
0.5700100000000407,-4.128382014275475
0.5800099999999951,-4.128382014275478
0.5900099999999496,-4.128382014275481
0.6000099999999041,-4.128382014275475
0.6100099999998586,-4.128382014275482
0.6200099999998131,-4.128382014275475
0.6300099999997676,-4.12838201427548
0.6400099999997221,-4.128382014275475
0.6500099999996766,-4.128382014275478
0.6600099999996311,-4.128382014275473
0.6700099999995855,-4.128382014275478
0.68000999999954,-4.128382014275473
0.6900099999994945,-4.128382014275479
0.700009999999449,-4.128382014275488
0.7100099999994035,-4.128382014275481
0.720009999999358,-4.12838201427548
0.7300099999993125,-4.128382014275493
0.740009999999267,-4.128382014275481
0.7500099999992215,-4.128382014275481
0.760009999999176,-4.128382014275487
0.7700099999991304,-4.128382014275491
0.7800099999990849,-4.128382014275489
0.7900099999990394,-4.128382014275494
0.8000099999989939,-4.128382014275482
0.8100099999989484,-4.128382014275489
0.8200099999989029,-4.128382014275497
0.8300099999988574,-4.128382014275488
0.8400099999988119,-4.128382014275495
0.8500099999987664,-4.128382014275496
