method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
taylor,1,0.000001,1e-06,0.213,6,5.551115e-16,5.642430e-16,3.183701e-31
taylor,100001,0.100001,1e-06,0.112,6,2.067013e-12,1.481410e-12,2.194577e-24
taylor,200001,0.200001,1e-06,0.158,6,5.584422e-12,3.258189e-12,1.061580e-23
taylor,300001,0.300001,1e-06,0.139,6,7.507994e-12,6.443639e-12,4.152048e-23
taylor,400001,0.400001,1e-06,0.137,6,9.473311e-12,1.528736e-11,2.337034e-22
taylor,500001,0.500001,1e-06,0.136,6,1.075962e-11,2.447476e-11,5.990137e-22
taylor,600001,0.600001,1e-06,0.161,6,1.165656e-11,1.513216e-11,2.289822e-22
taylor,700001,0.700001,1e-06,0.134,6,1.255207e-11,8.346328e-12,6.966119e-23
taylor,800001,0.800001,1e-06,0.248,6,1.341771e-11,1.056891e-11,1.117019e-22
taylor,900001,0.900001,1e-06,0.208,6,1.424483e-11,1.868808e-11,3.492442e-22
taylor,1000001,1.000001,1e-06,0.333,6,1.500278e-11,2.792969e-11,7.800676e-22
taylor,1100001,1.100001,1e-06,0.095,6,1.568023e-11,1.041766e-11,1.085276e-22
taylor,1200001,1.200001,1e-06,0.130,6,1.630185e-11,3.389566e-11,1.148916e-21
taylor,1300001,1.300001,1e-06,0.123,6,1.678424e-11,6.240231e-11,3.894049e-21
taylor,1400001,1.400001,1e-06,0.142,6,1.722800e-11,9.136392e-11,8.347366e-21
taylor,1500001,1.500001,1e-06,0.135,6,1.760725e-11,1.204157e-10,1.449995e-20
taylor,1600001,1.600001,1e-06,0.132,6,1.798706e-11,1.495441e-10,2.236343e-20
taylor,1700001,1.700001,1e-06,0.131,6,1.833000e-11,1.787014e-10,3.193419e-20
taylor,1800001,1.800001,1e-06,0.134,6,1.866851e-11,2.079039e-10,4.322402e-20
taylor,1900001,1.900001,1e-06,0.128,6,1.899936e-11,2.371161e-10,5.622407e-20
taylor,2000001,2.000001,1e-06,0.143,6,1.928502e-11,2.663660e-10,7.095087e-20
taylor,2100001,2.100001,1e-06,0.130,6,1.956235e-11,2.173680e-10,4.724884e-20
taylor,2200001,2.200001,1e-06,0.134,6,1.984246e-11,1.684268e-10,2.836760e-20
taylor,2300001,2.300001,1e-06,0.268,6,2.013023e-11,1.196389e-10,1.431346e-20
taylor,2400001,2.400001,1e-06,0.156,6,2.040179e-11,7.120485e-11,5.070131e-21
taylor,2500001,2.500001,1e-06,0.138,6,2.066969e-11,2.520565e-11,6.353246e-22
taylor,2600001,2.600001,1e-06,0.128,6,2.089928e-11,3.161916e-11,9.997713e-22
taylor,2700001,2.700001,1e-06,0.201,6,2.116640e-11,7.847893e-11,6.158942e-21
taylor,2800001,2.800001,1e-06,0.291,6,2.139922e-11,1.269131e-10,1.610693e-20
taylor,2900001,2.900001,1e-06,0.138,6,2.165301e-11,1.756289e-10,3.084552e-20
taylor,3000001,3.000001,1e-06,0.274,6,2.188472e-11,2.244295e-10,5.036858e-20
taylor,3100001,3.100001,1e-06,0.133,6,2.210876e-11,2.732895e-10,7.468715e-20
taylor,3200001,3.200001,1e-06,0.139,6,2.233647e-11,3.221789e-10,1.037993e-19
taylor,3300001,3.300001,1e-06,0.133,6,2.256517e-11,3.711031e-10,1.377175e-19
taylor,3400001,3.400001,1e-06,0.131,6,2.278966e-11,4.200530e-10,1.764445e-19
taylor,3500001,3.500001,1e-06,0.135,6,2.299361e-11,4.690200e-10,2.199798e-19
taylor,3600001,3.600001,1e-06,0.129,6,2.320277e-11,5.180068e-10,2.683311e-19
taylor,3700001,3.700001,1e-06,0.140,6,2.338441e-11,5.670219e-10,3.215138e-19
taylor,3800001,3.800001,1e-06,0.115,6,2.356593e-11,6.160503e-10,3.795180e-19
taylor,3900001,3.900001,1e-06,0.133,6,2.374634e-11,6.651069e-10,4.423671e-19
taylor,4000001,4.000001,1e-06,0.133,6,2.391154e-11,7.142080e-10,5.100931e-19
taylor,4100001,4.100001,1e-06,0.145,6,2.406308e-11,7.633602e-10,5.827188e-19
taylor,4200001,4.200001,1e-06,0.150,6,2.416201e-11,8.125622e-10,6.602573e-19
taylor,4300001,4.300001,1e-06,0.153,6,2.427214e-11,8.618394e-10,7.427671e-19
taylor,4400001,4.400001,1e-06,0.126,6,2.436384e-11,9.111555e-10,8.302044e-19
taylor,4500001,4.500001,1e-06,0.142,6,2.442291e-11,9.604982e-10,9.225567e-19
taylor,4600001,4.600001,1e-06,0.136,6,2.446465e-11,1.009839e-09,1.019776e-18
taylor,4700001,4.700001,1e-06,0.118,6,2.451073e-11,1.059178e-09,1.121857e-18
taylor,4800001,4.800001,1e-06,0.125,6,2.455158e-11,1.108512e-09,1.228798e-18
taylor,4900001,4.900001,1e-06,0.126,6,2.459788e-11,1.157834e-09,1.340580e-18
taylor,5000001,5.000001,1e-06,0.072,6,2.460576e-11,1.207140e-09,1.457187e-18
taylor,5100001,5.100001,1e-06,0.114,6,2.462153e-11,1.256438e-09,1.578635e-18
taylor,5200001,5.200001,1e-06,0.135,6,2.465372e-11,1.305746e-09,1.704973e-18
taylor,5300001,5.300001,1e-06,0.116,6,2.462541e-11,1.355049e-09,1.836159e-18
