method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.001000,0.001,0.552,12,1.951772e-13,1.213888e-13,1.473523e-26,13,3.716943e-12
cheb,11,0.011000,0.001,0.448,12,2.137401e-12,1.332348e-12,1.775151e-24,13,3.716943e-12
cheb,21,0.021000,0.001,0.425,12,4.080958e-12,2.543374e-12,6.468749e-24,13,3.716943e-12
cheb,31,0.031000,0.001,0.600,12,6.025180e-12,3.754790e-12,1.409845e-23,13,3.716943e-12
cheb,41,0.041000,0.001,0.428,12,7.968848e-12,4.966190e-12,2.466304e-23,13,3.716943e-12
cheb,51,0.051000,0.001,0.387,12,9.911627e-12,6.177577e-12,3.816246e-23,13,3.716943e-12
cheb,61,0.061000,0.001,0.435,12,1.185629e-11,7.389150e-12,5.459954e-23,13,3.716943e-12
cheb,71,0.071000,0.001,0.426,12,1.379930e-11,8.600793e-12,7.397365e-23,13,3.716943e-12
cheb,81,0.081000,0.001,0.628,12,1.574285e-11,9.812746e-12,9.628999e-23,13,3.716943e-12
cheb,91,0.091000,0.001,0.385,12,1.768652e-11,1.102451e-11,1.215398e-22,13,3.716943e-12
cheb,101,0.101000,0.001,0.434,12,1.963052e-11,1.223638e-11,1.497289e-22,13,3.716943e-12
cheb,111,0.111000,0.001,0.471,12,2.157352e-11,1.344799e-11,1.808485e-22,13,3.716943e-12
cheb,121,0.121000,0.001,0.447,12,2.351819e-11,1.465966e-11,2.149056e-22,13,3.716943e-12
cheb,131,0.131000,0.001,0.426,12,2.546119e-11,1.587086e-11,2.518841e-22,13,3.716943e-12
cheb,141,0.141000,0.001,0.448,12,2.740519e-11,1.708230e-11,2.918050e-22,13,3.716943e-12
cheb,151,0.151000,0.001,0.258,12,2.934797e-11,1.829342e-11,3.346491e-22,13,3.716943e-12
cheb,161,0.161000,0.001,0.459,12,3.129186e-11,1.950439e-11,3.804212e-22,13,3.716943e-12
cheb,171,0.171000,0.001,0.441,12,3.323519e-11,2.071504e-11,4.291127e-22,13,3.716943e-12
cheb,181,0.181000,0.001,0.491,12,3.517886e-11,2.192581e-11,4.807412e-22,13,3.716943e-12
cheb,191,0.191000,0.001,0.422,12,3.712231e-11,2.313613e-11,5.352803e-22,13,3.716943e-12
cheb,201,0.201000,0.001,0.415,12,3.906586e-11,2.434646e-11,5.927501e-22,13,3.716943e-12
cheb,211,0.211000,0.001,0.251,12,4.101020e-11,2.555660e-11,6.531400e-22,13,3.716943e-12
cheb,221,0.221000,0.001,0.255,12,4.295464e-11,2.676658e-11,7.164499e-22,13,3.716943e-12
cheb,231,0.231000,0.001,0.422,12,4.489698e-11,2.797639e-11,7.826781e-22,13,3.716943e-12
cheb,241,0.241000,0.001,0.458,12,4.684075e-11,2.918633e-11,8.518418e-22,13,3.716943e-12
cheb,251,0.251000,0.001,0.419,12,4.878398e-11,3.039599e-11,9.239164e-22,13,3.716943e-12
cheb,261,0.261000,0.001,0.240,12,5.072764e-11,3.160544e-11,9.989035e-22,13,3.716943e-12
cheb,271,0.271000,0.001,0.418,12,5.267276e-11,3.281511e-11,1.076831e-21,13,3.716943e-12
cheb,281,0.281000,0.001,0.420,12,5.461587e-11,3.402486e-11,1.157691e-21,13,3.716943e-12
cheb,291,0.291000,0.001,0.414,12,5.656020e-11,3.523460e-11,1.241477e-21,13,3.716943e-12
cheb,301,0.301000,0.001,0.419,12,5.850187e-11,3.644413e-11,1.328174e-21,13,3.716943e-12
cheb,311,0.311000,0.001,0.415,12,6.044532e-11,3.765390e-11,1.417816e-21,13,3.716943e-12
cheb,321,0.321000,0.001,0.240,12,6.238976e-11,3.886381e-11,1.510396e-21,13,3.716943e-12
cheb,331,0.331000,0.001,0.420,12,6.433420e-11,4.007393e-11,1.605920e-21,13,3.716943e-12
cheb,341,0.341000,0.001,0.415,12,6.627632e-11,4.128368e-11,1.704342e-21,13,3.716943e-12
cheb,351,0.351000,0.001,0.235,12,6.822143e-11,4.249373e-11,1.805717e-21,13,3.716943e-12
