method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.001000,0.001,0.598,12,1.820766e-13,1.090028e-13,1.188160e-26,13,3.716943e-12
cheb,11,0.011000,0.001,0.381,12,1.997513e-12,1.198519e-12,1.436448e-24,13,3.716943e-12
cheb,21,0.021000,0.001,0.377,12,3.810730e-12,2.287608e-12,5.233149e-24,13,3.716943e-12
cheb,31,0.031000,0.001,0.334,12,5.625500e-12,3.377081e-12,1.140467e-23,13,3.716943e-12
cheb,41,0.041000,0.001,0.381,12,7.438272e-12,4.466564e-12,1.995019e-23,13,3.716943e-12
cheb,51,0.051000,0.001,0.373,12,9.252821e-12,5.556599e-12,3.087579e-23,13,3.716943e-12
cheb,61,0.061000,0.001,0.377,12,1.106626e-11,6.646513e-12,4.417614e-23,13,3.716943e-12
cheb,71,0.071000,0.001,0.367,12,1.288147e-11,7.736457e-12,5.985276e-23,13,3.716943e-12
cheb,81,0.081000,0.001,0.394,12,1.469513e-11,8.826810e-12,7.791257e-23,13,3.716943e-12
cheb,91,0.091000,0.001,0.344,12,1.650768e-11,9.917110e-12,9.834907e-23,13,3.716943e-12
cheb,101,0.101000,0.001,0.379,12,1.832290e-11,1.100753e-11,1.211657e-22,13,3.716943e-12
cheb,111,0.111000,0.001,0.385,12,2.013856e-11,1.209828e-11,1.463684e-22,13,3.716943e-12
cheb,121,0.121000,0.001,0.383,12,2.195111e-11,1.318896e-11,1.739486e-22,13,3.716943e-12
cheb,131,0.131000,0.001,0.366,12,2.376499e-11,1.427933e-11,2.038993e-22,13,3.716943e-12
cheb,141,0.141000,0.001,0.379,12,2.558109e-11,1.537049e-11,2.362520e-22,13,3.716943e-12
cheb,151,0.151000,0.001,0.381,12,2.739431e-11,1.646125e-11,2.709729e-22,13,3.716943e-12
cheb,161,0.161000,0.001,0.378,12,2.920819e-11,1.755197e-11,3.080717e-22,13,3.716943e-12
cheb,171,0.171000,0.001,0.213,12,3.102074e-11,1.864289e-11,3.475573e-22,13,3.716943e-12
cheb,181,0.181000,0.001,0.423,12,3.283462e-11,1.973309e-11,3.893949e-22,13,3.716943e-12
cheb,191,0.191000,0.001,0.386,12,3.464895e-11,2.082369e-11,4.336259e-22,13,3.716943e-12
cheb,201,0.201000,0.001,0.200,12,3.646461e-11,2.191415e-11,4.802298e-22,13,3.716943e-12
cheb,211,0.211000,0.001,0.365,12,3.827738e-11,2.300426e-11,5.291959e-22,13,3.716943e-12
cheb,221,0.221000,0.001,0.202,12,4.009149e-11,2.409420e-11,5.805307e-22,13,3.716943e-12
cheb,231,0.231000,0.001,0.381,12,4.190404e-11,2.518411e-11,6.342395e-22,13,3.716943e-12
cheb,241,0.241000,0.001,0.374,12,4.371881e-11,2.627348e-11,6.902958e-22,13,3.716943e-12
