method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000010,1e-05,0.157,6,2.220446e-16,1.338045e-15,1.790366e-30,7,1.387346e-14
cheb,1001,0.010010,1e-05,0.071,6,4.345413e-13,2.252136e-13,5.072115e-26,7,1.387346e-14
cheb,2001,0.020010,1e-05,0.073,6,8.670842e-13,4.449164e-13,1.979506e-25,7,1.387346e-14
cheb,3001,0.030010,1e-05,0.073,6,1.298073e-12,6.621749e-13,4.384755e-25,7,1.387346e-14
cheb,4001,0.040010,1e-05,0.069,6,1.730394e-12,8.786499e-13,7.720256e-25,7,1.387346e-14
cheb,5001,0.050010,1e-05,0.069,6,2.159828e-12,1.095187e-12,1.199433e-24,7,1.387346e-14
cheb,6001,0.060010,1e-05,0.071,6,2.592149e-12,1.312891e-12,1.723684e-24,7,1.387346e-14
cheb,7001,0.070010,1e-05,0.071,6,3.031797e-12,1.532110e-12,2.347362e-24,7,1.387346e-14
cheb,8001,0.080010,1e-05,0.072,6,3.476108e-12,1.755595e-12,3.082113e-24,7,1.387346e-14
cheb,9001,0.090010,1e-05,0.069,6,3.923084e-12,1.979045e-12,3.916620e-24,7,1.387346e-14
cheb,10001,0.100010,1e-05,0.070,6,4.372724e-12,2.202857e-12,4.852578e-24,7,1.387346e-14
cheb,11001,0.110010,1e-05,0.076,6,4.827694e-12,2.433537e-12,5.922102e-24,7,1.387346e-14
cheb,12001,0.120010,1e-05,0.070,6,5.292211e-12,2.665966e-12,7.107372e-24,7,1.387346e-14
cheb,13001,0.130010,1e-05,0.071,6,5.758727e-12,2.899467e-12,8.406910e-24,7,1.387346e-14
cheb,14001,0.140010,1e-05,0.072,6,6.221912e-12,3.132651e-12,9.813502e-24,7,1.387346e-14
cheb,15001,0.150010,1e-05,0.071,6,6.676881e-12,3.361515e-12,1.129978e-23,7,1.387346e-14
cheb,16001,0.160010,1e-05,0.071,6,7.126744e-12,3.587601e-12,1.287088e-23,7,1.387346e-14
cheb,17001,0.170010,1e-05,0.069,6,7.577050e-12,3.812175e-12,1.453268e-23,7,1.387346e-14
cheb,18001,0.180010,1e-05,0.069,6,8.035128e-12,4.042296e-12,1.634015e-23,7,1.387346e-14
cheb,19001,0.190010,1e-05,0.071,6,8.494760e-12,4.272445e-12,1.825378e-23,7,1.387346e-14
cheb,20001,0.200010,1e-05,0.070,6,8.954171e-12,4.503044e-12,2.027740e-23,7,1.387346e-14
cheb,21001,0.210010,1e-05,0.070,6,9.419576e-12,4.736673e-12,2.243607e-23,7,1.387346e-14
cheb,22001,0.220010,1e-05,0.071,6,9.889423e-12,4.970995e-12,2.471079e-23,7,1.387346e-14
cheb,23001,0.230010,1e-05,0.069,6,1.035239e-11,5.202814e-12,2.706927e-23,7,1.387346e-14
cheb,24001,0.240010,1e-05,0.071,6,1.080025e-11,5.426086e-12,2.944241e-23,7,1.387346e-14
cheb,25001,0.250010,1e-05,0.071,6,1.124922e-11,5.651697e-12,3.194168e-23,7,1.387346e-14
cheb,26001,0.260010,1e-05,0.075,6,1.169931e-11,5.878319e-12,3.455463e-23,7,1.387346e-14
cheb,27001,0.270010,1e-05,0.069,6,1.214717e-11,6.103501e-12,3.725272e-23,7,1.387346e-14
cheb,28001,0.280010,1e-05,0.071,6,1.258793e-11,6.323034e-12,3.998076e-23,7,1.387346e-14
