method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.001000,0.001,1.757,12,1.818545e-13,1.094367e-13,1.197639e-26,13,3.717195e-12
cheb,11,0.011000,0.001,0.426,12,1.996847e-12,1.200342e-12,1.440822e-24,13,3.717195e-12
cheb,21,0.021000,0.001,0.457,12,3.809841e-12,2.291661e-12,5.251711e-24,13,3.717195e-12
cheb,31,0.031000,0.001,0.457,12,5.623280e-12,3.383084e-12,1.144526e-23,13,3.717195e-12
cheb,41,0.041000,0.001,0.431,12,7.436940e-12,4.474410e-12,2.002034e-23,13,3.717195e-12
cheb,51,0.051000,0.001,0.442,12,9.251266e-12,5.565916e-12,3.097942e-23,13,3.717195e-12
cheb,61,0.061000,0.001,0.459,12,1.106426e-11,6.657605e-12,4.432371e-23,13,3.717195e-12
cheb,71,0.071000,0.001,0.463,12,1.287792e-11,7.749038e-12,6.004758e-23,13,3.717195e-12
cheb,81,0.081000,0.001,0.445,12,1.469225e-11,8.840800e-12,7.815975e-23,13,3.717195e-12
cheb,91,0.091000,0.001,0.485,12,1.650435e-11,9.932895e-12,9.866241e-23,13,3.717195e-12
cheb,101,0.101000,0.001,0.475,12,1.831824e-11,1.102493e-11,1.215490e-22,13,3.717195e-12
cheb,111,0.111000,0.001,0.425,12,2.013367e-11,1.211719e-11,1.468262e-22,13,3.717195e-12
cheb,121,0.121000,0.001,0.435,12,2.194600e-11,1.320954e-11,1.744920e-22,13,3.717195e-12
cheb,131,0.131000,0.001,0.423,12,2.376055e-11,1.430183e-11,2.045424e-22,13,3.717195e-12
cheb,141,0.141000,0.001,0.448,12,2.557177e-11,1.539478e-11,2.369991e-22,13,3.717195e-12
cheb,151,0.151000,0.001,0.439,12,2.738632e-11,1.648788e-11,2.718502e-22,13,3.717195e-12
cheb,161,0.161000,0.001,0.439,12,2.920131e-11,1.758142e-11,3.091062e-22,13,3.717195e-12
cheb,171,0.171000,0.001,0.429,12,3.101452e-11,1.867503e-11,3.487566e-22,13,3.717195e-12
