method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.001000,0.001,0.255,4,1.043610e-14,7.310426e-12,5.344233e-23
rk4,11,0.011000,0.001,0.102,4,1.124656e-13,8.041468e-11,6.466520e-21
rk4,21,0.021000,0.001,0.112,4,2.139400e-13,1.535183e-10,2.356786e-20
rk4,31,0.031000,0.001,0.107,4,3.156364e-13,2.266208e-10,5.135700e-20
rk4,41,0.041000,0.001,0.107,4,4.175549e-13,2.997223e-10,8.983345e-20
rk4,51,0.051000,0.001,0.106,4,5.190293e-13,3.728231e-10,1.389971e-19
rk4,61,0.061000,0.001,0.106,4,6.212808e-13,4.459239e-10,1.988481e-19
rk4,71,0.071000,0.001,0.113,4,7.236434e-13,5.190252e-10,2.693872e-19
rk4,81,0.081000,0.001,0.059,4,8.246737e-13,5.921276e-10,3.506151e-19
rk4,91,0.091000,0.001,0.103,4,9.277024e-13,6.652314e-10,4.425328e-19
rk4,101,0.101000,0.001,0.109,4,1.028289e-12,7.383362e-10,5.451404e-19
rk4,111,0.111000,0.001,0.129,4,1.131206e-12,8.114420e-10,6.584380e-19
rk4,121,0.121000,0.001,0.107,4,1.232681e-12,8.845481e-10,7.824253e-19
rk4,131,0.131000,0.001,0.062,4,1.333933e-12,9.576541e-10,9.171014e-19
rk4,141,0.141000,0.001,0.116,4,1.436296e-12,1.030760e-09,1.062465e-18
rk4,151,0.151000,0.001,0.061,4,1.537881e-12,1.103864e-09,1.218516e-18
rk4,161,0.161000,0.001,0.113,4,1.638578e-12,1.176968e-09,1.385254e-18
rk4,171,0.171000,0.001,0.107,4,1.741940e-12,1.250071e-09,1.562677e-18
rk4,181,0.181000,0.001,0.127,4,1.842970e-12,1.323173e-09,1.750786e-18
rk4,191,0.191000,0.001,0.115,4,1.945111e-12,1.396274e-09,1.949582e-18
rk4,201,0.201000,0.001,0.061,4,2.045919e-12,1.469376e-09,2.159066e-18
rk4,211,0.211000,0.001,0.061,4,2.147615e-12,1.542478e-09,2.379237e-18
rk4,221,0.221000,0.001,0.060,4,2.250977e-12,1.615580e-09,2.610097e-18
rk4,231,0.231000,0.001,0.061,4,2.352452e-12,1.688682e-09,2.851646e-18
rk4,241,0.241000,0.001,0.060,4,2.454370e-12,1.761784e-09,3.103883e-18
rk4,251,0.251000,0.001,0.106,4,2.556844e-12,1.834887e-09,3.366809e-18
rk4,261,0.261000,0.001,0.105,4,2.658540e-12,1.907989e-09,3.640422e-18
rk4,271,0.271000,0.001,0.094,4,2.760903e-12,1.981091e-09,3.924722e-18
rk4,281,0.281000,0.001,0.058,4,2.861933e-12,2.054193e-09,4.219710e-18
rk4,291,0.291000,0.001,0.058,4,2.964406e-12,2.127295e-09,4.525385e-18
rk4,301,0.301000,0.001,0.058,4,3.066769e-12,2.200397e-09,4.841748e-18
rk4,311,0.311000,0.001,0.107,4,3.166245e-12,2.273499e-09,5.168800e-18
rk4,321,0.321000,0.001,0.058,4,3.267941e-12,2.346602e-09,5.506541e-18
rk4,331,0.331000,0.001,0.132,4,3.370748e-12,2.419705e-09,5.854971e-18
rk4,341,0.341000,0.001,0.110,4,3.473000e-12,2.492808e-09,6.214090e-18
rk4,351,0.351000,0.001,0.089,4,3.575362e-12,2.565911e-09,6.583898e-18
rk4,361,0.361000,0.001,0.113,4,3.675504e-12,2.639014e-09,6.964393e-18
rk4,371,0.371000,0.001,0.102,4,3.779088e-12,2.712117e-09,7.355576e-18
rk4,381,0.381000,0.001,0.058,4,3.881007e-12,2.785219e-09,7.757447e-18
rk4,391,0.391000,0.001,0.058,4,3.982037e-12,2.858322e-09,8.170005e-18
rk4,401,0.401000,0.001,0.058,4,4.083067e-12,2.931425e-09,8.593253e-18
rk4,411,0.411000,0.001,0.102,4,4.185652e-12,3.004528e-09,9.027189e-18
rk4,421,0.421000,0.001,0.102,4,4.288792e-12,3.077631e-09,9.471814e-18
rk4,431,0.431000,0.001,0.093,4,4.390488e-12,3.150734e-09,9.927127e-18
rk4,441,0.441000,0.001,0.058,4,4.490630e-12,3.223838e-09,1.039313e-17
rk4,451,0.451000,0.001,0.058,4,4.594658e-12,3.296941e-09,1.086982e-17
rk4,461,0.461000,0.001,0.102,4,4.696354e-12,3.370044e-09,1.135720e-17
rk4,471,0.471000,0.001,0.058,4,4.795941e-12,3.443147e-09,1.185526e-17
rk4,481,0.481000,0.001,0.058,4,4.899303e-12,3.516250e-09,1.236401e-17
rk4,491,0.491000,0.001,0.059,4,5.001666e-12,3.589352e-09,1.288345e-17
rk4,501,0.501000,0.001,0.108,4,5.103029e-12,3.662454e-09,1.341357e-17
rk4,511,0.511000,0.001,0.121,4,5.203948e-12,3.735556e-09,1.395438e-17
rk4,521,0.521000,0.001,0.108,4,5.307976e-12,3.808658e-09,1.450588e-17
rk4,531,0.531000,0.001,0.058,4,5.408785e-12,3.881760e-09,1.506806e-17
rk4,541,0.541000,0.001,0.058,4,5.510814e-12,3.954862e-09,1.564094e-17
rk4,551,0.551000,0.001,0.058,4,5.613621e-12,4.027965e-09,1.622450e-17
rk4,561,0.561000,0.001,0.118,4,5.712764e-12,4.101067e-09,1.681875e-17
rk4,571,0.571000,0.001,0.088,4,5.817347e-12,4.174170e-09,1.742369e-17
rk4,581,0.581000,0.001,0.176,4,5.917822e-12,4.247272e-09,1.803932e-17
rk4,591,0.591000,0.001,0.089,4,6.021184e-12,4.320375e-09,1.866564e-17
rk4,601,0.601000,0.001,0.058,4,6.121770e-12,4.393478e-09,1.930265e-17
rk4,611,0.611000,0.001,0.058,4,6.222023e-12,4.466581e-09,1.995034e-17
rk4,621,0.621000,0.001,0.092,4,6.324941e-12,4.539683e-09,2.060873e-17
rk4,631,0.631000,0.001,0.098,4,6.427858e-12,4.612786e-09,2.127780e-17
rk4,641,0.641000,0.001,0.058,4,6.529999e-12,4.685889e-09,2.195755e-17
rk4,651,0.651000,0.001,0.090,4,6.630585e-12,4.758991e-09,2.264800e-17
rk4,661,0.661000,0.001,0.097,4,6.733170e-12,4.832094e-09,2.334913e-17
rk4,671,0.671000,0.001,0.109,4,6.831868e-12,4.905197e-09,2.406095e-17
rk4,681,0.681000,0.001,0.093,4,6.934342e-12,4.978299e-09,2.478346e-17
rk4,691,0.691000,0.001,0.110,4,7.039036e-12,5.051402e-09,2.551666e-17
rk4,701,0.701000,0.001,0.108,4,7.140288e-12,5.124505e-09,2.626055e-17
rk4,711,0.711000,0.001,0.102,4,7.242762e-12,5.197607e-09,2.701512e-17
rk4,721,0.721000,0.001,0.090,4,7.345347e-12,5.270710e-09,2.778038e-17
rk4,731,0.731000,0.001,0.107,4,7.443601e-12,5.343812e-09,2.855633e-17
rk4,741,0.741000,0.001,0.112,4,7.547629e-12,5.416914e-09,2.934296e-17
rk4,751,0.751000,0.001,0.111,4,7.651657e-12,5.490017e-09,3.014028e-17
rk4,761,0.761000,0.001,0.058,4,7.751799e-12,5.563119e-09,3.094830e-17
rk4,771,0.771000,0.001,0.107,4,7.852496e-12,5.636222e-09,3.176700e-17
rk4,781,0.781000,0.001,0.058,4,7.955414e-12,5.709324e-09,3.259639e-17
rk4,791,0.791000,0.001,0.108,4,8.055556e-12,5.782427e-09,3.343646e-17
rk4,801,0.801000,0.001,0.102,4,8.159029e-12,5.855530e-09,3.428723e-17
rk4,811,0.811000,0.001,0.058,4,8.259171e-12,5.928633e-09,3.514869e-17
rk4,821,0.821000,0.001,0.101,4,8.360423e-12,6.001736e-09,3.602083e-17
rk4,831,0.831000,0.001,0.108,4,8.463785e-12,6.074839e-09,3.690367e-17
rk4,841,0.841000,0.001,0.058,4,8.564038e-12,6.147942e-09,3.779719e-17
rk4,851,0.851000,0.001,0.124,4,8.666956e-12,6.221045e-09,3.870140e-17
rk4,861,0.861000,0.001,0.098,4,8.769430e-12,6.294148e-09,3.961630e-17
rk4,871,0.871000,0.001,0.110,4,8.871348e-12,6.367251e-09,4.054189e-17
rk4,881,0.881000,0.001,0.104,4,8.974377e-12,6.440354e-09,4.147816e-17
rk4,891,0.891000,0.001,0.055,4,9.074963e-12,6.513457e-09,4.242512e-17
rk4,901,0.901000,0.001,0.098,4,9.176659e-12,6.586560e-09,4.338277e-17
rk4,911,0.911000,0.001,0.056,4,9.278134e-12,6.659663e-09,4.435111e-17
rk4,921,0.921000,0.001,0.055,4,9.382939e-12,6.732765e-09,4.533013e-17
rk4,931,0.931000,0.001,0.056,4,9.483747e-12,6.805868e-09,4.631984e-17
rk4,941,0.941000,0.001,0.055,4,9.584222e-12,6.878971e-09,4.732024e-17
rk4,951,0.951000,0.001,0.117,4,9.685475e-12,6.952074e-09,4.833133e-17
rk4,961,0.961000,0.001,0.107,4,9.787504e-12,7.025176e-09,4.935310e-17
rk4,971,0.971000,0.001,0.056,4,9.888756e-12,7.098279e-09,5.038556e-17
rk4,981,0.981000,0.001,0.103,4,9.991341e-12,7.171382e-09,5.142872e-17
rk4,991,0.991000,0.001,0.055,4,1.009326e-11,7.244485e-09,5.248256e-17
rk4,1000,1.000000,0.001,0.055,4,1.018319e-11,7.310277e-09,5.344015e-17
