x,psi_n0,psi_n1,psi_n2,psi_n3,psi_n4,psi_n5,psi_n6,psi_n7,psi_n8,psi_n9
-10.16,0.0003744313482,0.00122269586377,0.00285748701258,0.005520189399,0.00937219464069,0.0147139024452,0.0228194180737,0.0358356884082,0.0557093975634,0.0841806491493
-10.14,0.000385987899552,0.00125889478501,0.00293855593006,0.00567012705803,0.00961568990715,0.0150790372078,0.0233580158898,0.0366324193409,0.0568588208896,0.0857601345901
-10.12,0.000397868539074,0.00129605504026,0.00302165725238,0.00582360078629,0.00986456565016,0.0154516905179,0.0239068334032,0.0374427566595,0.0580251899826,0.0873582674384
-10.1,0.000410081313111,0.00133419872252,0.00310683380489,0.00598067805942,0.0101189133008,0.0158319732673,0.0244659948242,0.0382668198086,0.0592085711264,0.0889749716355
-10.08,0.000422634436734,0.00137334833282,0.00319412908517,0.0061414271982,0.0103788250904,0.0162199967847,0.0250356239614,0.0391047261146,0.0604090253978,0.0906101612841
-10.06,0.000435536296443,0.00141352678515,0.00328358726734,0.00630591736706,0.0106443940361,0.0166158728009,0.0256158441567,0.0399565906757,0.0616266085053,0.0922637404536
-10.04,0.00044879545286,0.00145475741127,0.00337525320629,0.00647421857222,0.010915713926,0.0170197134132,0.0262067782189,0.0408225262509,0.0628613706267,0.0939356029873
-10.02,0.000462420643453,0.00149706396546,0.00346917244172,0.00664640165947,0.0111928793033,0.0174316310487,0.0268085483553,0.0417026431476,0.064113356246,0.0956256323111
-10,0.000476420785271,0.00154047062935,0.00356539120201,0.0068225383114,0.0114759854499,0.017851738426,0.0274212761023,0.0425970491072,0.0653826039899,0.0973337012445
-9.98,0.000490804977711,0.00158500201669,0.00366395640798,0.00700270104434,0.0117651283692,0.0182801485164,0.0280450822545,0.0435058491893,0.0666691464631,0.099059671813
-9.96,0.00050558250529,0.00163068317806,0.0037649156764,0.00718696320475,0.0120604047678,0.0187169745034,0.028680086792,0.0444291456549,0.0679730100838,0.100803395063
-9.94,0.000520762840442,0.00167753960559,0.00386831732336,0.00737539896524,0.0123619120366,0.0191623297413,0.0293264088067,0.0453670378477,0.0692942149177,0.10256471088
-9.92,0.000536355646339,0.00172559723764,0.00397421036747,0.00756808332003,0.0126697482314,0.0196163277129,0.0299841664269,0.0463196220742,0.0706327745125,0.104343447806
-9.9,0.000552370779704,0.00177488246349,0.00408264453284,0.00776509208004,0.012984012052,0.0200790819851,0.0306534767407,0.0472869914823,0.071988695732,0.106139422865
-9.88,0.000568818293669,0.00182542212787,0.00419367025186,0.00796650186745,0.0133048028212,0.0205507061649,0.0313344557175,0.0482692359393,0.0733619785899,0.107952441387
-9.86,0.000585708440631,0.00187724353563,0.00430733866782,0.00817239010974,0.0136322204622,0.0210313138525,0.0320272181291,0.0492664419073,0.0747526160831,0.109782296837
-9.84,0.000603051675129,0.00193037445621,0.00442370163723,0.00838283503327,0.0139663654762,0.0215210185943,0.0327318774681,0.0502786923189,0.0761605940262,0.111628770648
-9.82,0.000620858656739,0.00198484312816,0.00454281173202,0.00859791565637,0.0143073389175,0.0220199338347,0.0334485458658,0.0513060664507,0.0775858908853,0.113491632054
-9.8,0.000639140252978,0.00204067826357,0.00466472224148,0.00881771178185,0.0146552423696,0.022528172866,0.0341773340086,0.0523486397961,0.079028477612,0.115370637934
-9.78,0.00065790754222,0.0020979090525,0.0047894871739,0.00904230398898,0.0150101779192,0.0230458487778,0.0349183510531,0.0534064839372,0.0804883174787,0.117265532649
-9.76,0.000677171816606,0.00215656516728,0.00491716125811,0.00927177362502,0.0153722481295,0.0235730744051,0.0356717045393,0.0544796664153,0.0819653659133,0.119176047897
-9.74,0.000696944585021,0.00221667676681,0.00504779994465,0.00950620279609,0.0157415560128,0.0241099622748,0.0364375003036,0.0555682506008,0.0834595703355,0.121101902558
-9.72,0.000717237576014,0.00227827450082,0.00518145940675,0.00974567435756,0.0161182050024,0.0246566245515,0.037215842389,0.0566722955621,0.0849708699936,0.123042802555
-9.7,0.000738062740782,0.00234138951399,0.00531819654105,0.00999027190379,0.0165022989229,0.0252131729818,0.0380068329557,0.0577918559335,0.0864991958017,0.124998440713
-9.68,0.000759432256125,0.00240605345008,0.00545806896804,0.0102400797574,0.0168939419604,0.0257797188376,0.0388105721891,0.058926981783,0.0880444701786,0.126968496627
-9.66,0.000781358527425,0.00247229845596,0.00560113503223,0.0104951829579,0.017293238631,0.0263563728582,0.0396271582074,0.0600777184784,0.0896066068876,0.128952636531
-9.64,0.000803854191641,0.00254015718555,0.00574745380203,0.0107556672496,0.0177002937488,0.0269432451909,0.0404566869674,0.0612441065538,0.0911855108779,0.130950513178
-9.62,0.000826932120293,0.00260966280371,0.00589708506941,0.0110216190693,0.0181152123933,0.027540445331,0.0412992521699,0.0624261815749,0.0927810781265,0.132961765719
-9.6,0.000850605422477,0.00268084899009,0.00605008934916,0.0112931255328,0.0185380998748,0.0281480820599,0.0421549451629,0.0636239740039,0.0943931954833,0.134986019594
-9.58,0.000874887447846,0.00275374994277,0.00620652787795,0.0115702744213,0.0189690616999,0.0287662633832,0.0430238548448,0.0648375090643,0.0960217405161,0.137022886426
-9.56,0.000899791789626,0.00282840038199,0.00636646261302,0.0118531541667,0.0194082035356,0.0293950964659,0.0439060675658,0.0660668066051,0.0976665813589,0.139071963921
-9.54,0.00092533228763,0.00290483555359,0.00652995623058,0.0121418538371,0.0198556311723,0.0300346875681,0.0448016670285,0.0673118809647,0.0993275765616,0.141132835775
-9.52,0.00095152303127,0.00298309123259,0.0066970721239,0.0124364631202,0.020311450486,0.030685141979,0.0457107341873,0.068572740835,0.101004574942,0.143205071589
-9.5,0.000978378362561,0.00306320372642,0.00686787440106,0.0127370723079,0.0207757673999,0.0313465639489,0.0466333471471,0.0698493891252,0.102697415439,0.145288226787
-9.48,0.00100591287913,0.00314520987827,0.00704242788237,0.0130437722784,0.021248687844,0.0320190566218,0.0475695810608,0.071141822825,0.104405926971,0.147381842549
-9.46,0.00103414143726,0.00322914707021,0.00722079809743,0.0133566544789,0.0217303177151,0.0327027219651,0.0485195080261,0.0724500328693,0.106129928294,0.149485445741
-9.44,0.00106307915484,0.00331505322623,0.00740305128188,0.0136758109072,0.0222207628344,0.0333976606997,0.0494831969814,0.0737740040015,0.107869227864,0.15159854886
-9.42,0.00109274141444,0.00340296681515,0.00758925437375,0.0140013340928,0.0227201289053,0.0341039722278,0.0504607136006,0.0751137146379,0.109623623703,0.153720649986
-9.4,0.00112314386624,0.0034929268535,0.00777947500951,0.0143333170765,0.0232285214698,0.0348217545606,0.0514521201875,0.0764691367326,0.111392903265,0.155851232738
-9.38,0.00115430243109,0.00358497290814,0.00797378151967,0.0146718533905,0.0237460458633,0.0355511042442,0.0524574755693,0.0778402356423,0.113176843308,0.15798976624
-9.36,0.00118623330347,0.0036791450989,0.00817224292409,0.0150170370372,0.0242728071696,0.0362921162851,0.0534768349893,0.0792269699919,0.11497520977,0.1601357051
-9.34,0.00121895295443,0.00377548410097,0.00837492892682,0.0153689624669,0.024808910174,0.037044884074,0.0545102499992,0.0806292915408,0.116787757646,0.16228848939
-9.32,0.00125247813464,0.00387403114726,0.00858190991063,0.0157277245556,0.0253544593156,0.0378094993094,0.0555577683504,0.0820471450494,0.11861423087,0.164447544639
-9.3,0.00128682587731,0.00397482803053,0.00879325693111,0.0160934185815,0.0259095586391,0.0385860519191,0.0566194338855,0.0834804681478,0.1204543622,0.166612281837
-9.28,0.00132201350111,0.00407791710547,0.00900904171035,0.0164661402008,0.0264743117449,0.0393746299823,0.0576952864282,0.0849291912033,0.122307873111,0.16878209744
-9.26,0.00135805861315,0.00418334129059,0.00922933663023,0.0168459854232,0.027048821739,0.0401753196491,0.0587853616741,0.086393237191,0.124174473685,0.170956373397
-9.24,0.0013949791119,0.00429114406991,0.00945421472529,0.0172330505862,0.027633191181,0.0409882050602,0.0598896910796,0.0878725215645,0.126053862512,0.173134477172
-9.22,0.00143279319005,0.00440136949465,0.00968374967523,0.0176274323286,0.0282275220321,0.0418133682655,0.0610083017521,0.0893669521275,0.127945726592,0.175315761789
-9.2,0.00147151933744,0.00451406218456,0.00991801579683,0.0180292275638,0.0288319156015,0.0426508891412,0.0621412163384,0.090876428908,0.129849741243,0.177499565878
-9.18,0.00151117634393,0.00462926732931,0.0101570880356,0.0184385334518,0.0294464724924,0.043500845307,0.0632884529141,0.0924008440324,0.131765570013,0.179685213735
-9.16,0.00155178330222,0.0047470306895,0.010401041957,0.0188554473706,0.030071292546,0.0443633120419,0.0644500248719,0.0939400816028,0.133692864597,0.18187201539
-9.14,0.0015933596107,0.00486739859767,0.010649953737,0.0192800668871,0.030706474786,0.0452383621991,0.0656259408107,0.0954940175744,0.135631264761,0.18405926669
-9.12,0.00163592497625,0.00499041795904,0.0109039001522,0.0197124897269,0.0313521173612,0.0461260661207,0.0668162044239,0.0970625196361,0.137580398271,0.186246249385
-9.1,0.00167949941703,0.00511613625211,0.0111629585701,0.0201528137431,0.0320083174871,0.0470264915513,0.0680208143882,0.0986454470919,0.139539880821,0.188432231234
-9.08,0.00172410326522,0.0052446015291,0.0114272069379,0.0206011368854,0.0326751713874,0.0479397035506,0.0692397642523,0.100242650745,0.141509315979,0.190616466113
-9.06,0.00176975716975,0.00537586241611,0.0116967237715,0.0210575571669,0.0333527742338,0.0488657644061,0.0704730423259,0.101853972784,0.143488295129,0.192798194139
-9.04,0.00181648209901,0.00550996811323,0.0119715881441,0.0215221726315,0.0340412200854,0.0498047335446,0.0717206315688,0.10347924667,0.145476397418,0.194976641805
-9.02,0.00186429934352,0.00564696839434,0.0122518796736,0.0219950813197,0.0347406018268,0.0507566674431,0.0729825094806,0.10511829703,0.147473189723,0.197151022128
-9,0.00191323051856,0.00578691360674,0.0125376785105,0.0224763812338,0.0354510111058,0.0517216195396,0.0742586479902,0.106770939547,0.149478226603,0.1993205348
-8.98,0.00196329756675,0.00592985467063,0.0128290653245,0.0229661703024,0.0361725382699,0.0526996401427,0.0755490133466,0.108436980858,0.151491050278,0.201484366362
-8.96,0.00201452276069,0.00607584307832,0.013126121291,0.0234645463444,0.0369052723021,0.0536907763414,0.0768535660094,0.11011621845,0.1535111906,0.203641690383
-8.94,0.0020669287054,0.00622493089325,0.0134289280768,0.0239716070316,0.0376493007557,0.0546950719141,0.0781722605407,0.111808440564,0.155538165038,0.205791667651
-8.92,0.00212053834089,0.00637717074879,0.0137375678259,0.0244874498507,0.0384047096888,0.0557125672368,0.0795050454967,0.1135134261,0.157571478671,0.207933446378
-8.9,0.00217537494458,0.00653261584685,0.0140521231438,0.0250121720652,0.0391715835972,0.0567432991921,0.080851863321,0.11523094452,0.159610624179,0.210066162416
-8.88,0.00223146213368,0.00669131995619,0.0143726770825,0.0255458706754,0.0399500053474,0.0577873010766,0.0822126502384,0.116960755764,0.161655081854,0.212188939486
-8.86,0.00228882386764,0.00685333741061,0.0146993131236,0.0260886423788,0.040740056108,0.0588446025086,0.0835873361494,0.118702610159,0.163704319607,0.214300889416
-8.84,0.00234748445039,0.00701872310683,0.0150321151623,0.0266405835285,0.041541815281,0.0599152293359,0.0849758445259,0.120456248342,0.165757792991,0.216401112399
-8.82,0.00240746853268,0.0071875325021,0.0153711674896,0.0272017900919,0.0423553604321,0.0609992035425,0.0863780923082,0.122221401176,0.167814945226,0.21848869725
-8.8,0.00246880111424,0.00735982161171,0.0157165547749,0.0277723576082,0.0431807672203,0.0620965431562,0.0877939898028,0.123997789679,0.169875207234,0.220562721692
-8.78,0.00253150754605,0.00753564700609,0.0160683620473,0.028352381145,0.0440181093271,0.0632072621556,0.0892234405815,0.125785124948,0.171937997684,0.22262225264
-8.76,0.00259561353235,0.00771506580776,0.0164266746774,0.0289419552541,0.0448674583844,0.0643313703767,0.0906663413822,0.127583108098,0.174002723038,0.224666346505
-8.74,0.00266114513282,0.00789813568801,0.016791578357,0.0295411739271,0.0457288839025,0.0654688734201,0.0921225820104,0.129391430193,0.176068777617,0.226694049511
-8.72,0.00272812876453,0.00808491486331,0.01716315908,0.0301501305498,0.046602453197,0.0666197725582,0.0935920452433,0.131209772191,0.178135543661,0.22870439802
-8.7,0.0027965912039,0.00827546209144,0.0175415031211,0.0307689178557,0.0474882313154,0.067784064642,0.0950746067345,0.133037804884,0.18020239141,0.230696418872
-8.68,0.00286655958862,0.00846983666741,0.0179266970156,0.0313976278792,0.0483862809629,0.068961742009,0.0965701349207,0.134875188856,0.182268679188,0.232669129738
-8.66,0.0029380614195,0.00866809841901,0.0183188275368,0.0320363519078,0.049296662428,0.07015279239,0.0980784909304,0.136721574429,0.184333753491,0.234621539488
-8.64,0.00301112456219,0.00887030770225,0.0187179816746,0.0326851804336,0.0502194335069,0.0713571988175,0.0995995284945,0.138576601629,0.186396949098,0.236552648565
-8.62,0.00308577724892,0.00907652539634,0.0191242466123,0.0333442031043,0.0511546494286,0.0725749395338,0.101133093858,0.140439900145,0.188457589171,0.238461449374
-8.6,0.00316204808017,0.00928681289846,0.0195377097036,0.0340135086731,0.0521023627784,0.0738059878991,0.102679025695,0.142311089299,0.190514985384,0.240346926691
-8.58,0.00323996602618,0.00950123211836,0.0199584584483,0.0346931849483,0.0530626234212,0.0750503123011,0.104237155026,0.144189778023,0.192568438045,0.242208058072
-8.56,0.00331956042851,0.00971984547244,0.0203865804682,0.035383318742,0.0540354784255,0.0763078760642,0.105807305134,0.146075564833,0.19461723624,0.244043814282
-8.54,0.0034008610014,0.00994271587773,0.0208221634818,0.0360839958181,0.0550209719851,0.0775786373592,0.107389291489,0.147968037818,0.196660657976,0.245853159738
-8.52,0.00348389783321,0.0101699067455,0.0212652952789,0.0367953008398,0.0560191453425,0.078862549115,0.108982921669,0.149866774627,0.198697970337,0.247635052956
-8.5,0.00356870138764,0.0104014819745,0.0217160636944,0.037517317316,0.0570300367105,0.0801595589287,0.110587995289,0.151771342467,0.200728429654,0.249388447019
-8.48,0.00365530250492,0.0106375059442,0.0221745565815,0.0382501275481,0.0580536811943,0.0814696089788,0.112204303923,0.1536812981,0.202751281678,0.251112290052
-8.46,0.00374373240297,0.0108780435072,0.0226408617842,0.0389938125747,0.0590901107133,0.0827926359377,0.113831631046,0.155596187854,0.204765761766,0.252805525709
-8.44,0.00383402267842,0.0111231599817,0.0231150671097,0.0397484521169,0.0601393539222,0.0841285708855,0.115469751957,0.157515547632,0.206771095074,0.254467093675
-8.42,0.00392620530754,0.0113729211437,0.0235972602998,0.0405141245225,0.0612014361329,0.0854773392247,0.117118433725,0.159438902934,0.208766496765,0.256095930177
-8.4,0.00402031264714,0.0116273932188,0.0240875290019,0.0412909067094,0.0622763792353,0.0868388605965,0.118777435122,0.161365768878,0.210751172219,0.257690968505
-8.38,0.00411637743531,0.0118866428732,0.0245859607393,0.0420788741089,0.0633642016186,0.088213048797,0.120446506572,0.163295650236,0.21272431726,0.259251139551
-8.36,0.00421443279214,0.0121507372055,0.0250926428811,0.0428781006082,0.0644649180925,0.0895998116955,0.122125390093,0.165228041464,0.214685118389,0.26077537235
-8.34,0.00431451222029,0.0124197437369,0.0256076626114,0.0436886584923,0.0655785398081,0.0909990511538,0.123813819247,0.167162426751,0.216632753026,0.262262594639
-8.32,0.00441664960553,0.012693730402,0.0261311068979,0.0445106183854,0.0667050741793,0.0924106629467,0.125511519096,0.169098280067,0.218566389766,0.263711733425
-8.3,0.00452087921706,0.0129727655387,0.0266630624605,0.045344049192,0.067844524804,0.0938345366834,0.127218206154,0.171035065221,0.220485188642,0.265121715562
-8.28,0.00462723570792,0.0132569178782,0.0272036157379,0.0461890180372,0.0689968913852,0.0952705557313,0.128933588351,0.17297223592,0.222388301396,0.266491468342
-8.26,0.00473575411511,0.0135462565343,0.0277528528558,0.0470455902065,0.070162169653,0.0967185971405,0.130657364993,0.174909235844,0.224274871764,0.267819920088
-8.24,0.00484646985977,0.0138408509926,0.0283108595923,0.0479138290857,0.0713403512859,0.09817853157,0.132389226732,0.176845498718,0.226144035768,0.26910600077
-8.22,0.0049594187471,0.0141407710991,0.0288777213445,0.0487937960997,0.0725314238331,0.0996502232159,0.134128855532,0.178780448399,0.227994922021,0.270348642619
-8.2,0.00507463696632,0.014446087049,0.0294535230932,0.0496855506512,0.0737353706365,0.101133529741,0.135875924652,0.180713498966,0.229826652038,0.271546780755
-8.18,0.00519216109042,0.0147568693742,0.0300383493685,0.0505891500588,0.0749521707539,0.102628302205,0.137630098617,0.182644054815,0.231638340557,0.272699353826
-8.16,0.00531202807586,0.0150731889317,0.0306322842134,0.0515046494953,0.0761817988813,0.104134384999,0.139391033206,0.184571510766,0.233429095877,0.27380530465
-8.14,0.0054342752621,0.0153951168904,0.0312354111478,0.0524321019248,0.0774242252771,0.105651615782,0.141158375435,0.186495252175,0.235198020192,0.274863580875
-8.12,0.00555894037108,0.0157227247184,0.0318478131315,0.0533715580401,0.0786794156853,0.107179825414,0.142931763554,0.188414655052,0.23694420995,0.275873135635
-8.1,0.00568606150658,0.0160560841695,0.0324695725273,0.0543230661995,0.0799473312608,0.108718837899,0.144710827035,0.190329086188,0.238666756212,0.276832928225
-8.08,0.00581567715335,0.0163952672699,0.0331007710627,0.0552866723637,0.0812279284938,0.110268470324,0.146495186581,0.192237903286,0.240364745021,0.277741924779
-8.06,0.00594782617632,0.0167403463035,0.0337414897916,0.0562624200315,0.0825211591359,0.111828532804,0.148284454121,0.194140455109,0.242037257786,0.27859909895
-8.04,0.00608254781949,0.0170913937981,0.0343918090559,0.0572503501766,0.0838269701262,0.113398828425,0.150078232829,0.196036081621,0.243683371668,0.279403432611
-8.02,0.00621988170485,0.0174484825103,0.0350518084455,0.0582505011833,0.0851453035187,0.114979153196,0.151876117127,0.197924114148,0.245302159984,0.280153916544
-8,0.00635986783104,0.0178116854104,0.0357215667589,0.059262908782,0.0864760964101,0.116569295997,0.153677692715,0.199803875538,0.246892692613,0.280849551152
-7.98,0.00650254657202,0.018181075667,0.0364011619625,0.0602876059851,0.0878192808684,0.118169038532,0.155482536584,0.201674680336,0.248454036412,0.281489347164
-7.96,0.00664795867553,0.018556726631,0.0370906711503,0.0613246230219,0.0891747838624,0.119778155286,0.157290217052,0.203535834961,0.249985255646,0.282072326356
-7.94,0.00679614526138,0.0189387118194,0.0377901705021,0.0623739872749,0.0905425271928,0.12139641348,0.159100293792,0.205386637892,0.251485412421,0.282597522266
-7.92,0.00694714781976,0.0193271048988,0.0384997352421,0.0634357232139,0.0919224274229,0.123023573036,0.160912317873,0.207226379863,0.252953567129,0.283063980924
-7.9,0.00710100820923,0.0197219796685,0.0392194395966,0.0645098523323,0.093314395812,0.124659386537,0.1627258318,0.209054344064,0.254388778903,0.283470761576
-7.88,0.0072577686547,0.0201234100428,0.0399493567513,0.0655963930814,0.0947183382486,0.126303599196,0.164540369568,0.21086980635,0.255790106075,0.283816937423
-7.86,0.00741747174526,0.0205314700337,0.0406895588083,0.0666953608065,0.096134155185,0.127955948825,0.166355456711,0.21267203546,0.257156606647,0.284101596349
-7.84,0.0075801604318,0.0209462337328,0.041440116743,0.0678067676814,0.0975617415739,0.129616165804,0.168170610361,0.214460293242,0.258487338769,0.284323841665
-7.82,0.00774587802458,0.0213677752925,0.0422011003595,0.0689306226442,0.0990009868053,0.131283973062,0.169985339315,0.216233834881,0.259781361224,0.28448279285
-7.8,0.0079146681906,0.0217961689076,0.042972578247,0.0700669313327,0.100451774645,0.13295908605,0.171799144101,0.217991909146,0.261037733924,0.284577586287
-7.78,0.00808657495081,0.0222314887961,0.0437546177347,0.0712156960198,0.101913983175,0.134641212726,0.173611517058,0.219733758629,0.262255518406,0.284607376012
-7.76,0.00826164267728,0.0226738091794,0.0445472848471,0.0723769155496,0.103387484734,0.136330053538,0.175421942411,0.221458620011,0.263433778345,0.284571334457
-7.74,0.00843991609009,0.0231232042627,0.0453506442583,0.0735505852732,0.10487214586,0.138025301415,0.177229896362,0.223165724316,0.264571580069,0.284468653193
-7.72,0.00862144025413,0.0235797482146,0.0461647592465,0.0747366969848,0.106367827239,0.139726641756,0.179034847177,0.224854297187,0.265667993077,0.284298543674
-7.7,0.00880626057579,0.0240435151466,0.0469896916478,0.0759352388584,0.107874383642,0.141433752423,0.180836255289,0.22652355916,0.266722090576,0.284060237978
-7.68,0.00899442279945,0.024514579092,0.04782550181,0.0771461953847,0.109391663882,0.143146303746,0.182633573395,0.228172725954,0.267732950008,0.283752989555
-7.66,0.00918597300381,0.0249930139846,0.0486722485455,0.078369547308,0.110919510758,0.144863958519,0.18442624657,0.229801008759,0.268699653598,0.283376073957
-7.64,0.0093809575981,0.0254788936371,0.0495299890849,0.0796052715637,0.112457761007,0.146586372007,0.186213712378,0.231407614543,0.2696212889,0.282928789583
-7.62,0.00957942331811,0.0259722917188,0.050398779029,0.0808533412166,0.114006245256,0.148313191959,0.187995400995,0.232991746352,0.270496949349,0.282410458408
-7.6,0.00978141722209,0.0264732817337,0.051278672302,0.0821137253988,0.11556478798,0.150044058615,0.189770735331,0.234552603632,0.271325734822,0.281820426714
-7.58,0.00998698668645,0.0269819369971,0.0521697211031,0.0833863892492,0.117133207455,0.151778604728,0.191539131169,0.236089382546,0.272106752202,0.281158065818
-7.56,0.0101961794014,0.0274983306131,0.053071975859,0.0846712938521,0.118711315717,0.153516455584,0.193299997294,0.237601276305,0.272839115944,0.280422772789
-7.54,0.0104090433661,0.0280225354507,0.0539854851752,0.085968396178,0.120298918525,0.155257229022,0.195052735646,0.239087475507,0.273521948653,0.279613971166
-7.52,0.0106256268844,0.0285546241205,0.0549102957879,0.0872776490236,0.121895815322,0.157000535469,0.196796741461,0.240547168475,0.274154381657,0.278731111669
-7.5,0.0108459785595,0.0290946689499,0.0558464525154,0.0885990009531,0.123501799199,0.158745977968,0.198531403434,0.241979541611,0.274735555593,0.277773672899
-7.48,0.0110701472889,0.0296427419594,0.0567939982089,0.0899323962402,0.125116656863,0.160493152218,0.200256103873,0.243383779752,0.27526462099,0.276741162034
-7.46,0.0112981822592,0.030198914837,0.0577529737042,0.0912777748107,0.126740168606,0.162241646613,0.201970218876,0.244759066532,0.275740738857,0.275633115518
-7.44,0.0115301329411,0.0307632589141,0.0587234177719,0.0926350721856,0.128372108279,0.163991042284,0.203673118493,0.246104584752,0.276163081276,0.274449099741
-7.42,0.0117660490831,0.0313358451388,0.0597053670692,0.0940042194254,0.130012243261,0.165740913156,0.205364166916,0.247419516758,0.276530831996,0.273188711706
-7.4,0.0120059807063,0.0319167440513,0.0606988560895,0.0953851430749,0.131660334437,0.167490825993,0.207042722657,0.248703044823,0.276843187028,0.271851579696
-7.38,0.0122499780982,0.0325060257571,0.061703917114,0.0967777651094,0.133316136181,0.16924034046,0.208708138742,0.249954351534,0.277099355244,0.270437363916
-7.36,0.0124980918068,0.0331037599007,0.0627205801618,0.0981820028808,0.13497939633,0.170989009186,0.210359762906,0.251172620187,0.277298558979,0.268945757141
-7.34,0.0127503726343,0.0337100156391,0.0637488729407,0.0995977690659,0.136649856173,0.172736377826,0.2119969378,0.252357035188,0.27744003463,0.267376485338
-7.32,0.0130068716306,0.0343248616147,0.0647888207975,0.101024971614,0.138327250437,0.174481985136,0.213619001196,0.25350678246,0.277523033255,0.265729308285
-7.3,0.0132676400869,0.034948365928,0.065840446669,0.102463513699,0.140011307273,0.176225363046,0.215225286201,0.254621049852,0.277546821182,0.264004020174
-7.28,0.0135327295286,0.0355805961097,0.0669037710321,0.103913293667,0.141701748251,0.17796603674,0.216815121482,0.255699027558,0.277510680605,0.262200450202
-7.26,0.0138021917088,0.0362216190934,0.0679788118548,0.105374204989,0.143398288351,0.179703524742,0.218387831487,0.256739908539,0.277413910189,0.260318463142
-7.24,0.0140760786008,0.0368715011869,0.0690655845466,0.106846136217,0.145100635964,0.181437338999,0.21994273668,0.257742888947,0.277255825671,0.25835795991
-7.22,0.0143544423912,0.037530308044,0.0701641019096,0.108328970933,0.146808492891,0.183166984983,0.221479153778,0.258707168561,0.277035760459,0.256318878112
-7.2,0.014637335472,0.0381981046356,0.0712743740891,0.10982258771,0.148521554342,0.18489196178,0.222996395993,0.259631951221,0.27675306623,0.254201192566
-7.18,0.0149248104334,0.038874955221,0.0723964085249,0.111326860062,0.15023950895,0.186611762198,0.224493773283,0.26051644527,0.276407113528,0.252004915828
-7.16,0.015216920056,0.0395609233185,0.0735302099024,0.112841656408,0.151962038772,0.188325872872,0.225970592602,0.261359863997,0.275997292355,0.249730098679
-7.14,0.0155137173022,0.0402560716758,0.0746757801039,0.114366840031,0.153688819304,0.190033774375,0.227426158168,0.26216142609,0.275523012764,0.247376830609
-7.12,0.015815255309,0.0409604622405,0.0758331181601,0.115902269032,0.155419519497,0.191734941337,0.228859771718,0.262920356084,0.274983705449,0.244945240281
-7.1,0.016121587379,0.0416741561297,0.0770022202023,0.117447796302,0.157153801776,0.193428842561,0.230270732787,0.263635884821,0.274378822323,0.242435495967
-7.08,0.0164327669722,0.0423972136006,0.0781830794139,0.119003269476,0.158891322056,0.195114941154,0.231658338978,0.264307249908,0.273707837102,0.239847805977
-7.06,0.0167488476971,0.0431296940191,0.0793756859832,0.120568530906,0.160631729772,0.196792694652,0.233021886249,0.264933696183,0.27297024588,0.237182419059
-7.04,0.0170698833023,0.0438716558298,0.0805800270556,0.122143417623,0.162374667903,0.19846155516,0.234360669191,0.265514476174,0.272165567698,0.234439624786
-7.02,0.0173959276671,0.0446231565251,0.0817960866868,0.123727761306,0.164119773007,0.200120969486,0.235673981328,0.266048850576,0.271293345109,0.231619753911
-7,0.0177270347924,0.045384252614,0.083023845796,0.125321388254,0.165866675249,0.20177037929,0.236961115407,0.266536088715,0.270353144735,0.228723178714
-6.98,0.0180632587916,0.0461549995909,0.0842632821197,0.126924119353,0.167614998444,0.203409221229,0.2382213637,0.266975469025,0.269344557823,0.225750313318
-6.96,0.0184046538806,0.0469354519041,0.0855143701654,0.128535770056,0.169364360097,0.205036927113,0.239454018314,0.26736627952,0.268267200787,0.222701613984
-6.94,0.0187512743687,0.0477256629244,0.0867770811663,0.130156150351,0.171114371443,0.206652924063,0.240658371494,0.267707818273,0.267120715748,0.219577579382
-6.92,0.0191031746483,0.0485256849134,0.0880513830362,0.131785064743,0.1728646375,0.20825663467,0.241833715945,0.267999393891,0.265904771062,0.216378750844
-6.9,0.0194604091851,0.0493355689913,0.0893372403247,0.133422312229,0.174614757118,0.209847477168,0.242979345145,0.268240325996,0.264619061845,0.213105712584
-6.88,0.0198230325075,0.0501553651051,0.0906346141735,0.13506768628,0.176364323033,0.211424865602,0.244094553674,0.268429945706,0.263263310485,0.209759091901
-6.86,0.020191099197,0.0509851219963,0.0919434622721,0.136720974825,0.178112921925,0.212988210003,0.24517863754,0.268567596111,0.261837267145,0.206339559353
-6.84,0.020564663877,0.0518248871686,0.0932637388153,0.13838196023,0.179860134479,0.214536916575,0.246230894507,0.268652632756,0.260340710259,0.202847828905
-6.82,0.0209437812021,0.0526747068556,0.0945953944605,0.140050419291,0.181605535455,0.216070387873,0.247250624436,0.26868442412,0.258773447018,0.199284658053
-6.8,0.0213285058479,0.0535346259881,0.0959383762859,0.141726123217,0.18334869375,0.217588022999,0.248237129624,0.2686623521,0.25713531384,0.195650847924
-6.78,0.0217188924992,0.0544046881615,0.0972926277489,0.143408837622,0.185089172473,0.219089217792,0.249189715143,0.268585812484,0.255426176838,0.191947243338
-6.76,0.0221149958391,0.0552849356031,0.0986580886459,0.145098322518,0.186826529024,0.220573365029,0.25010768919,0.268454215434,0.253645932266,0.18817473286
-6.74,0.0225168705381,0.0561754091395,0.100034695072,0.146794332309,0.188560315167,0.222039854629,0.250990363438,0.268266985963,0.251794506964,0.184334248808
-6.72,0.0229245712416,0.0570761481635,0.101422379382,0.148496615786,0.19029007712,0.223488073856,0.251837053385,0.268023564407,0.249871858784,0.180426767241
