E_num
0.0493748791434
0.144374448675
0.234373775065
0.319376883024
0.399476376661
0.475654551368
0.552010860474
0.634628405882
0.72637571146
0.827120148622
0.936089841203
1.05261353195
1.1761717129
1.30635578432
1.44283414997
1.58533018027
1.7336079746
1.88746284754
2.04671472218
2.21120337768
2.3807849244
2.55532912076
2.7347172852
2.91884064022
3.1075989778
3.30089956861
3.49865625949
3.70078871874
3.90722179894
4.11788499456
4.33271197684
4.55164019296
4.77461052024
5.00156697146
5.23245645635
5.46722862423
5.70583585496
5.94823355414
6.19438107924
6.44424391805
6.69779817473
6.95503888789
7.21599384004
7.48074355063
7.74944513753
8.02235264285
8.29982183723
8.58228878284
8.87022201245
9.16406298672
9.46417660885
9.77082672865
10.0841774536
10.4043109549
10.7312507319
11.0649829001
11.4054724445
11.7526742516
12.1065399595
12.4670218799
12.8340750381
13.2076580763
13.587733509
13.9742676302
14.3672302505
14.7665943655
15.1723358104
15.584432929
16.0028662701
16.4276183163
16.8586732449
17.2960167187
17.739635705
18.1895183181
18.6456536824
19.1080318149
19.5766435218
20.0514803099
20.5325343083
21.0197982009
21.5132651666
22.0129288275
22.5187832028
23.0308226682
23.5490419204
24.0734359452
24.6039999897
25.1407295365
25.6836202819
26.2326681159
26.7878691039
27.3492194709
27.9167155867
28.4903539533
29.0701311927
29.6560440361
30.248089315
30.8462639515
31.4505649507
32.0609893937
32.6775344304
33.3001972739
33.9289751947
34.5638655159
35.2048656081
35.8519728856
36.5051848022
37.1644988475
37.829912544
38.5014234435
39.1790291247
39.8627271901
40.5525152641
41.2483909904
41.95035203
42.6583960593
43.3725207683
44.0927238588
44.8190030431
45.5513560423
46.289780585
47.0342744062
47.784835246
48.5414608485
49.3041489606
50.0728973316
50.8477037115
51.628565851
52.4154814999
53.2084484071
54.0074643192
54.8125269806
55.6236341321
56.4407835109
57.2639728499
58.093199877
58.928462315
59.7697578806
60.6170842846
61.4704392311
62.329820417
63.1952255321
64.0666522584
64.9440982699
