method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
taylor,1,0.000010,1e-05,0.090,4,2.220446e-16,1.173848e-15,1.377919e-30
taylor,1001,0.010010,1e-05,0.047,4,7.771561e-16,4.681860e-14,2.191981e-27
taylor,2001,0.020010,1e-05,0.031,4,2.775558e-15,7.595669e-14,5.769419e-27
taylor,3001,0.030010,1e-05,0.033,4,5.773160e-15,1.040318e-13,1.082262e-26
taylor,4001,0.040010,1e-05,0.031,4,8.548717e-15,1.327846e-13,1.763176e-26
taylor,5001,0.050010,1e-05,0.051,4,1.643130e-14,1.645890e-13,2.708955e-26
taylor,6001,0.060010,1e-05,0.052,4,4.929390e-14,1.878665e-13,3.529381e-26
taylor,7001,0.070010,1e-05,0.046,4,9.159340e-14,2.155026e-13,4.644135e-26
taylor,8001,0.080010,1e-05,0.055,4,1.137979e-13,2.369606e-13,5.615031e-26
taylor,9001,0.090010,1e-05,0.032,4,1.029177e-13,2.485290e-13,6.176665e-26
taylor,10001,0.100010,1e-05,0.032,4,7.926992e-14,2.632503e-13,6.930071e-26
taylor,11001,0.110010,1e-05,0.031,4,4.740652e-14,2.800386e-13,7.842164e-26
taylor,12001,0.120010,1e-05,0.031,4,1.942890e-14,2.977834e-13,8.867496e-26
taylor,13001,0.130010,1e-05,0.032,4,5.107026e-15,3.171637e-13,1.005928e-25
taylor,14001,0.140010,1e-05,0.031,4,2.953193e-14,3.356049e-13,1.126306e-25
taylor,15001,0.150010,1e-05,0.049,4,5.417888e-14,3.545393e-13,1.256981e-25
taylor,16001,0.160010,1e-05,0.031,4,6.550316e-14,3.672215e-13,1.348516e-25
taylor,17001,0.170010,1e-05,0.031,4,6.239453e-14,3.754546e-13,1.409662e-25
taylor,18001,0.180010,1e-05,0.031,4,5.595524e-14,3.859151e-13,1.489305e-25
taylor,19001,0.190010,1e-05,0.053,4,4.574119e-14,3.984424e-13,1.587563e-25
