method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.010000,0.01,0.236,4,1.008339e-08,7.296261e-07,5.323543e-13
rk4,2,0.020000,0.01,0.115,4,2.016651e-08,1.459497e-06,2.130132e-12
rk4,3,0.030000,0.01,0.098,4,1.460014e-08,2.117883e-04,4.485429e-08
rk4,4,0.040000,0.01,0.120,4,3.150992e+00,1.775103e+00,3.150992e+00
rk4,5,0.050000,0.01,0.126,4,2.599722e+08,1.612365e+04,2.599722e+08
rk4,6,0.060000,0.01,0.067,4,2.281476e+16,1.510455e+08,2.281476e+16
rk4,7,0.070000,0.01,0.119,4,2.063917e+24,1.436634e+12,2.063917e+24
rk4,8,0.080000,0.01,0.099,4,1.902020e+32,1.379137e+16,1.902020e+32
rk4,9,0.090000,0.01,0.067,4,1.775648e+40,1.332534e+20,1.775648e+40
rk4,10,0.100000,0.01,0.067,4,1.673996e+48,1.293830e+24,1.673996e+48
rk4,11,0.110000,0.01,0.118,4,1.590550e+56,1.261170e+28,1.590550e+56
rk4,12,0.120000,0.01,0.109,4,1.521064e+64,1.233314e+32,1.521064e+64
rk4,13,0.130000,0.01,0.064,4,1.462614e+72,1.209386e+36,1.462614e+72
rk4,14,0.140000,0.01,0.115,4,1.413095e+80,1.188737e+40,1.413095e+80
rk4,15,0.150000,0.01,0.112,4,1.370940e+88,1.170871e+44,1.370940e+88
rk4,16,0.160000,0.01,0.064,4,1.334946e+96,1.155399e+48,1.334946e+96
rk4,17,0.170000,0.01,0.106,4,1.304171e+104,1.142003e+52,1.304171e+104
rk4,18,0.180000,0.01,0.064,4,1.277857e+112,1.130423e+56,1.277857e+112
rk4,19,0.190000,0.01,0.063,4,1.255392e+120,1.120443e+60,1.255392e+120
rk4,20,0.200000,0.01,0.108,4,1.236268e+128,1.111876e+64,1.236268e+128
rk4,21,0.210000,0.01,0.106,4,1.220065e+136,1.104566e+68,1.220065e+136
rk4,22,0.220000,0.01,0.112,4,1.206429e+144,1.098376e+72,1.206429e+144
rk4,23,0.230000,0.01,0.116,4,1.195060e+152,1.093188e+76,1.195060e+152
rk4,24,0.240000,0.01,0.064,4,1.185704e+160,1.088900e+80,1.185704e+160
rk4,25,0.250000,0.01,0.126,4,1.178143e+168,1.085423e+84,1.178143e+168
rk4,26,0.260000,0.01,0.113,4,1.172188e+176,1.082676e+88,1.172188e+176
