method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
taylor,1,0.001000,0.001,0.171,4,2.903608e-10,3.950307e-09,1.560493e-17
taylor,151,0.151000,0.001,0.094,4,inf,inf,inf
taylor,301,0.301000,0.001,0.076,4,nan,-nan(ind),-nan(ind)
taylor,451,0.451000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,601,0.601000,0.001,0.083,4,nan,-nan(ind),-nan(ind)
taylor,751,0.751000,0.001,0.087,4,nan,-nan(ind),-nan(ind)
taylor,901,0.901000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,1051,1.051000,0.001,0.046,4,nan,-nan(ind),-nan(ind)
taylor,1201,1.201000,0.001,0.101,4,nan,-nan(ind),-nan(ind)
taylor,1351,1.351000,0.001,0.090,4,nan,-nan(ind),-nan(ind)
taylor,1501,1.501000,0.001,0.045,4,nan,-nan(ind),-nan(ind)
taylor,1651,1.651000,0.001,0.081,4,nan,-nan(ind),-nan(ind)
taylor,1801,1.801000,0.001,0.046,4,nan,-nan(ind),-nan(ind)
taylor,1951,1.951000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,2101,2.101000,0.001,0.092,4,nan,-nan(ind),-nan(ind)
taylor,2251,2.251000,0.001,0.046,4,nan,-nan(ind),-nan(ind)
taylor,2401,2.401000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,2551,2.551000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,2701,2.701000,0.001,0.083,4,nan,-nan(ind),-nan(ind)
taylor,2851,2.851000,0.001,0.083,4,nan,-nan(ind),-nan(ind)
taylor,3001,3.001000,0.001,0.088,4,nan,-nan(ind),-nan(ind)
taylor,3151,3.151000,0.001,0.044,4,nan,-nan(ind),-nan(ind)
taylor,3301,3.301000,0.001,0.085,4,nan,-nan(ind),-nan(ind)
taylor,3451,3.451000,0.001,0.078,4,nan,-nan(ind),-nan(ind)
taylor,3601,3.601000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,3751,3.751000,0.001,0.086,4,nan,-nan(ind),-nan(ind)
taylor,3901,3.901000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,4051,4.051000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,4201,4.201000,0.001,0.087,4,nan,-nan(ind),-nan(ind)
taylor,4351,4.351000,0.001,0.102,4,nan,-nan(ind),-nan(ind)
taylor,4501,4.501000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,4651,4.651000,0.001,0.080,4,nan,-nan(ind),-nan(ind)
taylor,4801,4.801000,0.001,0.090,4,nan,-nan(ind),-nan(ind)
taylor,4951,4.951000,0.001,0.075,4,nan,-nan(ind),-nan(ind)
taylor,5101,5.101000,0.001,0.139,4,nan,-nan(ind),-nan(ind)
taylor,5251,5.251000,0.001,0.089,4,nan,-nan(ind),-nan(ind)
taylor,5401,5.401000,0.001,0.075,4,nan,-nan(ind),-nan(ind)
taylor,5551,5.551000,0.001,0.083,4,nan,-nan(ind),-nan(ind)
taylor,5701,5.701000,0.001,0.089,4,nan,-nan(ind),-nan(ind)
taylor,5851,5.851000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,6001,6.001000,0.001,0.083,4,nan,-nan(ind),-nan(ind)
taylor,6151,6.151000,0.001,0.080,4,nan,-nan(ind),-nan(ind)
taylor,6301,6.301000,0.001,0.043,4,nan,-nan(ind),-nan(ind)
taylor,6451,6.451000,0.001,0.043,4,nan,-nan(ind),-nan(ind)
taylor,6601,6.601000,0.001,0.083,4,nan,-nan(ind),-nan(ind)
taylor,6751,6.751000,0.001,0.088,4,nan,-nan(ind),-nan(ind)
taylor,6901,6.901000,0.001,0.086,4,nan,-nan(ind),-nan(ind)
taylor,7051,7.051000,0.001,0.088,4,nan,-nan(ind),-nan(ind)
taylor,7201,7.201000,0.001,0.087,4,nan,-nan(ind),-nan(ind)
taylor,7351,7.351000,0.001,0.088,4,nan,-nan(ind),-nan(ind)
taylor,7501,7.501000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,7651,7.651000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,7801,7.801000,0.001,0.080,4,nan,-nan(ind),-nan(ind)
taylor,7951,7.951000,0.001,0.080,4,nan,-nan(ind),-nan(ind)
taylor,8101,8.101000,0.001,0.080,4,nan,-nan(ind),-nan(ind)
taylor,8251,8.251000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,8401,8.401000,0.001,0.087,4,nan,-nan(ind),-nan(ind)
taylor,8551,8.551000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,8701,8.701000,0.001,0.088,4,nan,-nan(ind),-nan(ind)
taylor,8851,8.851000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,9001,9.001000,0.001,0.089,4,nan,-nan(ind),-nan(ind)
taylor,9151,9.151000,0.001,0.045,4,nan,-nan(ind),-nan(ind)
taylor,9301,9.301000,0.001,0.087,4,nan,-nan(ind),-nan(ind)
taylor,9451,9.451000,0.001,0.094,4,nan,-nan(ind),-nan(ind)
taylor,9601,9.601000,0.001,0.043,4,nan,-nan(ind),-nan(ind)
taylor,9751,9.751000,0.001,0.058,4,nan,-nan(ind),-nan(ind)
taylor,9901,9.901000,0.001,0.086,4,nan,-nan(ind),-nan(ind)
taylor,10051,10.051000,0.001,0.085,4,nan,-nan(ind),-nan(ind)
taylor,10201,10.201000,0.001,0.046,4,nan,-nan(ind),-nan(ind)
taylor,10351,10.351000,0.001,0.045,4,nan,-nan(ind),-nan(ind)
taylor,10501,10.501000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,10651,10.651000,0.001,0.078,4,nan,-nan(ind),-nan(ind)
taylor,10801,10.801000,0.001,0.102,4,nan,-nan(ind),-nan(ind)
taylor,10951,10.951000,0.001,0.044,4,nan,-nan(ind),-nan(ind)
taylor,11101,11.101000,0.001,0.086,4,nan,-nan(ind),-nan(ind)
taylor,11251,11.251000,0.001,0.043,4,nan,-nan(ind),-nan(ind)
taylor,11401,11.401000,0.001,0.043,4,nan,-nan(ind),-nan(ind)
taylor,11551,11.551000,0.001,0.079,4,nan,-nan(ind),-nan(ind)
taylor,11701,11.701000,0.001,0.090,4,nan,-nan(ind),-nan(ind)
taylor,11851,11.851000,0.001,0.077,4,nan,-nan(ind),-nan(ind)
taylor,12001,12.001000,0.001,0.086,4,nan,-nan(ind),-nan(ind)
taylor,12151,12.151000,0.001,0.077,4,nan,-nan(ind),-nan(ind)
taylor,12301,12.301000,0.001,0.091,4,nan,-nan(ind),-nan(ind)
taylor,12451,12.451000,0.001,0.109,4,nan,-nan(ind),-nan(ind)
taylor,12601,12.601000,0.001,0.088,4,nan,-nan(ind),-nan(ind)
taylor,12751,12.751000,0.001,0.046,4,nan,-nan(ind),-nan(ind)
taylor,12901,12.901000,0.001,0.045,4,nan,-nan(ind),-nan(ind)
taylor,13051,13.051000,0.001,0.084,4,nan,-nan(ind),-nan(ind)
taylor,13201,13.201000,0.001,0.086,4,nan,-nan(ind),-nan(ind)
taylor,13351,13.351000,0.001,0.089,4,nan,-nan(ind),-nan(ind)
taylor,13501,13.501000,0.001,0.085,4,nan,-nan(ind),-nan(ind)
taylor,13651,13.651000,0.001,0.085,4,nan,-nan(ind),-nan(ind)
taylor,13801,13.801000,0.001,0.074,4,nan,-nan(ind),-nan(ind)
taylor,13951,13.951000,0.001,0.087,4,nan,-nan(ind),-nan(ind)
taylor,14101,14.101000,0.001,0.044,4,nan,-nan(ind),-nan(ind)
taylor,14251,14.251000,0.001,0.080,4,nan,-nan(ind),-nan(ind)
taylor,14401,14.401000,0.001,0.043,4,nan,-nan(ind),-nan(ind)
taylor,14551,14.551000,0.001,0.070,4,nan,-nan(ind),-nan(ind)
taylor,14701,14.701000,0.001,0.043,4,nan,-nan(ind),-nan(ind)
taylor,14851,14.851000,0.001,0.086,4,nan,-nan(ind),-nan(ind)
taylor,15000,15.000000,0.001,0.089,4,nan,-nan(ind),-nan(ind)
