method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000010,1e-05,2.002,6,1.110223e-15,7.836294e-16,6.140751e-31,7,1.707001e-14
cheb,1001,0.010010,1e-05,0.054,6,3.022027e-13,1.638941e-13,2.686128e-26,7,1.707001e-14
cheb,2001,0.020010,1e-05,0.062,6,6.057377e-13,3.219833e-13,1.036733e-25,7,1.707001e-14
cheb,3001,0.030010,1e-05,0.054,6,9.141576e-13,4.808316e-13,2.311991e-25,7,1.707001e-14
cheb,4001,0.040010,1e-05,0.053,6,1.221689e-12,6.376572e-13,4.066067e-25,7,1.707001e-14
cheb,5001,0.050010,1e-05,0.053,6,1.530998e-12,7.948352e-13,6.317630e-25,7,1.707001e-14
cheb,6001,0.060010,1e-05,0.055,6,1.838751e-12,9.509167e-13,9.042425e-25,7,1.707001e-14
cheb,7001,0.070010,1e-05,0.054,6,2.145839e-12,1.106404e-12,1.224130e-24,7,1.707001e-14
cheb,8001,0.080010,1e-05,0.053,6,2.450484e-12,1.261267e-12,1.590794e-24,7,1.707001e-14
cheb,9001,0.090010,1e-05,0.056,6,2.761569e-12,1.417105e-12,2.008187e-24,7,1.707001e-14
cheb,10001,0.100010,1e-05,0.053,6,3.072209e-12,1.572184e-12,2.471762e-24,7,1.707001e-14
cheb,11001,0.110010,1e-05,0.054,6,3.375300e-12,1.723706e-12,2.971163e-24,7,1.707001e-14
cheb,12001,0.120010,1e-05,0.056,6,3.663514e-12,1.866990e-12,3.485653e-24,7,1.707001e-14
cheb,13001,0.130010,1e-05,0.054,6,3.947065e-12,2.007760e-12,4.031099e-24,7,1.707001e-14
cheb,14001,0.140010,1e-05,0.056,6,4.225953e-12,2.144863e-12,4.600437e-24,7,1.707001e-14
cheb,15001,0.150010,1e-05,0.058,6,4.510614e-12,2.285582e-12,5.223884e-24,7,1.707001e-14
cheb,16001,0.160010,1e-05,0.058,6,4.804157e-12,2.429345e-12,5.901719e-24,7,1.707001e-14
cheb,17001,0.170010,1e-05,0.058,6,5.101919e-12,2.577484e-12,6.643423e-24,7,1.707001e-14
cheb,18001,0.180010,1e-05,0.056,6,5.396794e-12,2.723396e-12,7.416887e-24,7,1.707001e-14
