method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
taylor,1,0.000010,1e-05,0.184,6,2.220446e-16,1.221073e-15,1.491019e-30
taylor,15001,0.150010,1e-05,0.128,6,3.008704e-14,5.808096e-13,3.373398e-25
taylor,30001,0.300010,1e-05,0.130,6,3.752554e-14,8.312905e-12,6.910438e-23
taylor,45001,0.450010,1e-05,0.129,6,2.498002e-14,1.601030e-11,2.563296e-22
taylor,60001,0.600010,1e-05,0.207,6,3.608225e-14,4.489349e-12,2.015425e-23
taylor,75001,0.750010,1e-05,0.133,6,3.241851e-14,3.894732e-11,1.516894e-21
taylor,90001,0.900010,1e-05,0.121,6,3.053113e-14,7.332147e-11,5.376038e-21
taylor,105001,1.050010,1e-05,0.122,6,4.174439e-14,7.950798e-11,6.321518e-21
taylor,120001,1.200010,1e-05,0.127,6,3.341771e-14,2.962729e-11,8.777762e-22
taylor,135001,1.350010,1e-05,0.128,6,3.308465e-14,2.019562e-11,4.078631e-22
taylor,150001,1.500010,1e-05,0.121,6,3.408385e-14,7.001182e-11,4.901655e-21
taylor,165001,1.650010,1e-05,0.105,6,3.341771e-14,1.198845e-10,1.437229e-20
taylor,180001,1.800010,1e-05,0.122,6,3.541611e-14,1.696631e-10,2.878558e-20
taylor,195001,1.950010,1e-05,0.130,6,2.908784e-14,2.192946e-10,4.809013e-20
taylor,210001,2.100010,1e-05,0.130,6,2.664535e-14,2.688091e-10,7.225833e-20
taylor,225001,2.250010,1e-05,0.124,6,2.076117e-14,3.184354e-10,1.014011e-19
taylor,240001,2.400010,1e-05,0.119,6,1.776357e-14,3.682211e-10,1.355868e-19
taylor,255001,2.550010,1e-05,0.121,6,1.876277e-14,4.180484e-10,1.747644e-19
taylor,270001,2.700010,1e-05,0.130,6,1.498801e-14,4.678810e-10,2.189126e-19
taylor,285001,2.850010,1e-05,0.121,6,1.543210e-14,5.177288e-10,2.680431e-19
taylor,300001,3.000010,1e-05,0.121,6,1.587619e-14,5.676071e-10,3.221778e-19
taylor,315001,3.150010,1e-05,0.121,6,1.187939e-14,6.174769e-10,3.812778e-19
taylor,330001,3.300010,1e-05,0.110,6,2.087219e-14,6.673029e-10,4.452931e-19
taylor,345001,3.450010,1e-05,0.128,6,1.088019e-14,7.170914e-10,5.142201e-19
taylor,360001,3.600010,1e-05,0.134,6,2.242651e-14,7.668725e-10,5.880935e-19
taylor,375001,3.750010,1e-05,0.120,6,1.276756e-14,8.166523e-10,6.669210e-19
taylor,390001,3.900010,1e-05,0.126,6,2.042810e-14,8.664222e-10,7.506874e-19
taylor,405001,4.050010,1e-05,0.111,6,1.565414e-14,8.038139e-10,6.461167e-19
taylor,420001,4.200010,1e-05,0.142,6,5.107026e-15,5.166160e-10,2.668921e-19
