method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000001,1e-06,2.488,4,2.220446e-16,6.580848e-16,4.330756e-31,5,7.938331e-15
cheb,10001,0.010001,1e-06,0.084,4,4.710232e-12,2.362672e-12,5.582220e-24,5,7.938331e-15
cheb,20001,0.020001,1e-06,0.083,4,9.300782e-12,4.659312e-12,2.170919e-23,5,7.938331e-15
cheb,30001,0.030001,1e-06,0.074,4,1.377387e-11,6.898464e-12,4.758880e-23,5,7.938331e-15
cheb,40001,0.040001,1e-06,0.117,4,1.839595e-11,9.208427e-12,8.479512e-23,5,7.938331e-15
cheb,50001,0.050001,1e-06,0.120,4,2.293188e-11,1.147544e-11,1.316857e-22,5,7.938331e-15
cheb,60001,0.060001,1e-06,0.128,4,2.738765e-11,1.370299e-11,1.877719e-22,5,7.938331e-15
cheb,70001,0.070001,1e-06,0.122,4,3.203082e-11,1.602426e-11,2.567769e-22,5,7.938331e-15
cheb,80001,0.080001,1e-06,0.208,4,3.662404e-11,1.832062e-11,3.356450e-22,5,7.938331e-15
cheb,90001,0.090001,1e-06,0.121,4,4.122080e-11,2.061973e-11,4.251731e-22,5,7.938331e-15
cheb,100001,0.100001,1e-06,0.122,4,4.570211e-11,2.286000e-11,5.225798e-22,5,7.938331e-15
cheb,110001,0.110001,1e-06,0.114,4,5.029577e-11,2.515642e-11,6.328454e-22,5,7.938331e-15
cheb,120001,0.120001,1e-06,0.126,4,5.477463e-11,2.739606e-11,7.505440e-22,5,7.938331e-15
cheb,130001,0.130001,1e-06,0.066,4,5.935297e-11,2.968531e-11,8.812174e-22,5,7.938331e-15
cheb,140001,0.140001,1e-06,0.111,4,6.393397e-11,3.197553e-11,1.022435e-21,5,7.938331e-15
cheb,150001,0.150001,1e-06,0.060,4,6.852363e-11,3.427018e-11,1.174445e-21,5,7.938331e-15
cheb,160001,0.160001,1e-06,0.058,4,7.313306e-11,3.657536e-11,1.337757e-21,5,7.938331e-15
cheb,170001,0.170001,1e-06,0.113,4,7.766188e-11,3.883973e-11,1.508525e-21,5,7.938331e-15
cheb,180001,0.180001,1e-06,0.109,4,8.217449e-11,4.109638e-11,1.688912e-21,5,7.938331e-15
cheb,190001,0.190001,1e-06,0.104,4,8.679946e-11,4.340934e-11,1.884370e-21,5,7.938331e-15
cheb,200001,0.200001,1e-06,0.111,4,9.130119e-11,4.565947e-11,2.084787e-21,5,7.938331e-15
cheb,210001,0.210001,1e-06,0.063,4,9.593704e-11,4.797786e-11,2.301875e-21,5,7.938331e-15
cheb,220001,0.220001,1e-06,0.119,4,1.005007e-10,5.025963e-11,2.526030e-21,5,7.938331e-15
cheb,230001,0.230001,1e-06,0.121,4,1.050129e-10,5.251640e-11,2.757972e-21,5,7.938331e-15
cheb,240001,0.240001,1e-06,0.120,4,1.095457e-10,5.478245e-11,3.001117e-21,5,7.938331e-15
cheb,250001,0.250001,1e-06,0.117,4,1.141367e-10,5.707858e-11,3.257965e-21,5,7.938331e-15
cheb,260001,0.260001,1e-06,0.116,4,1.187352e-10,5.937555e-11,3.525456e-21,5,7.938331e-15
cheb,270001,0.270001,1e-06,0.116,4,1.233289e-10,6.168468e-11,3.805000e-21,5,7.938331e-15
cheb,280001,0.280001,1e-06,0.116,4,1.278784e-10,6.398574e-11,4.094175e-21,5,7.938331e-15
cheb,290001,0.290001,1e-06,0.116,4,1.323659e-10,6.626733e-11,4.391358e-21,5,7.938331e-15
cheb,300001,0.300001,1e-06,0.115,4,1.368825e-10,6.857571e-11,4.702629e-21,5,7.938331e-15
cheb,310001,0.310001,1e-06,0.115,4,1.414620e-10,7.092377e-11,5.030181e-21,5,7.938331e-15
cheb,320001,0.320001,1e-06,0.116,4,1.459657e-10,7.324318e-11,5.364563e-21,5,7.938331e-15
cheb,330001,0.330001,1e-06,0.123,4,1.504739e-10,7.557345e-11,5.711346e-21,5,7.938331e-15
cheb,340001,0.340001,1e-06,0.125,4,1.550708e-10,7.795327e-11,6.076713e-21,5,7.938331e-15
