method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000100,0.0001,4.263,9,1.776357e-15,2.290585e-15,5.246779e-30,10,6.167106e-14
cheb,5001,0.500100,0.0001,0.273,9,9.506840e-12,5.219911e-12,2.724747e-23,10,6.167106e-14
cheb,10001,1.000100,0.0001,0.266,9,1.900768e-11,1.037327e-11,1.076046e-22,10,6.167106e-14
cheb,15001,1.500100,0.0001,0.471,9,2.850897e-11,1.551171e-11,2.406131e-22,10,6.167106e-14
cheb,20001,2.000100,0.0001,0.338,9,3.801026e-11,2.064099e-11,4.260504e-22,10,6.167106e-14
cheb,25001,2.500100,0.0001,0.290,9,4.751577e-11,2.565163e-11,6.580063e-22,10,6.167106e-14
cheb,30001,3.000100,0.0001,0.261,9,5.702039e-11,3.065095e-11,9.394808e-22,10,6.167106e-14
cheb,35001,3.500100,0.0001,0.289,9,6.652234e-11,3.563905e-11,1.270142e-21,10,6.167106e-14
cheb,40001,4.000100,0.0001,0.152,9,7.602519e-11,4.061305e-11,1.649420e-21,10,6.167106e-14
cheb,45001,4.500100,0.0001,0.278,9,8.553047e-11,4.572464e-11,2.090743e-21,10,6.167106e-14
cheb,50001,5.000100,0.0001,0.289,9,9.503065e-11,5.082626e-11,2.583308e-21,10,6.167106e-14
cheb,55001,5.500100,0.0001,0.278,9,1.045388e-10,5.592391e-11,3.127484e-21,10,6.167106e-14
cheb,60001,6.000100,0.0001,0.285,9,1.140386e-10,6.101435e-11,3.722750e-21,10,6.167106e-14
cheb,65001,6.500100,0.0001,0.282,9,1.235472e-10,6.611031e-11,4.370574e-21,10,6.167106e-14
cheb,70001,7.000100,0.0001,0.281,9,1.330442e-10,7.121380e-11,5.071406e-21,10,6.167106e-14
cheb,75001,7.500100,0.0001,0.279,9,1.425500e-10,7.633777e-11,5.827455e-21,10,6.167106e-14
cheb,80001,8.000100,0.0001,0.280,9,1.520521e-10,8.147180e-11,6.637653e-21,10,6.167106e-14
cheb,85001,8.500100,0.0001,0.284,9,1.615592e-10,8.660927e-11,7.501165e-21,10,6.167106e-14
cheb,90001,9.000100,0.0001,0.256,9,1.710641e-10,9.174612e-11,8.417351e-21,10,6.167106e-14
cheb,95001,9.500100,0.0001,0.277,9,1.805687e-10,9.687554e-11,9.384870e-21,10,6.167106e-14
cheb,100001,10.000100,0.0001,0.285,9,1.900731e-10,1.019865e-10,1.040125e-20,10,6.167106e-14
cheb,105001,10.500100,0.0001,0.153,9,1.995775e-10,1.070783e-10,1.146576e-20,10,6.167106e-14
cheb,110001,11.000100,0.0001,0.153,9,2.090794e-10,1.121588e-10,1.257959e-20,10,6.167106e-14
cheb,115001,11.500100,0.0001,0.294,9,2.185820e-10,1.172371e-10,1.374455e-20,10,6.167106e-14
cheb,120001,12.000100,0.0001,0.284,9,2.280871e-10,1.223163e-10,1.496127e-20,10,6.167106e-14
cheb,125001,12.500100,0.0001,0.153,9,2.375939e-10,1.273846e-10,1.622682e-20,10,6.167106e-14
cheb,130001,13.000100,0.0001,0.263,9,2.470930e-10,1.324424e-10,1.754098e-20,10,6.167106e-14
cheb,135001,13.500100,0.0001,0.280,9,2.565947e-10,1.374712e-10,1.889833e-20,10,6.167106e-14
cheb,140001,14.000100,0.0001,0.278,9,2.660985e-10,1.424638e-10,2.029595e-20,10,6.167106e-14
cheb,145001,14.500100,0.0001,0.271,9,2.756020e-10,1.474493e-10,2.174131e-20,10,6.167106e-14
cheb,150001,15.000100,0.0001,0.280,9,2.851075e-10,1.524456e-10,2.323967e-20,10,6.167106e-14
cheb,155001,15.500100,0.0001,0.255,9,2.946083e-10,1.574449e-10,2.478888e-20,10,6.167106e-14
cheb,160001,16.000100,0.0001,0.288,9,3.041105e-10,1.624418e-10,2.638735e-20,10,6.167106e-14
cheb,165001,16.500100,0.0001,0.287,9,3.136136e-10,1.674436e-10,2.803737e-20,10,6.167106e-14
cheb,170001,17.000100,0.0001,0.288,9,3.231193e-10,1.724530e-10,2.974005e-20,10,6.167106e-14
cheb,175001,17.500100,0.0001,0.153,9,3.326224e-10,1.774620e-10,3.149275e-20,10,6.167106e-14
cheb,180001,18.000100,0.0001,0.280,9,3.421277e-10,1.824649e-10,3.329344e-20,10,6.167106e-14
cheb,185001,18.500100,0.0001,0.281,9,3.516307e-10,1.874632e-10,3.514244e-20,10,6.167106e-14
cheb,190001,19.000100,0.0001,0.294,9,3.611309e-10,1.924635e-10,3.704220e-20,10,6.167106e-14
cheb,195001,19.500100,0.0001,0.282,9,3.706351e-10,1.974771e-10,3.899719e-20,10,6.167106e-14
cheb,200001,20.000100,0.0001,0.278,9,3.801415e-10,2.025122e-10,4.101119e-20,10,6.167106e-14
cheb,205001,20.500100,0.0001,0.245,9,3.896470e-10,2.075586e-10,4.308056e-20,10,6.167106e-14
cheb,210001,21.000100,0.0001,0.282,9,3.991527e-10,2.126121e-10,4.520392e-20,10,6.167106e-14
cheb,215001,21.500100,0.0001,0.152,9,4.086593e-10,2.176829e-10,4.738583e-20,10,6.167106e-14
cheb,220001,22.000100,0.0001,0.279,9,4.181671e-10,2.227804e-10,4.963112e-20,10,6.167106e-14
cheb,225001,22.500100,0.0001,0.295,9,4.276672e-10,2.278877e-10,5.193279e-20,10,6.167106e-14
cheb,230001,23.000100,0.0001,0.283,9,4.371714e-10,2.329896e-10,5.428417e-20,10,6.167106e-14
cheb,235001,23.500100,0.0001,0.160,9,4.466738e-10,2.380715e-10,5.667802e-20,10,6.167106e-14
cheb,240001,24.000100,0.0001,0.302,9,4.561804e-10,2.431291e-10,5.911175e-20,10,6.167106e-14
cheb,245001,24.500100,0.0001,0.203,9,4.656848e-10,2.481701e-10,6.158841e-20,10,6.167106e-14
