method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.000010,1e-05,0.264,4,2.220446e-16,1.194926e-15,1.427847e-30
rk4,15001,0.150010,1e-05,0.104,4,8.881784e-16,6.368888e-13,4.056273e-25
rk4,30001,0.300010,1e-05,0.131,4,1.221245e-15,8.080581e-12,6.529580e-23
rk4,45001,0.450010,1e-05,0.115,4,1.998401e-15,1.594208e-11,2.541500e-22
rk4,60001,0.600010,1e-05,0.112,4,2.220446e-16,4.407950e-12,1.943002e-23
rk4,75001,0.750010,1e-05,0.114,4,1.221245e-15,3.912779e-11,1.530984e-21
rk4,90001,0.900010,1e-05,0.106,4,2.220446e-16,7.385843e-11,5.455068e-21
rk4,105001,1.050010,1e-05,0.119,4,1.110223e-15,8.045287e-11,6.472664e-21
rk4,120001,1.200010,1e-05,0.108,4,2.442491e-15,3.095349e-11,9.581183e-22
rk4,135001,1.350010,1e-05,0.118,4,2.775558e-15,1.868797e-11,3.492401e-22
rk4,150001,1.500010,1e-05,0.098,4,1.998401e-15,6.857151e-11,4.702052e-21
rk4,165001,1.650010,1e-05,0.101,4,2.997602e-15,1.185291e-10,1.404915e-20
rk4,180001,1.800010,1e-05,0.100,4,1.776357e-15,1.683382e-10,2.833774e-20
rk4,195001,1.950010,1e-05,0.107,4,1.776357e-15,2.180565e-10,4.754864e-20
rk4,210001,2.100010,1e-05,0.119,4,2.220446e-15,2.678373e-10,7.173683e-20
rk4,225001,2.250010,1e-05,0.105,4,1.443290e-15,3.176820e-10,1.009218e-19
rk4,240001,2.400010,1e-05,0.094,4,1.221245e-15,3.675218e-10,1.350723e-19
rk4,255001,2.550010,1e-05,0.114,4,1.554312e-15,4.173986e-10,1.742216e-19
rk4,270001,2.700010,1e-05,0.108,4,1.221245e-15,4.671812e-10,2.182583e-19
rk4,285001,2.850010,1e-05,0.055,4,2.109424e-15,5.168327e-10,2.671160e-19
