method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.100000,0.1,0.330,4,8.260678e+02,2.806400e+01,7.875882e+02
rk4,2,0.200000,0.1,0.101,4,2.223192e+06,1.490796e+03,2.222472e+06
rk4,3,0.300000,0.1,0.109,4,4.075429e+18,2.018769e+09,4.075429e+18
rk4,4,0.400000,0.1,0.113,4,2.893865e+34,1.701136e+17,2.893865e+34
rk4,5,0.500000,0.1,0.118,4,2.333948e+50,1.527726e+25,2.333948e+50
rk4,6,0.600000,0.1,0.115,4,2.027181e+66,1.423791e+33,2.027181e+66
rk4,7,0.700000,0.1,0.121,4,1.840651e+82,1.356706e+41,1.840651e+82
rk4,8,0.800000,0.1,0.078,4,1.718689e+98,1.310988e+49,1.718689e+98
rk4,9,0.900000,0.1,0.119,4,1.634815e+114,1.278599e+57,1.634815e+114
rk4,10,1.000000,0.1,0.117,4,1.575157e+130,1.255052e+65,1.575157e+130
