method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
taylor,1,0.000010,1e-05,0.065,4,1.443290e-15,1.702876e-15,2.899786e-30
taylor,1001,0.010010,1e-05,0.031,4,4.440892e-16,4.426794e-14,1.959650e-27
taylor,2001,0.020010,1e-05,0.031,4,2.553513e-15,7.283848e-14,5.305445e-27
taylor,3001,0.030010,1e-05,0.031,4,3.108624e-15,9.917003e-14,9.834694e-27
taylor,4001,0.040010,1e-05,0.031,4,7.549517e-15,1.305742e-13,1.704963e-26
taylor,5001,0.050010,1e-05,0.033,4,1.698641e-14,1.642983e-13,2.699392e-26
taylor,6001,0.060010,1e-05,0.031,4,5.329071e-14,1.952990e-13,3.814172e-26
taylor,7001,0.070010,1e-05,0.030,4,9.237056e-14,2.317612e-13,5.371323e-26
taylor,8001,0.080010,1e-05,0.031,4,1.137979e-13,2.615539e-13,6.841043e-26
taylor,9001,0.090010,1e-05,0.031,4,1.056932e-13,2.819586e-13,7.950063e-26
taylor,10001,0.100010,1e-05,0.031,4,7.960299e-14,2.996268e-13,8.977622e-26
taylor,11001,0.110010,1e-05,0.031,4,4.785061e-14,3.167444e-13,1.003270e-25
taylor,12001,0.120010,1e-05,0.031,4,2.031708e-14,3.361747e-13,1.130134e-25
taylor,13001,0.130010,1e-05,0.031,4,5.995204e-15,3.534768e-13,1.249458e-25
taylor,14001,0.140010,1e-05,0.031,4,3.153033e-14,3.682732e-13,1.356251e-25
taylor,15001,0.150010,1e-05,0.031,4,5.551115e-14,3.843321e-13,1.477112e-25
taylor,16001,0.160010,1e-05,0.031,4,6.572520e-14,3.973537e-13,1.578900e-25
taylor,17001,0.170010,1e-05,0.031,4,6.505907e-14,4.103548e-13,1.683911e-25
taylor,18001,0.180010,1e-05,0.031,4,5.795364e-14,4.252210e-13,1.808129e-25
taylor,19001,0.190010,1e-05,0.031,4,4.574119e-14,4.432053e-13,1.964310e-25
taylor,20001,0.200010,1e-05,0.031,4,3.330669e-14,4.624476e-13,2.138578e-25
