method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000010,1e-05,0.364,6,4.440892e-16,1.517050e-15,2.301441e-30,7,1.372421e-14
cheb,50001,0.500010,1e-05,0.317,6,3.702327e-11,1.853072e-11,3.433877e-22,7,1.372421e-14
cheb,100001,1.000010,1e-05,0.188,6,7.367107e-11,3.686603e-11,1.359104e-21,7,1.372421e-14
cheb,150001,1.500010,1e-05,0.170,6,1.103273e-10,5.520050e-11,3.047095e-21,7,1.372421e-14
cheb,200001,2.000010,1e-05,0.188,6,1.469931e-10,7.357763e-11,5.413668e-21,7,1.372421e-14
cheb,250001,2.500010,1e-05,0.164,6,1.836842e-10,9.198717e-11,8.461639e-21,7,1.372421e-14
cheb,300001,3.000010,1e-05,0.103,6,2.203566e-10,1.103895e-10,1.218584e-20,7,1.372421e-14
cheb,350001,3.500010,1e-05,0.208,6,2.570129e-10,1.287933e-10,1.658773e-20,7,1.372421e-14
cheb,400001,4.000010,1e-05,0.216,6,2.936746e-10,1.472014e-10,2.166824e-20,7,1.372421e-14
cheb,450001,4.500010,1e-05,0.214,6,3.303577e-10,1.652366e-10,2.730312e-20,7,1.372421e-14
cheb,500001,5.000010,1e-05,0.193,6,3.670164e-10,1.836529e-10,3.372840e-20,7,1.372421e-14
cheb,550001,5.500010,1e-05,0.186,6,4.035932e-10,2.023221e-10,4.093424e-20,7,1.372421e-14
cheb,600001,6.000010,1e-05,0.104,6,4.402347e-10,2.212303e-10,4.894282e-20,7,1.372421e-14
cheb,650001,6.500010,1e-05,0.187,6,4.767997e-10,2.402750e-10,5.773206e-20,7,1.372421e-14
cheb,700001,7.000010,1e-05,0.197,6,5.134855e-10,2.595088e-10,6.734481e-20,7,1.372421e-14
cheb,750001,7.500010,1e-05,0.182,6,5.501699e-10,2.788494e-10,7.775696e-20,7,1.372421e-14
cheb,800001,8.000010,1e-05,0.179,6,5.868119e-10,2.982291e-10,8.894059e-20,7,1.372421e-14
cheb,850001,8.500010,1e-05,0.094,6,6.234935e-10,3.176558e-10,1.009052e-19,7,1.372421e-14
cheb,900001,9.000010,1e-05,0.090,6,6.601628e-10,3.371110e-10,1.136438e-19,7,1.372421e-14
cheb,950001,9.500010,1e-05,0.086,6,6.968646e-10,3.566477e-10,1.271976e-19,7,1.372421e-14
cheb,1000001,10.000010,1e-05,0.090,6,7.335232e-10,3.762281e-10,1.415476e-19,7,1.372421e-14
cheb,1050001,10.500010,1e-05,0.171,6,7.701857e-10,3.958613e-10,1.567062e-19,7,1.372421e-14
cheb,1100001,11.000010,1e-05,0.095,6,8.068630e-10,4.155369e-10,1.726710e-19,7,1.372421e-14
cheb,1150001,11.500010,1e-05,0.095,6,8.435486e-10,4.352561e-10,1.894479e-19,7,1.372421e-14
cheb,1200001,12.000010,1e-05,0.090,6,8.802077e-10,4.549961e-10,2.070215e-19,7,1.372421e-14
cheb,1250001,12.500010,1e-05,0.090,6,9.169214e-10,4.747934e-10,2.254287e-19,7,1.372421e-14
cheb,1300001,13.000010,1e-05,0.094,6,9.535859e-10,4.945830e-10,2.446124e-19,7,1.372421e-14
cheb,1350001,13.500010,1e-05,0.090,6,9.901810e-10,5.143482e-10,2.645540e-19,7,1.372421e-14
cheb,1400001,14.000010,1e-05,0.090,6,1.026838e-09,5.341421e-10,2.853078e-19,7,1.372421e-14
cheb,1450001,14.500010,1e-05,0.095,6,1.063193e-09,5.537847e-10,3.066775e-19,7,1.372421e-14
