method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000010,1e-05,0.952,6,4.440892e-16,1.517050e-15,2.301441e-30,7,1.372421e-14
cheb,1001,0.010010,1e-05,0.071,6,7.553957e-13,3.806505e-13,1.448948e-25,7,1.372421e-14
cheb,2001,0.020010,1e-05,0.071,6,1.511014e-12,7.590760e-13,5.761963e-25,7,1.372421e-14
cheb,3001,0.030010,1e-05,0.071,6,2.266409e-12,1.137653e-12,1.294254e-24,7,1.372421e-14
cheb,4001,0.040010,1e-05,0.069,6,3.023137e-12,1.516019e-12,2.298313e-24,7,1.372421e-14
cheb,5001,0.050010,1e-05,0.071,6,3.774758e-12,1.892283e-12,3.580733e-24,7,1.372421e-14
cheb,6001,0.060010,1e-05,0.077,6,4.522382e-12,2.266974e-12,5.139173e-24,7,1.372421e-14
cheb,7001,0.070010,1e-05,0.070,6,5.267564e-12,2.641087e-12,6.975342e-24,7,1.372421e-14
cheb,8001,0.080010,1e-05,0.099,6,6.014966e-12,3.012985e-12,9.078077e-24,7,1.372421e-14
cheb,9001,0.090010,1e-05,0.070,6,6.759482e-12,3.385870e-12,1.146412e-23,7,1.372421e-14
cheb,10001,0.100010,1e-05,0.070,6,7.505108e-12,3.760100e-12,1.413836e-23,7,1.372421e-14
cheb,11001,0.110010,1e-05,0.070,6,8.248957e-12,4.132653e-12,1.707882e-23,7,1.372421e-14
cheb,12001,0.120010,1e-05,0.070,6,8.999024e-12,4.507499e-12,2.031755e-23,7,1.372421e-14
cheb,13001,0.130010,1e-05,0.071,6,9.744205e-12,4.881358e-12,2.382766e-23,7,1.372421e-14
cheb,14001,0.140010,1e-05,0.067,6,1.048583e-11,5.252384e-12,2.758754e-23,7,1.372421e-14
cheb,15001,0.150010,1e-05,0.067,6,1.123235e-11,5.625937e-12,3.165117e-23,7,1.372421e-14
