method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
taylor,1,0.000010,1e-05,0.080,4,1.443290e-15,1.702876e-15,2.899786e-30
taylor,50001,0.500010,1e-05,0.034,4,4.715117e-13,9.640886e-13,9.294669e-25
taylor,100001,1.000010,1e-05,0.034,4,1.281641e-12,2.447054e-12,5.988072e-24
taylor,150001,1.500010,1e-05,0.033,4,2.144285e-12,2.638097e-12,6.959553e-24
taylor,200001,2.000010,1e-05,0.034,4,3.376188e-12,2.783600e-12,7.748429e-24
taylor,250001,2.500010,1e-05,0.033,4,5.165868e-12,3.910970e-12,1.529568e-23
taylor,300001,3.000010,1e-05,0.033,4,6.254885e-12,5.266864e-12,2.773986e-23
taylor,350001,3.500010,1e-05,0.033,4,6.946332e-12,6.609705e-12,4.368820e-23
taylor,400001,4.000010,1e-05,0.034,4,7.659873e-12,7.930038e-12,6.288550e-23
taylor,450001,4.500010,1e-05,0.034,4,8.457568e-12,5.921175e-12,3.506032e-23
taylor,500001,5.000010,1e-05,0.034,4,9.032441e-12,1.203335e-11,1.448016e-22
taylor,550001,5.500010,1e-05,0.033,4,9.609202e-12,1.970624e-11,3.883359e-22
taylor,600001,6.000010,1e-05,0.033,4,9.527490e-12,2.773259e-11,7.690966e-22
taylor,650001,6.500010,1e-05,0.033,4,9.632961e-12,3.591507e-11,1.289893e-21
taylor,700001,7.000010,1e-05,0.035,4,1.042977e-11,4.432448e-11,1.964659e-21
taylor,750001,7.500010,1e-05,0.033,4,1.075051e-11,5.267452e-11,2.774605e-21
taylor,800001,8.000010,1e-05,0.033,4,1.040390e-11,6.083411e-11,3.700789e-21
taylor,850001,8.500010,1e-05,0.034,4,9.881762e-12,6.861050e-11,4.707401e-21
taylor,900001,9.000010,1e-05,0.034,4,1.044798e-11,7.648178e-11,5.849462e-21
taylor,950001,9.500010,1e-05,0.034,4,1.169542e-11,8.478965e-11,7.189284e-21
taylor,1000001,10.000010,1e-05,0.057,4,1.290101e-11,9.333852e-11,8.712080e-21
taylor,1050001,10.500010,1e-05,0.034,4,1.375855e-11,1.019271e-10,1.038914e-20
taylor,1100001,11.000010,1e-05,0.034,4,1.462164e-11,1.104226e-10,1.219315e-20
taylor,1150001,11.500010,1e-05,0.035,4,1.526645e-11,1.189155e-10,1.414089e-20
taylor,1200001,12.000010,1e-05,0.033,4,1.571110e-11,1.274061e-10,1.623232e-20
taylor,1250001,12.500010,1e-05,0.033,4,1.621603e-11,1.358694e-10,1.846049e-20
taylor,1300001,13.000010,1e-05,0.034,4,1.626999e-11,1.442843e-10,2.081795e-20
taylor,1350001,13.500010,1e-05,0.034,4,1.656530e-11,1.526190e-10,2.329255e-20
taylor,1400001,14.000010,1e-05,0.034,4,1.663103e-11,1.609496e-10,2.590478e-20
taylor,1450001,14.500010,1e-05,0.034,4,1.669798e-11,1.692119e-10,2.863268e-20
taylor,1500001,15.000010,1e-05,0.038,4,1.689393e-11,1.774839e-10,3.150055e-20
taylor,1550001,15.500010,1e-05,0.034,4,1.678957e-11,1.857370e-10,3.449824e-20
taylor,1600001,16.000010,1e-05,0.034,4,1.652634e-11,1.940512e-10,3.765589e-20
taylor,1650001,16.500010,1e-05,0.064,4,1.650335e-11,2.022666e-10,4.091178e-20
taylor,1700001,17.000010,1e-05,0.033,4,1.632239e-11,2.104333e-10,4.428215e-20
taylor,1750001,17.500010,1e-05,0.033,4,1.644695e-11,2.186157e-10,4.779283e-20
taylor,1800001,18.000010,1e-05,0.033,4,1.625644e-11,2.267848e-10,5.143136e-20
taylor,1850001,18.500010,1e-05,0.033,4,1.591782e-11,2.348440e-10,5.515172e-20
taylor,1900001,19.000010,1e-05,0.033,4,1.589828e-11,2.428919e-10,5.899646e-20
taylor,1950001,19.500010,1e-05,0.033,4,1.606759e-11,2.510108e-10,6.300644e-20
taylor,2000001,20.000010,1e-05,0.033,4,1.584233e-11,2.591494e-10,6.715841e-20
taylor,2050001,20.500010,1e-05,0.034,4,1.570244e-11,2.672246e-10,7.140901e-20
taylor,2100001,21.000010,1e-05,0.035,4,1.561173e-11,2.752696e-10,7.577334e-20
taylor,2150001,21.500010,1e-05,0.033,4,1.529687e-11,2.832986e-10,8.025811e-20
taylor,2200001,22.000010,1e-05,0.032,4,1.550227e-11,2.913760e-10,8.489997e-20
taylor,2250001,22.500010,1e-05,0.033,4,1.500744e-11,2.994598e-10,8.967616e-20
taylor,2300001,23.000010,1e-05,0.033,4,1.478484e-11,3.075713e-10,9.460013e-20
