method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.000100,0.0001,0.176,4,1.110223e-15,2.086175e-15,4.352127e-30
rk4,501,0.050100,0.0001,0.085,4,7.771561e-16,1.312514e-13,1.722694e-26
rk4,1001,0.100100,0.0001,0.100,4,8.881784e-16,1.937924e-13,3.755549e-26
rk4,1501,0.150100,0.0001,0.103,4,1.776357e-15,2.681303e-13,7.189386e-26
rk4,2001,0.200100,0.0001,0.057,4,7.771561e-16,3.405042e-13,1.159431e-25
rk4,2501,0.250100,0.0001,0.080,4,1.110223e-15,4.218234e-13,1.779350e-25
rk4,3001,0.300100,0.0001,0.050,4,4.440892e-16,4.983676e-13,2.483703e-25
rk4,3501,0.350100,0.0001,0.048,4,1.332268e-15,5.752336e-13,3.308937e-25
rk4,4001,0.400100,0.0001,0.048,4,1.110223e-15,6.510460e-13,4.238608e-25
rk4,4501,0.450100,0.0001,0.051,4,1.554312e-15,7.276807e-13,5.295191e-25
rk4,5001,0.500100,0.0001,0.060,4,4.440892e-16,8.049948e-13,6.480166e-25
rk4,5501,0.550100,0.0001,0.050,4,1.998401e-15,8.827052e-13,7.791685e-25
rk4,6001,0.600100,0.0001,0.047,4,2.220446e-16,9.607573e-13,9.230547e-25
rk4,6501,0.650100,0.0001,0.049,4,4.440892e-16,1.039624e-12,1.080819e-24
rk4,7001,0.700100,0.0001,0.049,4,1.110223e-15,1.118578e-12,1.251216e-24
rk4,7501,0.750100,0.0001,0.075,4,4.440892e-16,1.198496e-12,1.436393e-24
rk4,8001,0.800100,0.0001,0.051,4,9.992007e-16,1.278419e-12,1.634355e-24
rk4,8501,0.850100,0.0001,0.050,4,1.776357e-15,1.358815e-12,1.846377e-24
rk4,9001,0.900100,0.0001,0.052,4,6.661338e-16,1.439019e-12,2.070777e-24
rk4,9501,0.950100,0.0001,0.084,4,2.220446e-15,1.519251e-12,2.308123e-24
rk4,10001,1.000100,0.0001,0.051,4,6.661338e-16,1.599697e-12,2.559031e-24
rk4,10501,1.050100,0.0001,0.050,4,2.220446e-16,1.680158e-12,2.822932e-24
rk4,11001,1.100100,0.0001,0.051,4,1.554312e-15,1.760945e-12,3.100929e-24
rk4,11501,1.150100,0.0001,0.048,4,1.554312e-15,1.841667e-12,3.391738e-24
rk4,12001,1.200100,0.0001,0.050,4,4.440892e-16,1.922344e-12,3.695406e-24
rk4,12501,1.250100,0.0001,0.049,4,2.220446e-16,2.003420e-12,4.013690e-24
rk4,13001,1.300100,0.0001,0.045,4,1.332268e-15,2.084305e-12,4.344327e-24
rk4,13501,1.350100,0.0001,0.053,4,2.220446e-16,2.165282e-12,4.688446e-24
rk4,14001,1.400100,0.0001,0.093,4,1.554312e-15,2.246525e-12,5.046873e-24
rk4,14501,1.450100,0.0001,0.052,4,1.554312e-15,2.328037e-12,5.419754e-24
rk4,15001,1.500100,0.0001,0.051,4,5.551115e-16,2.409062e-12,5.803580e-24
rk4,15501,1.550100,0.0001,0.064,4,1.998401e-15,2.490020e-12,6.200198e-24
rk4,16001,1.600100,0.0001,0.048,4,8.881784e-16,2.571292e-12,6.611540e-24
rk4,16501,1.650100,0.0001,0.095,4,1.110223e-15,2.652422e-12,7.035344e-24
rk4,17001,1.700100,0.0001,0.062,4,3.330669e-15,2.733566e-12,7.472382e-24
rk4,17501,1.750100,0.0001,0.048,4,1.110223e-15,2.815141e-12,7.925019e-24
rk4,18001,1.800100,0.0001,0.049,4,1.110223e-15,2.896984e-12,8.392517e-24
rk4,18501,1.850100,0.0001,0.045,4,2.664535e-15,2.978043e-12,8.868739e-24
rk4,19001,1.900100,0.0001,0.089,4,1.110223e-15,3.058940e-12,9.357116e-24
rk4,19501,1.950100,0.0001,0.155,4,7.771561e-16,3.140195e-12,9.860822e-24
rk4,20001,2.000100,0.0001,0.056,4,1.332268e-15,3.220686e-12,1.037282e-23
rk4,20501,2.050100,0.0001,0.051,4,2.220446e-16,3.318611e-12,1.101318e-23
rk4,21001,2.100100,0.0001,0.045,4,6.661338e-16,3.417059e-12,1.167629e-23
rk4,21501,2.150100,0.0001,0.080,4,4.440892e-16,3.516353e-12,1.236474e-23
rk4,22001,2.200100,0.0001,0.055,4,1.110223e-15,3.615306e-12,1.307044e-23
rk4,22501,2.250100,0.0001,0.051,4,8.881784e-16,3.714317e-12,1.379615e-23
rk4,23001,2.300100,0.0001,0.051,4,1.110223e-15,3.813576e-12,1.454336e-23
rk4,23501,2.350100,0.0001,0.049,4,2.664535e-15,3.912481e-12,1.530750e-23
rk4,24001,2.400100,0.0001,0.080,4,2.220446e-15,4.012204e-12,1.609778e-23
rk4,24501,2.450100,0.0001,0.052,4,6.661338e-16,4.111506e-12,1.690448e-23
rk4,25001,2.500100,0.0001,0.050,4,1.554312e-15,4.210778e-12,1.773065e-23
rk4,25501,2.550100,0.0001,0.091,4,2.664535e-15,4.308888e-12,1.856652e-23
rk4,26001,2.600100,0.0001,0.052,4,1.443290e-15,4.407087e-12,1.942242e-23
rk4,26501,2.650100,0.0001,0.052,4,1.776357e-15,4.506563e-12,2.030911e-23
rk4,27001,2.700100,0.0001,0.051,4,1.998401e-15,4.604013e-12,2.119693e-23
rk4,27501,2.750100,0.0001,0.050,4,2.220446e-15,4.701860e-12,2.210748e-23
rk4,28001,2.800100,0.0001,0.050,4,1.998401e-15,4.800402e-12,2.304386e-23
rk4,28501,2.850100,0.0001,0.051,4,8.881784e-16,4.897136e-12,2.398194e-23
rk4,29001,2.900100,0.0001,0.047,4,2.886580e-15,4.994260e-12,2.494263e-23
rk4,29501,2.950100,0.0001,0.051,4,6.661338e-16,5.090303e-12,2.591119e-23
rk4,30001,3.000100,0.0001,0.045,4,8.881784e-16,5.187297e-12,2.690805e-23
rk4,30501,3.050100,0.0001,0.058,4,1.332268e-15,5.281271e-12,2.789182e-23
rk4,31001,3.100100,0.0001,0.049,4,8.881784e-16,5.377750e-12,2.892019e-23
rk4,31501,3.150100,0.0001,0.096,4,4.440892e-16,5.471934e-12,2.994206e-23
rk4,32001,3.200100,0.0001,0.049,4,2.220446e-15,5.565942e-12,3.097971e-23
rk4,32501,3.250100,0.0001,0.048,4,1.776357e-15,5.660122e-12,3.203698e-23
rk4,33001,3.300100,0.0001,0.055,4,1.998401e-15,5.752903e-12,3.309589e-23
rk4,33501,3.350100,0.0001,0.050,4,1.776357e-15,5.845820e-12,3.417362e-23
rk4,34001,3.400100,0.0001,0.051,4,1.332268e-15,5.939029e-12,3.527207e-23
rk4,34501,3.450100,0.0001,0.052,4,1.998401e-15,6.030659e-12,3.636885e-23
rk4,35001,3.500100,0.0001,0.050,4,4.440892e-16,6.122741e-12,3.748796e-23
rk4,35501,3.550100,0.0001,0.050,4,3.330669e-15,6.213792e-12,3.861121e-23
rk4,36001,3.600100,0.0001,0.057,4,1.332268e-15,6.303692e-12,3.973653e-23
rk4,36501,3.650100,0.0001,0.087,4,3.774758e-15,6.393664e-12,4.087894e-23
rk4,37001,3.700100,0.0001,0.080,4,3.552714e-15,6.484311e-12,4.204629e-23
rk4,37501,3.750100,0.0001,0.105,4,2.664535e-15,6.574561e-12,4.322485e-23
rk4,38001,3.800100,0.0001,0.050,4,4.662937e-15,6.663594e-12,4.440349e-23
rk4,38501,3.850100,0.0001,0.049,4,4.884981e-15,6.752154e-12,4.559159e-23
rk4,39001,3.900100,0.0001,0.048,4,1.776357e-15,6.841064e-12,4.680015e-23
rk4,39501,3.950100,0.0001,0.087,4,1.998401e-15,6.929965e-12,4.802442e-23
rk4,40001,4.000100,0.0001,0.052,4,2.664535e-15,7.018022e-12,4.925263e-23
rk4,40501,4.050100,0.0001,0.051,4,2.664535e-15,7.055147e-12,4.977510e-23
rk4,41001,4.100100,0.0001,0.048,4,2.886580e-15,7.092440e-12,5.030270e-23
rk4,41501,4.150100,0.0001,0.051,4,1.776357e-15,7.128799e-12,5.081978e-23
rk4,42001,4.200100,0.0001,0.051,4,3.774758e-15,7.168005e-12,5.138030e-23
rk4,42501,4.250100,0.0001,0.050,4,5.551115e-16,7.206281e-12,5.193048e-23
rk4,43001,4.300100,0.0001,0.050,4,4.440892e-15,7.244805e-12,5.248720e-23
rk4,43501,4.350100,0.0001,0.084,4,8.881784e-16,7.284554e-12,5.306473e-23
rk4,44001,4.400100,0.0001,0.050,4,2.664535e-15,7.323646e-12,5.363578e-23
rk4,44501,4.450100,0.0001,0.050,4,1.332268e-15,7.364409e-12,5.423453e-23
rk4,45001,4.500100,0.0001,0.072,4,6.661338e-16,7.404335e-12,5.482418e-23
rk4,45501,4.550100,0.0001,0.051,4,1.776357e-15,7.445601e-12,5.543697e-23
rk4,46001,4.600100,0.0001,0.074,4,2.442491e-15,7.485650e-12,5.603496e-23
