method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel
rk4,1,0.100000,0.1,0.260,4,8.617406e+02,2.867968e+01,8.225242e+02
rk4,2,0.200000,0.1,0.122,4,2.574230e+08,1.604438e+04,2.574222e+08
rk4,3,0.300000,0.1,0.116,4,1.398840e+27,3.740107e+13,1.398840e+27
rk4,4,0.400000,0.1,0.122,4,8.198041e+45,9.054303e+22,8.198041e+45
rk4,5,0.500000,0.1,0.118,4,4.979865e+64,2.231561e+32,4.979865e+64
rk4,6,0.600000,0.1,0.119,4,3.092784e+83,5.561281e+41,3.092784e+83
rk4,7,0.700000,0.1,0.119,4,1.950063e+102,1.396447e+51,1.950063e+102
rk4,8,0.800000,0.1,0.118,4,1.243298e+121,3.526043e+60,1.243298e+121
rk4,9,0.900000,0.1,0.120,4,7.995227e+139,8.941603e+69,7.995227e+139
rk4,10,1.000000,0.1,0.118,4,5.176711e+158,2.275239e+79,5.176711e+158
rk4,11,1.100000,0.1,0.087,4,3.370374e+177,5.805492e+88,3.370374e+177
rk4,12,1.200000,0.1,0.066,4,2.204259e+196,1.484675e+98,2.204259e+196
rk4,13,1.300000,0.1,0.119,4,1.446960e+215,3.803893e+107,1.446960e+215
rk4,14,1.400000,0.1,0.066,4,9.527438e+233,9.760860e+116,9.527438e+233
rk4,15,1.500000,0.1,0.116,4,6.289143e+252,2.507816e+126,6.289143e+252
rk4,16,1.600000,0.1,0.117,4,4.160206e+271,6.449966e+135,4.160206e+271
rk4,17,1.700000,0.1,0.116,4,2.756725e+290,1.660339e+145,2.756725e+290
rk4,18,1.800000,0.1,0.119,4,inf,inf,inf
rk4,19,1.900000,0.1,0.118,4,inf,inf,inf
rk4,20,2.000000,0.1,0.118,4,inf,inf,inf
rk4,21,2.100000,0.1,0.119,4,inf,inf,inf
rk4,22,2.200000,0.1,0.113,4,inf,inf,inf
rk4,23,2.300000,0.1,0.068,4,inf,inf,inf
rk4,24,2.400000,0.1,0.066,4,inf,inf,inf
rk4,25,2.500000,0.1,0.113,4,inf,inf,inf
rk4,26,2.600000,0.1,0.117,4,inf,inf,inf
rk4,27,2.700000,0.1,0.107,4,inf,inf,inf
rk4,28,2.800000,0.1,0.113,4,inf,inf,inf
rk4,29,2.900000,0.1,0.797,4,inf,inf,inf
rk4,30,3.000000,0.1,0.118,4,inf,inf,inf
rk4,31,3.100000,0.1,0.118,4,inf,inf,inf
rk4,32,3.200000,0.1,0.119,4,inf,inf,inf
rk4,33,3.300000,0.1,0.119,4,inf,inf,inf
rk4,34,3.400000,0.1,0.118,4,inf,inf,inf
rk4,35,3.500000,0.1,0.117,4,nan,-nan(ind),-nan(ind)
rk4,36,3.600000,0.1,0.135,4,nan,-nan(ind),-nan(ind)
rk4,37,3.700000,0.1,0.117,4,nan,-nan(ind),-nan(ind)
rk4,38,3.800000,0.1,0.118,4,nan,-nan(ind),-nan(ind)
rk4,39,3.900000,0.1,0.066,4,nan,-nan(ind),-nan(ind)
rk4,40,4.000000,0.1,0.113,4,nan,-nan(ind),-nan(ind)
rk4,41,4.100000,0.1,0.103,4,nan,-nan(ind),-nan(ind)
rk4,42,4.200000,0.1,0.154,4,nan,-nan(ind),-nan(ind)
rk4,43,4.300000,0.1,0.135,4,nan,-nan(ind),-nan(ind)
rk4,44,4.400000,0.1,0.102,4,nan,-nan(ind),-nan(ind)
rk4,45,4.500000,0.1,0.144,4,nan,-nan(ind),-nan(ind)
rk4,46,4.600000,0.1,0.117,4,nan,-nan(ind),-nan(ind)
rk4,47,4.700000,0.1,0.103,4,nan,-nan(ind),-nan(ind)
rk4,48,4.800000,0.1,0.067,4,nan,-nan(ind),-nan(ind)
rk4,49,4.900000,0.1,0.107,4,nan,-nan(ind),-nan(ind)
rk4,50,5.000000,0.1,0.118,4,nan,-nan(ind),-nan(ind)
