method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.010000,0.01,1.098,32,9.370282e-14,2.423654e-13,5.874100e-26,33,3.270446e-12
cheb,2,0.020000,0.01,0.585,32,1.876277e-13,4.839500e-13,2.342076e-25,33,3.270446e-12
cheb,3,0.030000,0.01,1.065,32,2.811085e-13,7.257009e-13,5.266417e-25,33,3.270446e-12
cheb,4,0.040000,0.01,1.022,32,3.759215e-13,9.674110e-13,9.358840e-25,33,3.270446e-12
cheb,5,0.050000,0.01,1.024,32,4.687362e-13,1.208993e-12,1.461664e-24,33,3.270446e-12
cheb,6,0.060000,0.01,1.046,32,5.628831e-13,1.450677e-12,2.104464e-24,33,3.270446e-12
cheb,7,0.070000,0.01,0.730,32,6.563639e-13,1.692355e-12,2.864066e-24,33,3.270446e-12
cheb,8,0.080000,0.01,0.577,32,7.500667e-13,1.934175e-12,3.741033e-24,33,3.270446e-12
cheb,9,0.090000,0.01,0.572,32,8.455459e-13,2.175791e-12,4.734067e-24,33,3.270446e-12
cheb,10,0.100000,0.01,1.136,32,9.388046e-13,2.417815e-12,5.845830e-24,33,3.270446e-12
cheb,11,0.110000,0.01,1.078,32,1.032952e-12,2.659513e-12,7.073009e-24,33,3.270446e-12
cheb,12,0.120000,0.01,1.015,32,1.126210e-12,2.901353e-12,8.417850e-24,33,3.270446e-12
cheb,13,0.130000,0.01,0.585,32,1.220357e-12,3.143318e-12,9.880449e-24,33,3.270446e-12
cheb,14,0.140000,0.01,1.062,32,1.314504e-12,3.385306e-12,1.146029e-23,33,3.270446e-12
cheb,15,0.150000,0.01,0.573,32,1.407763e-12,3.627465e-12,1.315850e-23,33,3.270446e-12
cheb,16,0.160000,0.01,1.131,32,1.501688e-12,3.869615e-12,1.497392e-23,33,3.270446e-12
cheb,17,0.170000,0.01,0.545,32,1.596057e-12,4.111853e-12,1.690734e-23,33,3.270446e-12
cheb,18,0.180000,0.01,0.990,32,1.689093e-12,4.354172e-12,1.895881e-23,33,3.270446e-12
cheb,19,0.190000,0.01,0.661,32,1.781686e-12,4.596417e-12,2.112705e-23,33,3.270446e-12
cheb,20,0.200000,0.01,0.991,32,1.875611e-12,4.839153e-12,2.341740e-23,33,3.270446e-12
cheb,21,0.210000,0.01,0.981,32,1.970424e-12,5.082026e-12,2.582698e-23,33,3.270446e-12
cheb,22,0.220000,0.01,0.987,32,2.063238e-12,5.324887e-12,2.835442e-23,33,3.270446e-12
cheb,23,0.230000,0.01,0.554,32,2.158052e-12,5.567876e-12,3.100124e-23,33,3.270446e-12
cheb,24,0.240000,0.01,0.576,32,2.251532e-12,5.810722e-12,3.376449e-23,33,3.270446e-12
cheb,25,0.250000,0.01,0.556,32,2.345457e-12,6.054061e-12,3.665166e-23,33,3.270446e-12
cheb,26,0.260000,0.01,0.637,32,2.438716e-12,6.297386e-12,3.965708e-23,33,3.270446e-12
cheb,27,0.270000,0.01,0.677,32,2.533529e-12,6.541150e-12,4.278665e-23,33,3.270446e-12
cheb,28,0.280000,0.01,1.011,32,2.626788e-12,6.784768e-12,4.603308e-23,33,3.270446e-12
cheb,29,0.290000,0.01,0.987,32,2.720935e-12,7.028649e-12,4.940191e-23,33,3.270446e-12
cheb,30,0.300000,0.01,0.584,32,2.814859e-12,7.272504e-12,5.288932e-23,33,3.270446e-12
