method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.010000,0.01,3.336,53,3.745892e-13,3.891245e-13,1.514178e-25,54,5.369282e-12
cheb,16,0.160000,0.01,1.987,53,5.974554e-12,6.124632e-12,3.751112e-23,54,5.369282e-12
cheb,31,0.310000,0.01,3.057,53,1.157274e-11,1.199675e-11,1.439220e-22,54,5.369282e-12
cheb,46,0.460000,0.01,1.843,53,1.717626e-11,1.794464e-11,3.220103e-22,54,5.369282e-12
cheb,61,0.610000,0.01,1.823,53,2.277745e-11,2.365694e-11,5.596507e-22,54,5.369282e-12
cheb,76,0.760000,0.01,2.842,53,2.837752e-11,2.937864e-11,8.631047e-22,54,5.369282e-12
cheb,91,0.910000,0.01,1.769,53,3.397860e-11,3.520248e-11,1.239214e-21,54,5.369282e-12
cheb,106,1.060000,0.01,1.755,53,3.957923e-11,4.096444e-11,1.678085e-21,54,5.369282e-12
cheb,121,1.210000,0.01,1.910,53,4.517875e-11,4.674140e-11,2.184759e-21,54,5.369282e-12
cheb,136,1.360000,0.01,1.765,53,5.077916e-11,5.263647e-11,2.770598e-21,54,5.369282e-12
cheb,151,1.510000,0.01,2.084,53,5.638057e-11,5.854989e-11,3.428090e-21,54,5.369282e-12
cheb,166,1.660000,0.01,3.766,53,6.198220e-11,6.437624e-11,4.144300e-21,54,5.369282e-12
cheb,181,1.810000,0.01,2.342,53,6.758216e-11,7.017696e-11,4.924806e-21,54,5.369282e-12
cheb,196,1.960000,0.01,2.195,53,7.318202e-11,7.604667e-11,5.783096e-21,54,5.369282e-12
cheb,211,2.110000,0.01,1.771,53,7.878298e-11,8.187866e-11,6.704114e-21,54,5.369282e-12
cheb,226,2.260000,0.01,2.837,53,8.438361e-11,8.771172e-11,7.693346e-21,54,5.369282e-12
cheb,241,2.410000,0.01,3.740,53,8.998413e-11,9.353883e-11,8.749513e-21,54,5.369282e-12
cheb,256,2.560000,0.01,2.454,53,9.558287e-11,9.934162e-11,9.868758e-21,54,5.369282e-12
cheb,271,2.710000,0.01,2.748,53,1.011838e-10,1.051092e-10,1.104795e-20,54,5.369282e-12
cheb,286,2.860000,0.01,3.067,53,1.067870e-10,1.108737e-10,1.229297e-20,54,5.369282e-12
cheb,301,3.010000,0.01,3.117,53,1.123873e-10,1.166350e-10,1.360373e-20,54,5.369282e-12
cheb,316,3.160000,0.01,1.813,53,1.179861e-10,1.224176e-10,1.498606e-20,54,5.369282e-12
cheb,331,3.310000,0.01,1.734,53,1.235890e-10,1.282021e-10,1.643578e-20,54,5.369282e-12
cheb,346,3.460000,0.01,1.898,53,1.291894e-10,1.339999e-10,1.795597e-20,54,5.369282e-12
cheb,361,3.610000,0.01,1.877,53,1.347874e-10,1.397896e-10,1.954112e-20,54,5.369282e-12
cheb,376,3.760000,0.01,2.859,53,1.403895e-10,1.455790e-10,2.119326e-20,54,5.369282e-12
cheb,391,3.910000,0.01,2.540,53,1.459903e-10,1.513865e-10,2.291786e-20,54,5.369282e-12
cheb,406,4.060000,0.01,3.283,53,1.515913e-10,1.571975e-10,2.471105e-20,54,5.369282e-12
cheb,421,4.210000,0.01,1.654,53,1.571905e-10,1.630079e-10,2.657156e-20,54,5.369282e-12
cheb,436,4.360000,0.01,2.010,53,1.627921e-10,1.688051e-10,2.849517e-20,54,5.369282e-12
cheb,451,4.510000,0.01,1.794,53,1.683917e-10,1.746027e-10,3.048612e-20,54,5.369282e-12
cheb,466,4.660000,0.01,1.867,53,1.739944e-10,1.804014e-10,3.254466e-20,54,5.369282e-12
cheb,481,4.810000,0.01,1.722,53,1.795925e-10,1.861863e-10,3.466533e-20,54,5.369282e-12
cheb,496,4.960000,0.01,1.777,53,1.851957e-10,1.919586e-10,3.684809e-20,54,5.369282e-12
cheb,511,5.110000,0.01,1.926,53,1.907950e-10,1.977336e-10,3.909858e-20,54,5.369282e-12
cheb,526,5.260000,0.01,1.774,53,1.963961e-10,2.035022e-10,4.141315e-20,54,5.369282e-12
cheb,541,5.410000,0.01,2.111,53,2.019946e-10,2.092713e-10,4.379448e-20,54,5.369282e-12
