method,step,t,dt,dt_ms,matvecs,norm_err,theta_abs,theta_rel,K_used,bn_ratio
cheb,1,0.000100,0.0001,0.247,7,7.660539e-15,4.183815e-15,1.750430e-29,8,6.499298e-13
cheb,101,0.010100,0.0001,0.138,7,7.646106e-13,3.907977e-13,1.527228e-25,8,6.499298e-13
cheb,201,0.020100,0.0001,0.128,7,1.522338e-12,7.778518e-13,6.050534e-25,8,6.499298e-13
cheb,301,0.030100,0.0001,0.119,7,2.281286e-12,1.165113e-12,1.357488e-24,8,6.499298e-13
cheb,401,0.040100,0.0001,0.135,7,3.039680e-12,1.552292e-12,2.409610e-24,8,6.499298e-13
cheb,501,0.050100,0.0001,0.109,7,3.798739e-12,1.939826e-12,3.762926e-24,8,6.499298e-13
cheb,601,0.060100,0.0001,0.125,7,4.556577e-12,2.327884e-12,5.419046e-24,8,6.499298e-13
cheb,701,0.070100,0.0001,0.130,7,5.316636e-12,2.715576e-12,7.374354e-24,8,6.499298e-13
cheb,801,0.080100,0.0001,0.136,7,6.075584e-12,3.103488e-12,9.631640e-24,8,6.499298e-13
cheb,901,0.090100,0.0001,0.128,7,6.832868e-12,3.491043e-12,1.218738e-23,8,6.499298e-13
cheb,1001,0.100100,0.0001,0.126,7,7.592149e-12,3.878867e-12,1.504561e-23,8,6.499298e-13
cheb,1101,0.110100,0.0001,0.136,7,8.351875e-12,4.266876e-12,1.820623e-23,8,6.499298e-13
cheb,1201,0.120100,0.0001,0.146,7,9.110934e-12,4.654610e-12,2.166539e-23,8,6.499298e-13
cheb,1301,0.130100,0.0001,0.149,7,9.868106e-12,5.041984e-12,2.542161e-23,8,6.499298e-13
cheb,1401,0.140100,0.0001,0.185,7,1.062739e-11,5.429412e-12,2.947851e-23,8,6.499298e-13
cheb,1501,0.150100,0.0001,0.185,7,1.138567e-11,5.816564e-12,3.383242e-23,8,6.499298e-13
cheb,1601,0.160100,0.0001,0.186,7,1.214517e-11,6.203869e-12,3.848799e-23,8,6.499298e-13
cheb,1701,0.170100,0.0001,0.202,7,1.290268e-11,6.590944e-12,4.344054e-23,8,6.499298e-13
cheb,1801,0.180100,0.0001,0.193,7,1.366240e-11,6.978015e-12,4.869269e-23,8,6.499298e-13
cheb,1901,0.190100,0.0001,0.251,7,1.441891e-11,7.364790e-12,5.424013e-23,8,6.499298e-13
cheb,2001,0.200100,0.0001,0.250,7,1.517775e-11,7.751730e-12,6.008932e-23,8,6.499298e-13
